date_submitted,type,grant,la_code,ward_code
2023-02-03,individual,my_leeds_grant_app,E08000035,E05012841
2023-02-03,individual,my_leeds_grant_app,E08000035,E05012841
2023-02-03,community_group,my_leeds_grant_app,E08000035,E05012842
2023-02-04,individual,my_leeds_grant_app,E08000035,E05011409
2023-02-04,individual,my_leeds_grant_app,E08000035,E05011413
2023-02-06,individual,my_leeds_grant_app,E08000035,E05011387
2023-02-07,individual,my_leeds_grant_app,E08000035,E05011384
2023-02-07,community_group,my_leeds_grant_app,E08000035,E05011549
2023-02-08,individual,my_leeds_grant_app,E08000035,E05011394
2023-02-08,community_group,my_leeds_grant_app,E08000035,E05011403
2023-02-08,community_group,my_leeds_grant_app,E08000035,E05012841
2023-02-08,community_group,my_leeds_grant_app,E08000035,E05013831
2023-02-09,individual,my_leeds_grant_app,E08000035,E05011394
2023-02-09,community_group,my_leeds_grant_app,E08000035,E05011547
2023-02-09,community_group,my_leeds_grant_app,E08000035,E05011549
2023-02-10,community_group,my_leeds_grant_app,E08000035,E05011387
2023-02-10,individual,my_leeds_grant_app,E08000035,E05011397
2023-02-10,voluntary_group,my_leeds_grant_app,E08000035,E05011402
2023-02-10,community_group,my_leeds_grant_app,E08000035,E05011405
2023-02-10,community_group,my_leeds_grant_app,E08000035,E05011411
2023-02-12,other,my_leeds_grant_app,E08000035,E05011384
2023-02-13,organisation,my_leeds_grant_app,E08000035,E05011410
2023-02-13,other,my_leeds_grant_app,E08000035,E05011411
2023-02-13,individual,my_leeds_grant_app,E08000035,E05011413
2023-02-13,arts_organisation,my_leeds_grant_app,E08000035,E05011547
2023-02-13,community_group,my_leeds_grant_app,E08000035,E05011549
2023-02-13,arts_organisation,my_leeds_grant_app,E08000035,E05011549
2023-02-14,individual,my_leeds_grant_app,E08000035,E05011388
2023-02-14,organisation,my_leeds_grant_app,E08000035,E05011388
2023-02-14,organisation,my_leeds_grant_app,E08000035,E05011403
2023-02-15,individual,my_leeds_grant_app,E08000035,E05011406
2023-02-15,other,my_leeds_grant_app,E08000035,E05011413
2023-02-16,community_group,my_leeds_grant_app,E08000035,E05011391
2023-02-16,other,my_leeds_grant_app,E08000035,E05011395
2023-02-16,individual,my_leeds_grant_app,E08000035,E05011395
2023-02-16,voluntary_group,my_leeds_grant_app,E08000035,E05011397
2023-02-16,individual,my_leeds_grant_app,E08000035,E05011403
2023-02-16,organisation,my_leeds_grant_app,E08000035,E05011404
2023-02-16,arts_organisation,my_leeds_grant_app,E08000035,E05012647
2023-02-16,individual,my_leeds_grant_app,E08000035,E05012841
2023-02-16,,my_leeds_grant_app,E08000035,E05013830
2023-02-17,individual,my_leeds_grant_app,E08000035,E05011394
2023-02-17,arts_organisation,my_leeds_grant_app,E08000035,E05011397
2023-02-17,arts_organisation,my_leeds_grant_app,E08000035,E05011411
2023-02-17,individual,my_leeds_grant_app,E08000035,E05011414
2023-02-17,individual,my_leeds_grant_app,E08000035,E05011414
2023-02-18,individual,my_leeds_grant_app,E08000035,E05011400
2023-02-18,individual,my_leeds_grant_app,E08000035,E05011405
2023-02-18,arts_organisation,my_leeds_grant_app,E08000035,E05011406
2023-02-18,other,my_leeds_grant_app,E08000035,E05011407
2023-02-19,other,my_leeds_grant_app,E08000035,E05011401
2023-02-19,other,my_leeds_grant_app,E08000035,E05011403
2023-02-19,arts_organisation,my_leeds_grant_app,E08000035,E05013830
2023-02-20,individual,my_leeds_grant_app,E08000035,E05011384
2023-02-20,individual,my_leeds_grant_app,E08000035,E05011389
2023-02-20,voluntary_group,my_leeds_grant_app,E08000035,E05011395
2023-02-20,arts_organisation,my_leeds_grant_app,E08000035,E05011405
2023-02-20,individual,my_leeds_grant_app,E08000035,E05011406
2023-02-20,individual,my_leeds_grant_app,E08000035,E05011409
2023-02-21,community_group,my_leeds_grant_app,E08000035,E05011397
2023-02-21,arts_organisation,my_leeds_grant_app,E08000035,E05011404
2023-02-21,arts_organisation,my_leeds_grant_app,E08000035,E05011407
2023-02-21,other,my_leeds_grant_app,E08000035,E05011411
2023-02-21,organisation,my_leeds_grant_app,E08000035,E05011414
2023-02-21,community_group,my_leeds_grant_app,E08000035,E05011549
2023-02-22,community_group,my_leeds_grant_app,E08000035,E05011384
2023-02-22,other,my_leeds_grant_app,E08000035,E05011394
2023-02-22,other,my_leeds_grant_app,E08000035,E05011403
2023-02-22,individual,my_leeds_grant_app,E08000035,E05011413
2023-02-22,individual,my_leeds_grant_app,E08000035,E05011413
2023-02-22,individual,my_leeds_grant_app,E08000035,E05012841
2023-02-23,organisation,my_leeds_grant_app,E08000035,E05011385
2023-02-23,organisation,my_leeds_grant_app,E08000035,E05011389
2023-02-23,individual,my_leeds_grant_app,E08000035,E05011391
2023-02-23,arts_organisation,my_leeds_grant_app,E08000035,E05011394
2023-02-23,other,my_leeds_grant_app,E08000035,E05011395
2023-02-23,individual,my_leeds_grant_app,E08000035,E05011397
2023-02-23,community_group,my_leeds_grant_app,E08000035,E05011403
2023-02-23,individual,my_leeds_grant_app,E08000035,E05011407
2023-02-23,arts_organisation,my_leeds_grant_app,E08000035,E05011409
2023-02-23,individual,my_leeds_grant_app,E08000035,E05011547
2023-02-23,other,my_leeds_grant_app,E08000035,E05012648
2023-02-23,organisation,my_leeds_grant_app,E08000035,E05012841
2023-02-23,community_group,my_leeds_grant_app,E08000035,E05013830
2023-02-24,other,my_leeds_grant_app,E08000035,E05011384
2023-02-24,organisation,my_leeds_grant_app,E08000035,E05011384
2023-02-24,organisation,my_leeds_grant_app,E08000035,E05011387
2023-02-24,,my_leeds_grant_app,E08000035,E05011400
2023-02-24,individual,my_leeds_grant_app,E08000035,E05011406
2023-02-24,individual,my_leeds_grant_app,E08000035,E05011413
2023-02-24,individual,my_leeds_grant_app,E08000035,E05011547
2023-02-24,community_group,my_leeds_grant_app,E08000035,E05011549
2023-02-25,organisation,my_leeds_grant_app,E08000035,E05011384
2023-02-25,individual,my_leeds_grant_app,E08000035,E05011394
2023-02-25,organisation,my_leeds_grant_app,E08000035,E05011397
2023-02-25,community_group,my_leeds_grant_app,E08000035,E05011411
2023-02-26,other,my_leeds_grant_app,E08000035,E05011389
2023-02-26,individual,my_leeds_grant_app,E08000035,E05012842
2023-02-27,arts_organisation,my_leeds_grant_app,E08000035,E05011389
2023-02-27,individual,my_leeds_grant_app,E08000035,E05011394
2023-02-27,organisation,my_leeds_grant_app,E08000035,E05011396
2023-02-27,community_group,my_leeds_grant_app,E08000035,E05011400
2023-02-27,arts_organisation,my_leeds_grant_app,E08000035,E05011403
2023-02-27,organisation,my_leeds_grant_app,E08000035,E05011407
2023-02-27,individual,my_leeds_grant_app,E08000035,E05012841
2023-02-28,other,my_leeds_grant_app,E08000035,E05011384
2023-02-28,community_group,my_leeds_grant_app,E08000035,E05011387
2023-02-28,,my_leeds_grant_app,E08000035,E05011390
2023-02-28,individual,my_leeds_grant_app,E08000035,E05011391
2023-02-28,individual,my_leeds_grant_app,E08000035,E05011396
2023-02-28,individual,my_leeds_grant_app,E08000035,E05011397
2023-02-28,individual,my_leeds_grant_app,E08000035,E05011400
2023-02-28,other,my_leeds_grant_app,E08000035,E05011401
2023-02-28,individual,my_leeds_grant_app,E08000035,E05011404
2023-02-28,community_group,my_leeds_grant_app,E08000035,E05011409
2023-02-28,other,my_leeds_grant_app,E08000035,E05011411
2023-02-28,individual,my_leeds_grant_app,E08000035,E05011411
2023-02-28,community_group,my_leeds_grant_app,E08000035,E05011411
2023-02-28,voluntary_group,my_leeds_grant_app,E08000035,E05011547
2023-02-28,community_group,my_leeds_grant_app,E08000035,E05011549
2023-02-28,individual,my_leeds_grant_app,E08000035,E05012841
2023-03-01,individual,my_leeds_grant_app,E08000035,E05011387
2023-03-01,individual,my_leeds_grant_app,E08000035,E05011389
2023-03-01,community_group,my_leeds_grant_app,E08000035,E05011395
2023-03-01,individual,my_leeds_grant_app,E08000035,E05011395
2023-03-01,individual,my_leeds_grant_app,E08000035,E05011395
2023-03-01,arts_organisation,my_leeds_grant_app,E08000035,E05011397
2023-03-01,individual,my_leeds_grant_app,E08000035,E05011397
2023-03-01,individual,my_leeds_grant_app,E08000035,E05011399
2023-03-01,individual,my_leeds_grant_app,E08000035,E05011400
2023-03-01,community_group,my_leeds_grant_app,E08000035,E05011403
2023-03-01,individual,my_leeds_grant_app,E08000035,E05011404
2023-03-01,community_group,my_leeds_grant_app,E08000035,E05011406
2023-03-01,individual,my_leeds_grant_app,E08000035,E05011409
2023-03-01,individual,my_leeds_grant_app,E08000035,E05011411
2023-03-01,individual,my_leeds_grant_app,E08000035,E05011413
2023-03-01,individual,my_leeds_grant_app,E08000035,E05011413
2023-03-01,individual,my_leeds_grant_app,E08000035,E05011547
2023-03-01,individual,my_leeds_grant_app,E08000035,E05011549
2023-03-01,organisation,my_leeds_grant_app,E08000035,E05012841
2023-03-01,arts_organisation,my_leeds_grant_app,E08000035,E05012841
2023-03-01,individual,my_leeds_grant_app,E08000035,E05012841
2023-03-01,individual,my_leeds_grant_app,E08000035,E05012842
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011384
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011385
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011385
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011385
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011385
2023-03-02,other,my_leeds_grant_app,E08000035,E05011388
2023-03-02,organisation,my_leeds_grant_app,E08000035,E05011388
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011388
2023-03-02,arts_organisation,my_leeds_grant_app,E08000035,E05011388
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011389
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011389
2023-03-02,arts_organisation,my_leeds_grant_app,E08000035,E05011389
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011395
2023-03-02,community_group,my_leeds_grant_app,E08000035,E05011395
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011395
2023-03-02,community_group,my_leeds_grant_app,E08000035,E05011396
2023-03-02,arts_organisation,my_leeds_grant_app,E08000035,E05011396
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011397
2023-03-02,,my_leeds_grant_app,E08000035,E05011399
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011403
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011404
2023-03-02,arts_organisation,my_leeds_grant_app,E08000035,E05011404
2023-03-02,community_group,my_leeds_grant_app,E08000035,E05011405
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011405
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011407
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011407
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011409
2023-03-02,individual,my_leeds_grant_app,E08000035,E05011409
2023-03-02,community_group,my_leeds_grant_app,E08000035,E05011409
2023-03-02,community_group,my_leeds_grant_app,E08000035,E05011409
