date_submitted,type,grant,la_code,ward_code
2023-03-23,individual,my_leeds_grant_app,E08000035,E05011414
2023-03-23,community_group,my_leeds_grant_app,E08000035,E05012647
2023-03-24,other,my_leeds_grant_app,E08000035,E05011387
2023-03-24,arts_organisation,my_leeds_grant_app,E08000035,E05013831
2023-03-25,arts_organisation,my_leeds_grant_app,E08000035,E05011400
2023-03-25,arts_organisation,my_leeds_grant_app,E08000035,E05012647
2023-03-26,community_group,my_leeds_grant_app,E08000035,E05011385
2023-03-26,voluntary_group,my_leeds_grant_app,E08000035,E05011387
2023-03-26,community_group,my_leeds_grant_app,E08000035,E05011394
2023-03-26,individual,my_leeds_grant_app,E08000035,E05011397
2023-03-26,individual,my_leeds_grant_app,E08000035,E05011397
2023-03-26,individual,my_leeds_grant_app,E08000035,E05011399
2023-03-26,individual,my_leeds_grant_app,E08000035,E05011399
2023-03-26,organisation,my_leeds_grant_app,E08000035,E05011403
2023-03-26,individual,my_leeds_grant_app,E08000035,E05011406
2023-03-26,other,my_leeds_grant_app,E08000035,E05012647
2023-03-26,community_group,my_leeds_grant_app,E08000035,E05012648
2023-03-26,other,my_leeds_grant_app,E08000035,E05013831
2023-03-27,individual,my_leeds_grant_app,E08000035,E05011387
2023-03-27,voluntary_group,my_leeds_grant_app,E08000035,E05011394
2023-03-27,organisation,my_leeds_grant_app,E08000035,E05011394
2023-03-27,organisation,my_leeds_grant_app,E08000035,E05011394
2023-03-27,organisation,my_leeds_grant_app,E08000035,E05011397
2023-03-27,organisation,my_leeds_grant_app,E08000035,E05011397
2023-03-27,organisation,my_leeds_grant_app,E08000035,E05011397
2023-03-27,individual,my_leeds_grant_app,E08000035,E05011400
2023-03-27,organisation,my_leeds_grant_app,E08000035,E05011400
2023-03-27,,my_leeds_grant_app,E08000035,E05011406
2023-03-27,organisation,my_leeds_grant_app,E08000035,E05013831
2023-03-29,individual,my_leeds_grant_app,E08000035,E05011385
2023-03-29,organisation,my_leeds_grant_app,E08000035,E05011385
2023-03-29,arts_organisation,my_leeds_grant_app,E08000035,E05011397
2023-03-31,individual,my_leeds_grant_app,E08000035,E05011403
2023-04-05,individual,my_leeds_grant_app,E08000035,E05011394
2023-04-17,,my_leeds_schools_grants_application,E08000035,E05011413
2023-04-23,other,my_leeds_grant_app,E08000035,E05011401
2023-04-25,individual,my_leeds_grant_app,E08000035,E05011410
2023-04-25,,my_leeds_schools_grants_application,E08000035,E05012841
2023-04-25,community_group,my_leeds_grant_app,E08000035,E05013830
2023-04-25,individual,my_leeds_grant_app,E08000035,E05013830
2023-04-26,community_group,my_leeds_grant_app,E08000035,E05011410
2023-04-27,,my_leeds_schools_grants_application,E08000035,E05011400
2023-04-27,community_group,my_leeds_grant_app,E08000035,E05011401
2023-04-27,organisation,my_leeds_grant_app,E08000035,E05011401
2023-04-27,community_group,my_leeds_grant_app,E08000035,E05011402
2023-04-27,,my_leeds_schools_grants_application,E08000035,E05011402
2023-04-27,community_group,my_leeds_grant_app,E08000035,E05012842
2023-04-28,community_group,my_leeds_grant_app,E08000035,E05011401
2023-04-28,other,my_leeds_grant_app,E08000035,E05012842
2023-04-28,,my_leeds_schools_grants_application,E08000035,E05012842
2023-04-29,individual,my_leeds_grant_app,E08000035,E05011390
2023-04-29,individual,my_leeds_grant_app,E08000035,E05011390
2023-04-29,voluntary_group,my_leeds_grant_app,E08000035,E05011401
2023-04-29,individual,my_leeds_grant_app,E08000035,E05011402
2023-04-29,individual,my_leeds_grant_app,E08000035,E05013830
2023-04-30,individual,my_leeds_grant_app,E08000035,E05011390
2023-04-30,other,my_leeds_grant_app,E08000035,E05011402
2023-04-30,individual,my_leeds_grant_app,E08000035,E05011410
2023-04-30,individual,my_leeds_grant_app,E08000035,E05012842
2023-05-01,community_group,my_leeds_grant_app,E08000035,E05011390
2023-05-01,individual,my_leeds_grant_app,E08000035,E05011390
2023-05-01,organisation,my_leeds_grant_app,E08000035,E05011390
2023-05-01,arts_organisation,my_leeds_grant_app,E08000035,E05011390
2023-05-01,individual,my_leeds_grant_app,E08000035,E05011390
2023-05-01,organisation,my_leeds_grant_app,E08000035,E05011390
2023-05-01,other,my_leeds_grant_app,E08000035,E05011401
2023-05-01,voluntary_group,my_leeds_grant_app,E08000035,E05011401
2023-05-01,other,my_leeds_grant_app,E08000035,E05011401
2023-05-01,community_group,my_leeds_grant_app,E08000035,E05012842
2023-05-02,community_group,my_leeds_grant_app,E08000035,E05011401
2023-05-02,individual,my_leeds_grant_app,E08000035,E05011410
2023-05-02,,my_leeds_schools_grants_application,E08000035,E05012841
2023-05-03,,my_leeds_schools_grants_application,E08000035,E05012841
2023-05-04,,my_leeds_schools_grants_application,E08000035,E05011547
2023-05-04,,my_leeds_schools_grants_application,E08000035,E05011549
2023-05-09,,my_leeds_schools_grants_application,E08000035,E05011400
2023-05-10,,my_leeds_schools_grants_application,E08000035,E05012841
2023-05-10,,my_leeds_schools_grants_application,E08000035,E05013831
2023-05-15,,my_leeds_schools_grants_application,E08000035,E05012648
2023-05-15,,my_leeds_schools_grants_application,E08000035,E05012648
2023-05-15,,my_leeds_schools_grants_application,E08000035,E05012648
2023-05-15,,my_leeds_schools_grants_application,E08000035,E05012648
2023-05-15,,my_leeds_schools_grants_application,E08000035,E05013831
2023-05-16,,my_leeds_schools_grants_application,E08000035,E05011399
2023-05-16,individual,my_leeds_grant_app,E08000035,E05011410
2023-05-17,,my_leeds_schools_grants_application,E08000035,E05011397
2023-05-17,,my_leeds_schools_grants_application,E08000035,E05011403
2023-05-17,,my_leeds_schools_grants_application,E08000035,E05011413
2023-05-17,,my_leeds_schools_grants_application,E08000035,E05012842
2023-05-17,,my_leeds_schools_grants_application,E08000035,E05012842
2023-05-18,,my_leeds_schools_grants_application,E08000035,E05011396
2023-05-18,,my_leeds_schools_grants_application,E08000035,E05011396
2023-05-18,,my_leeds_schools_grants_application,E08000035,E05011402
2023-05-18,,my_leeds_schools_grants_application,E08000035,E05011404
2023-05-18,,my_leeds_schools_grants_application,E08000035,E05011405
2023-05-18,,my_leeds_schools_grants_application,E08000035,E05011407
2023-05-18,other,my_leeds_grant_app,E08000035,E05011410
2023-05-18,,my_leeds_schools_grants_application,E08000035,E05013831
2023-05-19,,my_leeds_schools_grants_application,E08000035,E05011413
2023-05-19,,my_leeds_schools_grants_application,E08000035,E05012841
2023-05-19,,my_leeds_schools_grants_application,E08000035,E05012842
2023-05-21,voluntary_group,my_leeds_grant_app,E08000035,E05011410
2023-05-22,organisation,my_leeds_grant_app,E08000035,E05011410
2023-05-26,other,my_leeds_grant_app,E08000035,E05011410
2023-07-18,,my_leeds_grant_app,E08000035,E05011405
2023-09-06,,my_leeds_schools_grants_application,E08000035,E05012647
2023-09-08,,my_leeds_schools_grants_application,E08000035,E05013831
2023-09-14,,my_leeds_schools_grants_application,E08000035,E05011390
