date,orders,tickets
2023-06-09,37,144
2023-06-16,183,722
2023-06-23,321,1281
2023-06-30,483,1918
2023-07-07,649,2677
2023-07-14,899,3468
2023-07-21,899,3468
2023-07-28,899,3468
2023-08-04,899,3468
2023-08-11,899,3468
2023-08-18,899,3468
2023-08-25,899,3468
2023-09-01,899,3468
2023-09-08,899,3468
2023-09-15,899,3468
2023-09-22,899,3468
2023-09-29,899,3468
2023-10-06,899,3468
2023-10-13,899,3468
2023-10-20,899,3468
2023-10-27,903,3472
2023-11-03,905,3474
2023-11-10,915,3484
