,ticket_tailor_id,airtable_id,created_at,event_date,number_of_tickets,ward_code
170,ev_2809633,241,2023-08-22 12:57:38,2023-09-06,2,E05013830
171,ev_2809633,241,2023-08-22 16:21:33,2023-09-06,3,E05011397
172,ev_2809633,241,2023-08-23 09:58:41,2023-09-06,3,E05011389
173,ev_2809633,241,2023-08-23 19:47:29,2023-09-06,2,E05012842
174,ev_2809633,241,2023-08-24 07:18:33,2023-09-06,2,E05011405
175,ev_2809633,241,2023-08-24 11:10:58,2023-09-06,2,E05011401
176,ev_2809633,241,2023-08-24 11:19:15,2023-09-06,4,E05011390
177,ev_2809633,241,2023-08-24 14:31:11,2023-09-06,2,E05011406
178,ev_2809633,241,2023-08-24 20:09:28,2023-09-06,1,E05011405
179,ev_2809633,241,2023-08-24 21:26:38,2023-09-06,2,E05011401
180,ev_2809633,241,2023-08-24 22:31:28,2023-09-06,4,E05011413
181,ev_2809633,241,2023-08-25 08:33:32,2023-09-06,1,E05011399
182,ev_2809633,241,2023-08-25 13:46:42,2023-09-06,1,E05011384
183,ev_2809633,241,2023-08-25 16:00:36,2023-09-06,7,E05000798
184,ev_2809633,241,2023-08-25 18:06:37,2023-09-06,2,E05011402
185,ev_2809633,241,2023-08-26 10:15:53,2023-09-06,2,E05011405
186,ev_2809633,241,2023-08-26 11:50:15,2023-09-06,4,E05012128
187,ev_2809633,241,2023-08-26 13:31:44,2023-09-06,6,E05011401
188,ev_2809633,241,2023-08-26 15:16:15,2023-09-06,2,E05010058
189,ev_2809633,241,2023-08-27 19:03:40,2023-09-06,2,E05010882
190,ev_2809633,241,2023-08-28 08:44:24,2023-09-06,2,E05011396
191,ev_2809633,241,2023-08-28 08:57:20,2023-09-06,4,E05011396
192,ev_2809633,241,2023-08-28 09:35:00,2023-09-06,4,E05011411
193,ev_2809633,241,2023-08-28 19:22:51,2023-09-06,2,E05011388
194,ev_2809633,241,2023-08-30 06:27:22,2023-09-06,1,E05001353
195,ev_2809633,241,2023-08-30 09:15:16,2023-09-06,2,E05011413
196,ev_2809633,241,2023-08-30 13:26:40,2023-09-06,1,E05011410
197,ev_2809633,241,2023-08-30 14:33:44,2023-09-06,3,E05011401
198,ev_2809633,241,2023-08-30 14:40:19,2023-09-06,1,E05011401
199,ev_2809633,241,2023-08-30 16:01:15,2023-09-06,2,E05011397
200,ev_2809633,241,2023-08-31 10:55:18,2023-09-06,1,E05011399
201,ev_2809633,241,2023-08-31 11:02:40,2023-09-06,2,E05011399
202,ev_2809633,241,2023-08-31 11:08:33,2023-09-06,2,E05011405
203,ev_2809633,241,2023-08-31 15:01:44,2023-09-06,1,E05011399
204,ev_2809633,241,2023-08-31 15:13:29,2023-09-06,1,E05011405
205,ev_2809633,241,2023-08-31 21:14:13,2023-09-06,1,E05011396
206,ev_2809633,241,2023-08-31 22:52:28,2023-09-06,1,E05009380
207,ev_2809633,241,2023-09-01 08:49:37,2023-09-06,2,E05013831
208,ev_2809633,241,2023-09-01 13:00:18,2023-09-06,2,E05001454
209,ev_2809633,241,2023-09-01 15:47:05,2023-09-06,2,E05011401
210,ev_2809633,241,2023-09-01 17:05:21,2023-09-06,2,E05011401
211,ev_2809633,241,2023-09-01 18:10:50,2023-09-06,5,E05011401
212,ev_2809633,241,2023-09-02 10:28:28,2023-09-06,2,E05013830
213,ev_2809633,241,2023-09-02 11:48:53,2023-09-06,4,E05001360
214,ev_2809633,241,2023-09-02 11:50:06,2023-09-06,2,E05001342
215,ev_2809633,241,2023-09-02 13:09:36,2023-09-06,2,E05011402
216,ev_2809633,241,2023-09-02 17:48:25,2023-09-06,2,E05011401
217,ev_2809633,241,2023-09-02 18:53:22,2023-09-06,4,E05013831
218,ev_2809633,241,2023-09-02 18:57:11,2023-09-06,1,E05011413
219,ev_2809633,241,2023-09-02 22:14:15,2023-09-06,2,E05013831
220,ev_2809633,241,2023-09-03 09:18:11,2023-09-06,2,E05011401
221,ev_2809633,241,2023-09-03 09:45:17,2023-09-06,2,E05011410
222,ev_2809633,241,2023-09-03 09:57:52,2023-09-06,2,E05011401
223,ev_2809633,241,2023-09-03 10:21:06,2023-09-06,1,E05014127
224,ev_2809633,241,2023-09-03 10:49:47,2023-09-06,2,E05012841
225,ev_2809633,241,2023-09-03 11:31:22,2023-09-06,2,E05011411
226,ev_2809633,241,2023-09-03 11:39:23,2023-09-06,2,E05011401
227,ev_2809633,241,2023-09-03 12:26:59,2023-09-06,1,E05011401
228,ev_2809633,241,2023-09-03 14:21:05,2023-09-06,2,E05011404
229,ev_2809633,241,2023-09-03 15:33:43,2023-09-06,1,E05011402
230,ev_2809633,241,2023-09-03 15:44:18,2023-09-06,2,E05001397
231,ev_2809633,241,2023-09-03 18:11:07,2023-09-06,2,E05011395
232,ev_2809633,241,2023-09-03 18:42:27,2023-09-06,2,E05011395
233,ev_2809633,241,2023-09-03 18:47:41,2023-09-06,4,E05011401
234,ev_2809633,241,2023-09-03 19:13:27,2023-09-06,7,E05011384
235,ev_2809633,241,2023-09-03 20:03:10,2023-09-06,1,E05010316
236,ev_2809633,241,2023-09-03 20:18:02,2023-09-06,2,E05013830
237,ev_2809633,241,2023-09-03 20:24:17,2023-09-06,3,E05011390
238,ev_2809633,241,2023-09-03 20:27:14,2023-09-06,2,E05013830
239,ev_2809633,241,2023-09-03 20:41:44,2023-09-06,2,E05001708
240,ev_2809633,241,2023-09-04 06:14:52,2023-09-06,1,E05011413
241,ev_2809633,241,2023-09-04 08:15:14,2023-09-06,3,E05011397
242,ev_2809633,241,2023-09-04 08:40:24,2023-09-06,2,E05011413
243,ev_2809633,241,2023-09-04 09:03:12,2023-09-06,2,E05011413
244,ev_2809633,241,2023-09-04 10:14:33,2023-09-06,2,E05011397
245,ev_2809633,241,2023-09-04 10:23:37,2023-09-06,1,E05011501
246,ev_2809633,241,2023-09-04 10:28:33,2023-09-06,4,E05013830
247,ev_2809633,241,2023-09-04 10:40:17,2023-09-06,1,E05011397
248,ev_2809633,241,2023-09-04 10:45:06,2023-09-06,1,E05011400
249,ev_2809633,241,2023-09-04 11:08:37,2023-09-06,2,E05010869
250,ev_2809633,241,2023-09-04 11:25:11,2023-09-06,1,E05010863
251,ev_2809633,241,2023-09-04 11:29:30,2023-09-06,1,E05013713
252,ev_2809633,241,2023-09-04 11:52:37,2023-09-06,2,E05012047
253,ev_2809633,241,2023-09-04 12:06:48,2023-09-06,2,E05011401
254,ev_2809633,241,2023-09-04 12:29:55,2023-09-06,1,E05011388
255,ev_2809633,241,2023-09-04 12:32:36,2023-09-06,1,E05013713
256,ev_2809633,241,2023-09-04 12:35:38,2023-09-06,2,E05013713
257,ev_2809633,241,2023-09-04 12:36:46,2023-09-06,1,E05013713
258,ev_2809633,241,2023-09-04 12:37:54,2023-09-06,1,E05013713
259,ev_2809633,241,2023-09-04 12:47:54,2023-09-06,2,E05011390
260,ev_2809633,241,2023-09-04 12:56:48,2023-09-06,1,E05011397
261,ev_2809633,241,2023-09-04 13:03:29,2023-09-06,1,E05011397
262,ev_2809633,241,2023-09-04 13:04:30,2023-09-06,1,E05010517
263,ev_2809633,241,2023-09-04 13:27:50,2023-09-06,1,E05013831
264,ev_2809633,241,2023-09-04 13:46:54,2023-09-06,1,E05011380
265,ev_2809633,241,2023-09-04 14:07:47,2023-09-06,1,E05000936
266,ev_2809633,241,2023-09-04 14:08:01,2023-09-06,1,
267,ev_2809633,241,2023-09-04 14:08:12,2023-09-06,1,E05010869
268,ev_2809633,241,2023-09-04 14:09:29,2023-09-06,1,E05013573
269,ev_2809633,241,2023-09-04 14:22:58,2023-09-06,2,E05011411
270,ev_2809633,241,2023-09-04 14:23:07,2023-09-06,2,E05011385
271,ev_2809633,241,2023-09-04 14:25:03,2023-09-06,2,E05011387
272,ev_2809633,241,2023-09-04 14:25:19,2023-09-06,4,E05011401
273,ev_2809633,241,2023-09-04 14:32:21,2023-09-06,1,E05013831
274,ev_2809633,241,2023-09-04 14:36:57,2023-09-06,2,E05010073
275,ev_2809633,241,2023-09-04 15:05:18,2023-09-06,4,E05011411
276,ev_2809633,241,2023-09-04 15:25:47,2023-09-06,5,E05011402
277,ev_2809633,241,2023-09-04 15:26:22,2023-09-06,2,E05010044
278,ev_2809633,241,2023-09-04 15:32:07,2023-09-06,2,E05013831
279,ev_2809633,241,2023-09-05 10:38:42,2023-09-06,2,E05011403
280,ev_2809633,241,2023-09-06 10:08:11,2023-09-06,2,E05012647
281,ev_2809633,241,2023-09-06 12:39:42,2023-09-06,2,E05008818
282,ev_2809633,241,2023-09-06 12:40:41,2023-09-06,1,E05008818
283,ev_2809633,241,2023-09-06 12:51:35,2023-09-06,1,E05008818
284,ev_2809633,241,2023-09-06 12:56:21,2023-09-06,1,E05013713
285,ev_2809633,241,2023-09-06 14:02:32,2023-09-06,1,E05011399
286,ev_2809633,241,2023-09-06 14:29:09,2023-09-06,1,E05011411
287,ev_2809633,241,2023-09-06 14:50:52,2023-09-06,1,E05011411
288,ev_2809633,241,2023-09-06 16:09:28,2023-09-06,1,E05011380
289,ev_2809633,241,2023-09-06 18:33:02,2023-09-06,1,E05011390
290,ev_2809633,241,2023-09-06 18:37:41,2023-09-06,2,E05011390
291,ev_2809634,241,2023-07-11 17:07:33,2023-09-07,2,E05011410
292,ev_2809634,241,2023-07-13 09:37:35,2023-09-07,2,E05011411
293,ev_2809634,241,2023-07-13 12:35:23,2023-09-07,2,E05011410
294,ev_2809634,241,2023-07-14 18:35:44,2023-09-07,3,E05001409
295,ev_2809634,241,2023-07-24 08:40:13,2023-09-07,6,E05011401
296,ev_2809634,241,2023-07-26 08:56:57,2023-09-07,3,E05011395
297,ev_2809634,241,2023-07-27 17:16:10,2023-09-07,2,E05013830
298,ev_2809634,241,2023-07-28 13:47:05,2023-09-07,1,E05011399
299,ev_2809634,241,2023-07-28 13:58:09,2023-09-07,1,E05011413
300,ev_2809634,241,2023-07-28 14:28:51,2023-09-07,1,E05013730
301,ev_2809634,241,2023-07-28 14:53:50,2023-09-07,1,E05001461
302,ev_2809634,241,2023-07-28 16:07:17,2023-09-07,1,E05011411
303,ev_2809634,241,2023-07-30 12:36:55,2023-09-07,2,E05011396
304,ev_2809634,241,2023-08-01 09:30:14,2023-09-07,1,E05011390
305,ev_2809634,241,2023-08-03 16:10:53,2023-09-07,2,E05011396
306,ev_2809634,241,2023-08-04 13:33:59,2023-09-07,4,E05011385
307,ev_2809634,241,2023-08-07 19:16:21,2023-09-07,2,E05013830
308,ev_2809634,241,2023-08-08 09:14:27,2023-09-07,2,E05011329
309,ev_2809634,241,2023-08-10 07:04:07,2023-09-07,3,E05011410
310,ev_2809634,241,2023-08-11 09:36:57,2023-09-07,1,
311,ev_2809634,241,2023-08-12 14:12:02,2023-09-07,2,E05011405
312,ev_2809634,241,2023-08-12 16:44:41,2023-09-07,2,E05001365
313,ev_2809634,241,2023-08-13 10:21:55,2023-09-07,2,E05013831
314,ev_2809634,241,2023-08-13 15:56:45,2023-09-07,3,E05001454
315,ev_2809634,241,2023-08-14 13:37:14,2023-09-07,1,E05010739
316,ev_2809634,241,2023-08-15 08:37:23,2023-09-07,2,
317,ev_2809634,241,2023-08-15 17:11:58,2023-09-07,2,E05013830
318,ev_2809634,241,2023-08-16 12:26:32,2023-09-07,1,E05001446
319,ev_2809634,241,2023-08-17 08:20:59,2023-09-07,2,E05011400
320,ev_2809634,241,2023-08-18 18:54:48,2023-09-07,2,E05011402
321,ev_2809634,241,2023-08-19 09:23:46,2023-09-07,2,E05011547
322,ev_2809634,241,2023-08-19 10:27:37,2023-09-07,1,E05011389
323,ev_2809634,241,2023-08-19 16:08:39,2023-09-07,2,E05011405
324,ev_2809634,241,2023-08-19 16:47:07,2023-09-07,2,E05011399
325,ev_2809634,241,2023-08-20 06:23:04,2023-09-07,2,E05011410
326,ev_2809634,241,2023-08-20 09:27:07,2023-09-07,1,E05011409
327,ev_2809634,241,2023-08-20 19:07:23,2023-09-07,1,E05010861
328,ev_2809634,241,2023-08-21 10:39:52,2023-09-07,2,E05011397
329,ev_2809634,241,2023-08-21 12:35:43,2023-09-07,2,E05011401
330,ev_2809634,241,2023-08-21 16:23:46,2023-09-07,2,E05013830
331,ev_2809634,241,2023-08-21 19:27:09,2023-09-07,5,E05011410
332,ev_2809634,241,2023-08-23 09:54:55,2023-09-07,2,E05013831
333,ev_2809634,241,2023-08-23 09:56:04,2023-09-07,1,E05013831
334,ev_2809634,241,2023-08-24 11:19:44,2023-09-07,1,E05013830
335,ev_2809634,241,2023-08-24 14:24:36,2023-09-07,2,E05001445
336,ev_2809634,241,2023-08-24 15:39:46,2023-09-07,2,E05011410
337,ev_2809634,241,2023-08-26 14:10:41,2023-09-07,1,E05011389
338,ev_2809634,241,2023-08-27 13:17:35,2023-09-07,3,E05011549
339,ev_2809634,241,2023-08-27 15:58:02,2023-09-07,2,E05013398
340,ev_2809634,241,2023-08-27 18:19:22,2023-09-07,1,E05001362
341,ev_2809634,241,2023-08-28 06:54:26,2023-09-07,1,E05001354
342,ev_2809634,241,2023-08-28 09:55:18,2023-09-07,4,E05011396
343,ev_2809634,241,2023-08-28 13:54:02,2023-09-07,2,E05013831
344,ev_2809634,241,2023-08-28 19:35:36,2023-09-07,1,E05011547
345,ev_2809634,241,2023-08-28 20:29:16,2023-09-07,1,E05011401
346,ev_2809634,241,2023-08-29 17:53:07,2023-09-07,1,E05011389
347,ev_2809634,241,2023-08-29 20:34:16,2023-09-07,4,E05011411
348,ev_2809634,241,2023-08-30 07:05:18,2023-09-07,4,E05011401
349,ev_2809634,241,2023-08-30 08:17:43,2023-09-07,6,E05001449
350,ev_2809634,241,2023-08-30 10:08:40,2023-09-07,1,E05011399
351,ev_2809634,241,2023-08-30 10:14:32,2023-09-07,1,E05011402
352,ev_2809634,241,2023-08-30 12:38:38,2023-09-07,3,E05011402
353,ev_2809634,241,2023-08-30 13:00:13,2023-09-07,2,E05011390
354,ev_2809634,241,2023-08-30 19:52:14,2023-09-07,4,E05010873
355,ev_2809634,241,2023-08-30 20:04:02,2023-09-07,3,E05011389
356,ev_2809634,241,2023-08-31 10:56:29,2023-09-07,2,E05011399
357,ev_2809634,241,2023-08-31 12:38:45,2023-09-07,3,E05011410
358,ev_2809634,241,2023-08-31 12:45:38,2023-09-07,3,E05011401
359,ev_2809634,241,2023-08-31 13:56:35,2023-09-07,1,E05011549
360,ev_2809634,241,2023-08-31 15:33:58,2023-09-07,3,E05011389
361,ev_2809634,241,2023-08-31 15:43:09,2023-09-07,2,E05010046
362,ev_2809634,241,2023-08-31 19:01:21,2023-09-07,2,E05011394
363,ev_2809634,241,2023-09-01 05:46:48,2023-09-07,4,E05010053
364,ev_2809634,241,2023-09-01 06:57:26,2023-09-07,2,E05011401
365,ev_2809634,241,2023-09-01 08:01:18,2023-09-07,2,E05011388
