,ticket_tailor_id,airtable_id,created_at,event_date,number_of_tickets,ward_code
0,ev_2809632,241,2023-07-11 21:55:42,2023-09-05,2,E05011402
1,ev_2809632,241,2023-07-13 13:29:16,2023-09-05,2,E05011402
2,ev_2809632,241,2023-07-14 18:21:57,2023-09-05,3,E05001372
3,ev_2809632,241,2023-07-17 11:10:07,2023-09-05,2,E05011403
4,ev_2809632,241,2023-07-17 16:39:03,2023-09-05,5,E05011390
5,ev_2809632,241,2023-07-18 15:09:03,2023-09-05,2,E05011385
6,ev_2809632,241,2023-07-23 19:59:53,2023-09-05,1,E05011401
7,ev_2809632,241,2023-07-27 14:48:14,2023-09-05,1,
8,ev_2809632,241,2023-07-28 07:13:27,2023-09-05,1,E05011401
9,ev_2809632,241,2023-07-28 15:12:18,2023-09-05,2,E05013830
10,ev_2809632,241,2023-08-04 18:57:40,2023-09-05,2,E05001448
11,ev_2809632,241,2023-08-04 19:13:37,2023-09-05,1,E05001456
12,ev_2809632,241,2023-08-05 07:25:27,2023-09-05,4,E05011401
13,ev_2809632,241,2023-08-06 20:33:03,2023-09-05,2,E05011407
14,ev_2809632,241,2023-08-07 08:56:32,2023-09-05,2,E05012647
15,ev_2809632,241,2023-08-08 07:13:36,2023-09-05,2,E05011396
16,ev_2809632,241,2023-08-08 13:30:46,2023-09-05,1,E05013830
17,ev_2809632,241,2023-08-08 18:19:17,2023-09-05,2,E05010648
18,ev_2809632,241,2023-08-11 09:33:16,2023-09-05,2,E05011413
19,ev_2809632,241,2023-08-11 20:40:59,2023-09-05,2,E05001380
20,ev_2809632,241,2023-08-11 21:59:33,2023-09-05,1,E05011390
21,ev_2809632,241,2023-08-11 22:00:42,2023-09-05,1,E05011411
22,ev_2809632,241,2023-08-12 14:39:25,2023-09-05,2,E05011387
23,ev_2809632,241,2023-08-12 18:12:40,2023-09-05,2,E05011410
24,ev_2809632,241,2023-08-13 07:46:05,2023-09-05,1,E05011401
25,ev_2809632,241,2023-08-13 12:28:04,2023-09-05,2,E05011395
26,ev_2809632,241,2023-08-14 09:23:39,2023-09-05,3,E05011413
27,ev_2809632,241,2023-08-16 07:32:21,2023-09-05,7,E05011390
28,ev_2809632,241,2023-08-16 22:15:23,2023-09-05,1,E05011409
29,ev_2809632,241,2023-08-17 07:56:25,2023-09-05,2,E05011411
30,ev_2809632,241,2023-08-17 09:15:14,2023-09-05,2,E05011390
31,ev_2809632,241,2023-08-17 14:38:51,2023-09-05,2,E05001451
32,ev_2809632,241,2023-08-18 11:04:51,2023-09-05,4,E05012842
33,ev_2809632,241,2023-08-18 11:25:57,2023-09-05,3,E05010737
34,ev_2809632,241,2023-08-19 16:47:46,2023-09-05,2,E05011389
35,ev_2809632,241,2023-08-19 17:12:35,2023-09-05,1,E05011389
36,ev_2809632,241,2023-08-20 18:21:45,2023-09-05,1,E05013954
37,ev_2809632,241,2023-08-21 18:38:44,2023-09-05,1,E05001456
38,ev_2809632,241,2023-08-22 07:43:06,2023-09-05,2,E05011547
39,ev_2809632,241,2023-08-22 12:35:10,2023-09-05,1,E05013669
40,ev_2809632,241,2023-08-22 17:14:34,2023-09-05,2,E05013831
41,ev_2809632,241,2023-08-22 20:18:37,2023-09-05,1,E05011410
42,ev_2809632,241,2023-08-22 21:16:46,2023-09-05,1,E05011411
43,ev_2809632,241,2023-08-23 09:08:08,2023-09-05,2,E05001345
44,ev_2809632,241,2023-08-23 09:24:43,2023-09-05,2,E05011399
45,ev_2809632,241,2023-08-23 13:28:05,2023-09-05,2,E05011391
46,ev_2809632,241,2023-08-23 14:10:27,2023-09-05,3,E05011402
47,ev_2809632,241,2023-08-23 14:28:48,2023-09-05,2,E05010863
48,ev_2809632,241,2023-08-23 18:46:20,2023-09-05,1,E05013830
49,ev_2809632,241,2023-08-23 19:26:27,2023-09-05,1,E05012647
50,ev_2809632,241,2023-08-23 21:27:18,2023-09-05,2,E05011405
51,ev_2809632,241,2023-08-23 21:53:18,2023-09-05,2,E05001400
52,ev_2809632,241,2023-08-24 12:03:51,2023-09-05,1,E05011411
53,ev_2809632,241,2023-08-24 14:03:55,2023-09-05,2,E05011411
54,ev_2809632,241,2023-08-24 16:24:35,2023-09-05,3,E05011405
55,ev_2809632,241,2023-08-24 21:37:57,2023-09-05,2,E05011390
56,ev_2809632,241,2023-08-24 23:02:29,2023-09-05,1,E05011402
57,ev_2809632,241,2023-08-25 07:07:20,2023-09-05,2,E05011397
58,ev_2809632,241,2023-08-25 08:13:36,2023-09-05,2,E05011402
59,ev_2809632,241,2023-08-25 09:48:36,2023-09-05,1,E05011407
60,ev_2809632,241,2023-08-25 09:56:03,2023-09-05,1,E05011414
61,ev_2809632,241,2023-08-25 10:08:38,2023-09-05,2,E05011395
62,ev_2809632,241,2023-08-25 11:32:59,2023-09-05,3,E05009674
63,ev_2809632,241,2023-08-25 16:10:47,2023-09-05,4,E05011388
64,ev_2809632,241,2023-08-25 18:03:46,2023-09-05,2,E05011397
65,ev_2809632,241,2023-08-26 13:21:53,2023-09-05,2,E05010869
66,ev_2809632,241,2023-08-26 15:58:13,2023-09-05,2,E05011391
67,ev_2809632,241,2023-08-26 17:03:21,2023-09-05,1,E05011413
68,ev_2809632,241,2023-08-26 18:56:46,2023-09-05,3,E05012842
69,ev_2809632,241,2023-08-26 22:08:06,2023-09-05,2,E05011310
70,ev_2809632,241,2023-08-27 11:32:42,2023-09-05,2,E05012648
71,ev_2809632,241,2023-08-27 15:38:56,2023-09-05,2,E05001409
72,ev_2809632,241,2023-08-27 17:41:17,2023-09-05,2,E05009670
73,ev_2809632,241,2023-08-27 19:13:07,2023-09-05,2,E05011387
74,ev_2809632,241,2023-08-28 08:05:52,2023-09-05,1,E05001459
75,ev_2809632,241,2023-08-28 09:03:09,2023-09-05,2,E05011411
76,ev_2809632,241,2023-08-28 14:54:01,2023-09-05,2,E05011401
77,ev_2809632,241,2023-08-28 17:23:07,2023-09-05,2,E05013830
78,ev_2809632,241,2023-08-29 09:09:47,2023-09-05,2,E05013830
79,ev_2809632,241,2023-08-29 09:53:40,2023-09-05,1,E05011413
80,ev_2809632,241,2023-08-29 16:35:17,2023-09-05,4,E05000836
81,ev_2809632,241,2023-08-29 17:39:22,2023-09-05,2,E05011385
82,ev_2809632,241,2023-08-29 18:34:00,2023-09-05,2,E05011312
83,ev_2809632,241,2023-08-29 19:09:16,2023-09-05,2,E05011390
84,ev_2809632,241,2023-08-29 19:25:33,2023-09-05,3,E05011397
85,ev_2809632,241,2023-08-29 19:49:28,2023-09-05,3,E05011424
86,ev_2809632,241,2023-08-29 20:05:36,2023-09-05,4,E05012841
87,ev_2809632,241,2023-08-29 20:36:47,2023-09-05,2,E05011410
88,ev_2809632,241,2023-08-30 07:11:29,2023-09-05,1,E05011402
89,ev_2809632,241,2023-08-30 13:11:17,2023-09-05,3,E05011402
90,ev_2809632,241,2023-08-30 18:21:52,2023-09-05,2,E05011358
91,ev_2809632,241,2023-08-30 18:23:44,2023-09-05,2,E05011358
92,ev_2809632,241,2023-08-30 19:59:21,2023-09-05,2,E05003355
93,ev_2809632,241,2023-08-30 20:36:43,2023-09-05,2,E05011404
94,ev_2809632,241,2023-08-30 21:03:50,2023-09-05,2,E05009320
95,ev_2809632,241,2023-08-31 05:57:18,2023-09-05,2,E05001352
96,ev_2809632,241,2023-08-31 09:29:25,2023-09-05,1,E05013954
97,ev_2809632,241,2023-08-31 09:58:11,2023-09-05,1,E05011390
98,ev_2809632,241,2023-08-31 10:07:32,2023-09-05,2,E05000988
99,ev_2809632,241,2023-08-31 10:38:19,2023-09-05,1,E05012842
100,ev_2809632,241,2023-08-31 10:53:27,2023-09-05,1,E05011399
101,ev_2809632,241,2023-08-31 14:58:39,2023-09-05,1,E05011399
102,ev_2809632,241,2023-08-31 16:09:11,2023-09-05,1,E05011402
103,ev_2809632,241,2023-08-31 18:06:27,2023-09-05,1,E05012842
104,ev_2809632,241,2023-08-31 21:47:31,2023-09-05,1,E05011410
105,ev_2809632,241,2023-08-31 21:55:08,2023-09-05,4,E05013703
106,ev_2809632,241,2023-09-01 09:04:14,2023-09-05,2,E05013830
107,ev_2809632,241,2023-09-01 11:17:14,2023-09-05,3,E05011411
108,ev_2809632,241,2023-09-04 10:58:16,2023-09-05,2,E05013713
109,ev_2809632,241,2023-09-04 11:00:03,2023-09-05,2,E05013713
110,ev_2809632,241,2023-09-04 11:01:20,2023-09-05,2,E05013713
111,ev_2809632,241,2023-09-04 11:02:58,2023-09-05,2,E05013713
112,ev_2809632,241,2023-09-04 11:04:20,2023-09-05,1,E05013713
113,ev_2809632,241,2023-09-04 11:05:56,2023-09-05,1,E05013713
114,ev_2809632,241,2023-09-04 11:08:36,2023-09-05,4,E05013713
115,ev_2809632,241,2023-09-04 11:09:53,2023-09-05,2,E05013713
116,ev_2809632,241,2023-09-04 11:13:44,2023-09-05,2,E05013713
117,ev_2809632,241,2023-09-04 11:14:42,2023-09-05,1,E05013713
118,ev_2809632,241,2023-09-04 11:17:48,2023-09-05,2,E05013713
119,ev_2809632,241,2023-09-04 11:18:54,2023-09-05,2,E05013713
120,ev_2809632,241,2023-09-04 11:20:53,2023-09-05,1,E05013713
121,ev_2809632,241,2023-09-04 11:22:00,2023-09-05,2,E05013713
122,ev_2809632,241,2023-09-04 11:26:19,2023-09-05,1,E05013713
123,ev_2809632,241,2023-09-04 11:27:57,2023-09-05,1,E05013713
124,ev_2809632,241,2023-09-04 12:11:09,2023-09-05,2,E05011397
125,ev_2809632,241,2023-09-04 12:31:51,2023-09-05,1,E05013713
126,ev_2809632,241,2023-09-04 12:38:42,2023-09-05,4,E05013713
127,ev_2809632,241,2023-09-04 14:51:57,2023-09-05,6,E05013713
128,ev_2809632,241,2023-09-05 10:31:31,2023-09-05,1,E05011399
129,ev_2809632,241,2023-09-05 10:34:51,2023-09-05,2,E05011399
130,ev_2809632,241,2023-09-05 11:42:15,2023-09-05,1,E05013713
131,ev_2809632,241,2023-09-05 12:51:08,2023-09-05,1,E05011399
132,ev_2809632,241,2023-09-05 12:51:44,2023-09-05,1,E05011399
133,ev_2809632,241,2023-09-05 12:52:10,2023-09-05,1,E05011399
134,ev_2809632,241,2023-09-05 12:52:38,2023-09-05,2,E05011399
135,ev_2809632,241,2023-09-05 12:53:09,2023-09-05,1,E05011399
136,ev_2809632,241,2023-09-05 12:53:44,2023-09-05,1,E05011399
137,ev_2809632,241,2023-09-05 12:54:14,2023-09-05,1,E05011399
138,ev_2809632,241,2023-09-05 12:54:49,2023-09-05,1,E05011399
139,ev_2809632,241,2023-09-05 16:17:41,2023-09-05,3,E05011405
140,ev_2809632,241,2023-09-05 18:22:35,2023-09-05,2,E05011405
141,ev_2809633,241,2023-07-11 14:09:30,2023-09-06,2,E05011411
142,ev_2809633,241,2023-07-11 14:10:57,2023-09-06,3,E05011411
143,ev_2809633,241,2023-07-13 16:26:57,2023-09-06,2,E05011547
144,ev_2809633,241,2023-07-15 16:45:07,2023-09-06,2,E05011413
145,ev_2809633,241,2023-07-16 15:05:15,2023-09-06,2,E05008558
146,ev_2809633,241,2023-07-26 15:45:34,2023-09-06,2,E05001377
147,ev_2809633,241,2023-07-29 09:09:39,2023-09-06,2,E05011397
148,ev_2809633,241,2023-07-29 09:42:46,2023-09-06,1,E05011401
149,ev_2809633,241,2023-08-05 16:19:58,2023-09-06,1,E05013830
150,ev_2809633,241,2023-08-06 13:38:39,2023-09-06,4,E05011399
151,ev_2809633,241,2023-08-09 17:34:41,2023-09-06,8,E05000832
152,ev_2809633,241,2023-08-10 09:34:49,2023-09-06,3,E05011504
153,ev_2809633,241,2023-08-10 14:46:27,2023-09-06,2,E05011384
154,ev_2809633,241,2023-08-12 08:50:50,2023-09-06,1,E05011394
155,ev_2809633,241,2023-08-12 11:50:31,2023-09-06,3,E05009665
156,ev_2809633,241,2023-08-12 20:07:52,2023-09-06,2,E05011390
157,ev_2809633,241,2023-08-13 17:57:33,2023-09-06,1,E05011389
158,ev_2809633,241,2023-08-13 20:25:38,2023-09-06,3,E05013831
159,ev_2809633,241,2023-08-14 07:45:18,2023-09-06,2,E05011547
160,ev_2809633,241,2023-08-14 14:52:51,2023-09-06,2,E05011401
161,ev_2809633,241,2023-08-14 17:36:54,2023-09-06,2,E05011390
162,ev_2809633,241,2023-08-15 09:05:42,2023-09-06,1,E05011388
163,ev_2809633,241,2023-08-16 09:48:08,2023-09-06,2,E05011409
164,ev_2809633,241,2023-08-17 08:31:51,2023-09-06,1,E05011410
165,ev_2809633,241,2023-08-17 09:45:09,2023-09-06,1,E05011390
166,ev_2809633,241,2023-08-17 15:43:40,2023-09-06,2,E05011390
167,ev_2809633,241,2023-08-20 08:48:30,2023-09-06,2,E05011411
168,ev_2809633,241,2023-08-21 16:09:57,2023-09-06,2,E05011389
169,ev_2809633,241,2023-08-22 10:48:41,2023-09-06,1,E05011399
