ticket_tailor_id,airtable_id,created_at,event_date,number_of_tickets,ward_code
ev_2809632,241,2023-08-17 07:56:25,2023-09-05,2,E05011411
ev_2809632,241,2023-08-17 09:15:14,2023-09-05,2,E05011390
ev_2809632,241,2023-08-17 14:38:51,2023-09-05,2,E05001451
ev_2809632,241,2023-08-18 11:04:51,2023-09-05,4,E05012842
ev_2809632,241,2023-08-18 11:25:57,2023-09-05,3,E05010737
ev_2809632,241,2023-08-19 16:47:46,2023-09-05,2,E05011389
ev_2809632,241,2023-08-19 17:12:35,2023-09-05,1,E05011389
ev_2809632,241,2023-08-20 18:21:45,2023-09-05,1,E05013954
ev_2809632,241,2023-08-21 18:38:44,2023-09-05,1,E05001456
ev_2809632,241,2023-08-22 07:43:06,2023-09-05,2,E05011547
ev_2809632,241,2023-08-22 12:35:10,2023-09-05,1,E05013669
ev_2809632,241,2023-08-22 17:14:34,2023-09-05,2,E05013831
ev_2809632,241,2023-08-22 20:18:37,2023-09-05,1,E05011410
ev_2809632,241,2023-08-22 21:16:46,2023-09-05,1,E05011411
ev_2809632,241,2023-08-23 09:08:08,2023-09-05,2,E05001345
ev_2809632,241,2023-08-23 09:24:43,2023-09-05,2,E05011399
ev_2809632,241,2023-08-23 13:28:05,2023-09-05,2,E05011391
ev_2809632,241,2023-08-23 14:10:27,2023-09-05,3,E05011402
ev_2809632,241,2023-08-23 14:28:48,2023-09-05,2,E05010863
ev_2809632,241,2023-08-23 18:46:20,2023-09-05,1,E05013830
ev_2809632,241,2023-08-23 19:26:27,2023-09-05,1,E05012647
ev_2809632,241,2023-08-23 21:27:18,2023-09-05,2,E05011405
ev_2809632,241,2023-08-23 21:53:18,2023-09-05,2,E05001400
ev_2809632,241,2023-08-24 12:03:51,2023-09-05,1,E05011411
ev_2809632,241,2023-08-24 14:03:55,2023-09-05,2,E05011411
ev_2809632,241,2023-08-24 16:24:35,2023-09-05,3,E05011405
ev_2809632,241,2023-08-24 21:37:57,2023-09-05,2,E05011390
ev_2809632,241,2023-08-24 23:02:29,2023-09-05,1,E05011402
ev_2809632,241,2023-08-25 07:07:20,2023-09-05,2,E05011397
ev_2809632,241,2023-08-25 08:13:36,2023-09-05,2,E05011402
ev_2809632,241,2023-08-25 09:48:36,2023-09-05,1,E05011407
ev_2809632,241,2023-08-25 09:56:03,2023-09-05,1,E05011414
ev_2809632,241,2023-08-25 10:08:38,2023-09-05,2,E05011395
ev_2809632,241,2023-08-25 11:32:59,2023-09-05,3,E05009674
ev_2809632,241,2023-08-25 16:10:47,2023-09-05,4,E05011388
ev_2809632,241,2023-08-25 18:03:46,2023-09-05,2,E05011397
ev_2809632,241,2023-08-26 13:21:53,2023-09-05,2,E05010869
ev_2809632,241,2023-08-26 15:58:13,2023-09-05,2,E05011391
ev_2809632,241,2023-08-26 17:03:21,2023-09-05,1,E05011413
ev_2809632,241,2023-08-26 18:56:46,2023-09-05,3,E05012842
ev_2809632,241,2023-08-26 22:08:06,2023-09-05,2,E05011310
ev_2809632,241,2023-08-27 11:32:42,2023-09-05,2,E05012648
ev_2809632,241,2023-08-27 15:38:56,2023-09-05,2,E05001409
ev_2809632,241,2023-08-27 17:41:17,2023-09-05,2,E05009670
ev_2809632,241,2023-08-27 19:13:07,2023-09-05,2,E05011387
ev_2809632,241,2023-08-28 08:05:52,2023-09-05,1,E05001459
ev_2809632,241,2023-08-28 09:03:09,2023-09-05,2,E05011411
ev_2809632,241,2023-08-28 14:54:01,2023-09-05,2,E05011401
ev_2809632,241,2023-08-28 17:23:07,2023-09-05,2,E05013830
ev_2809632,241,2023-08-29 09:09:47,2023-09-05,2,E05013830
ev_2809632,241,2023-08-29 09:53:40,2023-09-05,1,E05011413
ev_2809632,241,2023-08-29 16:35:17,2023-09-05,4,E05000836
ev_2809632,241,2023-08-29 17:39:22,2023-09-05,2,E05011385
ev_2809632,241,2023-08-29 18:34:00,2023-09-05,2,E05011312
ev_2809632,241,2023-08-29 19:09:16,2023-09-05,2,E05011390
ev_2809632,241,2023-08-29 19:25:33,2023-09-05,3,E05011397
ev_2809632,241,2023-08-29 19:49:28,2023-09-05,3,E05011424
ev_2809632,241,2023-08-29 20:05:36,2023-09-05,4,E05012841
ev_2809632,241,2023-08-29 20:36:47,2023-09-05,2,E05011410
ev_2809632,241,2023-08-30 07:11:29,2023-09-05,1,E05011402
ev_2809632,241,2023-08-30 13:11:17,2023-09-05,3,E05011402
ev_2809632,241,2023-08-30 18:21:52,2023-09-05,2,E05011358
ev_2809632,241,2023-08-30 18:23:44,2023-09-05,2,E05011358
ev_2809632,241,2023-08-30 19:59:21,2023-09-05,2,E05003355
ev_2809632,241,2023-08-30 20:36:43,2023-09-05,2,E05011404
ev_2809632,241,2023-08-30 21:03:50,2023-09-05,2,E05009320
ev_2809632,241,2023-08-31 05:57:18,2023-09-05,2,E05001352
ev_2809632,241,2023-08-31 09:29:25,2023-09-05,1,E05013954
ev_2809632,241,2023-08-31 09:58:11,2023-09-05,1,E05011390
ev_2809632,241,2023-08-31 10:07:32,2023-09-05,2,E05000988
ev_2809632,241,2023-08-31 10:38:19,2023-09-05,1,E05012842
ev_2809632,241,2023-08-31 10:53:27,2023-09-05,1,E05011399
ev_2809632,241,2023-08-31 14:58:39,2023-09-05,1,E05011399
ev_2809632,241,2023-08-31 16:09:11,2023-09-05,1,E05011402
ev_2809632,241,2023-08-31 18:06:27,2023-09-05,1,E05012842
ev_2809632,241,2023-08-31 21:47:31,2023-09-05,1,E05011410
ev_2809632,241,2023-08-31 21:55:08,2023-09-05,4,E05013703
ev_2809632,241,2023-09-01 09:04:14,2023-09-05,2,E05013830
ev_2809632,241,2023-09-01 11:17:14,2023-09-05,3,E05011411
ev_2809632,241,2023-09-04 10:58:16,2023-09-05,2,E05013713
ev_2809632,241,2023-09-04 11:00:03,2023-09-05,2,E05013713
ev_2809632,241,2023-09-04 11:01:20,2023-09-05,2,E05013713
ev_2809632,241,2023-09-04 11:02:58,2023-09-05,2,E05013713
ev_2809632,241,2023-09-04 11:04:20,2023-09-05,1,E05013713
ev_2809632,241,2023-09-04 11:05:56,2023-09-05,1,E05013713
ev_2809632,241,2023-09-04 11:08:36,2023-09-05,4,E05013713
ev_2809632,241,2023-09-04 11:09:53,2023-09-05,2,E05013713
ev_2809632,241,2023-09-04 11:13:44,2023-09-05,2,E05013713
ev_2809632,241,2023-09-04 11:14:42,2023-09-05,1,E05013713
ev_2809632,241,2023-09-04 11:17:48,2023-09-05,2,E05013713
ev_2809632,241,2023-09-04 11:18:54,2023-09-05,2,E05013713
ev_2809632,241,2023-09-04 11:20:53,2023-09-05,1,E05013713
ev_2809632,241,2023-09-04 11:22:00,2023-09-05,2,E05013713
ev_2809632,241,2023-09-04 11:26:19,2023-09-05,1,E05013713
ev_2809632,241,2023-09-04 11:27:57,2023-09-05,1,E05013713
ev_2809632,241,2023-09-04 12:11:09,2023-09-05,2,E05011397
ev_2809632,241,2023-09-04 12:31:51,2023-09-05,1,E05013713
ev_2809632,241,2023-09-04 12:38:42,2023-09-05,4,E05013713
ev_2809632,241,2023-09-04 14:51:57,2023-09-05,6,E05013713
ev_2809632,241,2023-09-05 10:31:31,2023-09-05,1,E05011399
ev_2809632,241,2023-09-05 10:34:51,2023-09-05,2,E05011399
ev_2809632,241,2023-09-05 11:42:15,2023-09-05,1,E05013713
ev_2809632,241,2023-09-05 12:51:08,2023-09-05,1,E05011399
ev_2809632,241,2023-09-05 12:51:44,2023-09-05,1,E05011399
ev_2809632,241,2023-09-05 12:52:10,2023-09-05,1,E05011399
ev_2809632,241,2023-09-05 12:52:38,2023-09-05,2,E05011399
ev_2809632,241,2023-09-05 12:53:09,2023-09-05,1,E05011399
ev_2809632,241,2023-09-05 12:53:44,2023-09-05,1,E05011399
ev_2809632,241,2023-09-05 12:54:14,2023-09-05,1,E05011399
ev_2809632,241,2023-09-05 12:54:49,2023-09-05,1,E05011399
ev_2809632,241,2023-09-05 16:17:41,2023-09-05,3,E05011405
ev_2809632,241,2023-09-05 18:22:35,2023-09-05,2,E05011405
ev_2809633,241,2023-07-11 14:09:30,2023-09-06,2,E05011411
ev_2809633,241,2023-07-11 14:10:57,2023-09-06,3,E05011411
ev_2809633,241,2023-07-13 16:26:57,2023-09-06,2,E05011547
ev_2809633,241,2023-07-15 16:45:07,2023-09-06,2,E05011413
ev_2809633,241,2023-07-16 15:05:15,2023-09-06,2,E05008558
ev_2809633,241,2023-07-26 15:45:34,2023-09-06,2,E05001377
ev_2809633,241,2023-07-29 09:09:39,2023-09-06,2,E05011397
ev_2809633,241,2023-07-29 09:42:46,2023-09-06,1,E05011401
ev_2809633,241,2023-08-05 16:19:58,2023-09-06,1,E05013830
ev_2809633,241,2023-08-06 13:38:39,2023-09-06,4,E05011399
ev_2809633,241,2023-08-09 17:34:41,2023-09-06,8,E05000832
ev_2809633,241,2023-08-10 09:34:49,2023-09-06,3,E05011504
ev_2809633,241,2023-08-10 14:46:27,2023-09-06,2,E05011384
ev_2809633,241,2023-08-12 08:50:50,2023-09-06,1,E05011394
ev_2809633,241,2023-08-12 11:50:31,2023-09-06,3,E05009665
ev_2809633,241,2023-08-12 20:07:52,2023-09-06,2,E05011390
ev_2809633,241,2023-08-13 17:57:33,2023-09-06,1,E05011389
ev_2809633,241,2023-08-13 20:25:38,2023-09-06,3,E05013831
ev_2809633,241,2023-08-14 07:45:18,2023-09-06,2,E05011547
ev_2809633,241,2023-08-14 14:52:51,2023-09-06,2,E05011401
ev_2809633,241,2023-08-14 17:36:54,2023-09-06,2,E05011390
ev_2809633,241,2023-08-15 09:05:42,2023-09-06,1,E05011388
ev_2809633,241,2023-08-16 09:48:08,2023-09-06,2,E05011409
ev_2809633,241,2023-08-17 08:31:51,2023-09-06,1,E05011410
ev_2809633,241,2023-08-17 09:45:09,2023-09-06,1,E05011390
ev_2809633,241,2023-08-17 15:43:40,2023-09-06,2,E05011390
ev_2809633,241,2023-08-20 08:48:30,2023-09-06,2,E05011411
ev_2809633,241,2023-08-21 16:09:57,2023-09-06,2,E05011389
ev_2809633,241,2023-08-22 10:48:41,2023-09-06,1,E05011399
ev_2809633,241,2023-08-22 12:57:38,2023-09-06,2,E05013830
ev_2809633,241,2023-08-22 16:21:33,2023-09-06,3,E05011397
ev_2809633,241,2023-08-23 09:58:41,2023-09-06,3,E05011389
ev_2809633,241,2023-08-23 19:47:29,2023-09-06,2,E05012842
ev_2809633,241,2023-08-24 07:18:33,2023-09-06,2,E05011405
ev_2809633,241,2023-08-24 11:10:58,2023-09-06,2,E05011401
ev_2809633,241,2023-08-24 11:19:15,2023-09-06,4,E05011390
ev_2809633,241,2023-08-24 14:31:11,2023-09-06,2,E05011406
ev_2809633,241,2023-08-24 20:09:28,2023-09-06,1,E05011405
ev_2809633,241,2023-08-24 21:26:38,2023-09-06,2,E05011401
ev_2809633,241,2023-08-24 22:31:28,2023-09-06,4,E05011413
ev_2809633,241,2023-08-25 08:33:32,2023-09-06,1,E05011399
ev_2809633,241,2023-08-25 13:46:42,2023-09-06,1,E05011384
ev_2809633,241,2023-08-25 16:00:36,2023-09-06,7,E05000798
ev_2809633,241,2023-08-25 18:06:37,2023-09-06,2,E05011402
ev_2809633,241,2023-08-26 10:15:53,2023-09-06,2,E05011405
ev_2809633,241,2023-08-26 11:50:15,2023-09-06,4,E05012128
ev_2809633,241,2023-08-26 13:31:44,2023-09-06,6,E05011401
ev_2809633,241,2023-08-26 15:16:15,2023-09-06,2,E05010058
ev_2809633,241,2023-08-27 19:03:40,2023-09-06,2,E05010882
ev_2809633,241,2023-08-28 08:44:24,2023-09-06,2,E05011396
ev_2809633,241,2023-08-28 08:57:20,2023-09-06,4,E05011396
ev_2809633,241,2023-08-28 09:35:00,2023-09-06,4,E05011411
ev_2809633,241,2023-08-28 19:22:51,2023-09-06,2,E05011388
ev_2809633,241,2023-08-30 06:27:22,2023-09-06,1,E05001353
ev_2809633,241,2023-08-30 09:15:16,2023-09-06,2,E05011413
ev_2809633,241,2023-08-30 13:26:40,2023-09-06,1,E05011410
ev_2809633,241,2023-08-30 14:33:44,2023-09-06,3,E05011401
ev_2809633,241,2023-08-30 14:40:19,2023-09-06,1,E05011401
ev_2809633,241,2023-08-30 16:01:15,2023-09-06,2,E05011397
ev_2809633,241,2023-08-31 10:55:18,2023-09-06,1,E05011399
ev_2809633,241,2023-08-31 11:02:40,2023-09-06,2,E05011399
ev_2809633,241,2023-08-31 11:08:33,2023-09-06,2,E05011405
ev_2809633,241,2023-08-31 15:01:44,2023-09-06,1,E05011399
ev_2809633,241,2023-08-31 15:13:29,2023-09-06,1,E05011405
ev_2809633,241,2023-08-31 21:14:13,2023-09-06,1,E05011396
ev_2809633,241,2023-08-31 22:52:28,2023-09-06,1,E05009380
ev_2809633,241,2023-09-01 08:49:37,2023-09-06,2,E05013831
ev_2809633,241,2023-09-01 13:00:18,2023-09-06,2,E05001454
ev_2809633,241,2023-09-01 15:47:05,2023-09-06,2,E05011401
ev_2809633,241,2023-09-01 17:05:21,2023-09-06,2,E05011401
ev_2809633,241,2023-09-01 18:10:50,2023-09-06,5,E05011401
ev_2809633,241,2023-09-02 10:28:28,2023-09-06,2,E05013830
ev_2809633,241,2023-09-02 11:48:53,2023-09-06,4,E05001360
ev_2809633,241,2023-09-02 11:50:06,2023-09-06,2,E05001342
ev_2809633,241,2023-09-02 13:09:36,2023-09-06,2,E05011402
ev_2809633,241,2023-09-02 17:48:25,2023-09-06,2,E05011401
ev_2809633,241,2023-09-02 18:53:22,2023-09-06,4,E05013831
ev_2809633,241,2023-09-02 18:57:11,2023-09-06,1,E05011413
ev_2809633,241,2023-09-02 22:14:15,2023-09-06,2,E05013831
ev_2809633,241,2023-09-03 09:18:11,2023-09-06,2,E05011401
ev_2809633,241,2023-09-03 09:45:17,2023-09-06,2,E05011410
ev_2809633,241,2023-09-03 09:57:52,2023-09-06,2,E05011401
ev_2809633,241,2023-09-03 10:21:06,2023-09-06,1,E05014127
ev_2809633,241,2023-09-03 10:49:47,2023-09-06,2,E05012841
ev_2809633,241,2023-09-03 11:31:22,2023-09-06,2,E05011411
ev_2809633,241,2023-09-03 11:39:23,2023-09-06,2,E05011401
ev_2809633,241,2023-09-03 12:26:59,2023-09-06,1,E05011401
ev_2809633,241,2023-09-03 14:21:05,2023-09-06,2,E05011404
ev_2809633,241,2023-09-03 15:33:43,2023-09-06,1,E05011402
ev_2809633,241,2023-09-03 15:44:18,2023-09-06,2,E05001397
ev_2809633,241,2023-09-03 18:11:07,2023-09-06,2,E05011395
ev_2809633,241,2023-09-03 18:42:27,2023-09-06,2,E05011395
ev_2809633,241,2023-09-03 18:47:41,2023-09-06,4,E05011401
ev_2809633,241,2023-09-03 19:13:27,2023-09-06,7,E05011384
ev_2809633,241,2023-09-03 20:03:10,2023-09-06,1,E05010316
ev_2809633,241,2023-09-03 20:18:02,2023-09-06,2,E05013830
ev_2809633,241,2023-09-03 20:24:17,2023-09-06,3,E05011390
ev_2809633,241,2023-09-03 20:27:14,2023-09-06,2,E05013830
ev_2809633,241,2023-09-03 20:41:44,2023-09-06,2,E05001708
ev_2809633,241,2023-09-04 06:14:52,2023-09-06,1,E05011413
ev_2809633,241,2023-09-04 08:15:14,2023-09-06,3,E05011397
ev_2809633,241,2023-09-04 08:40:24,2023-09-06,2,E05011413
ev_2809633,241,2023-09-04 09:03:12,2023-09-06,2,E05011413
ev_2809633,241,2023-09-04 10:14:33,2023-09-06,2,E05011397
ev_2809633,241,2023-09-04 10:23:37,2023-09-06,1,E05011501
ev_2809633,241,2023-09-04 10:28:33,2023-09-06,4,E05013830
ev_2809633,241,2023-09-04 10:40:17,2023-09-06,1,E05011397
ev_2809633,241,2023-09-04 10:45:06,2023-09-06,1,E05011400
ev_2809633,241,2023-09-04 11:08:37,2023-09-06,2,E05010869
ev_2809633,241,2023-09-04 11:25:11,2023-09-06,1,E05010863
ev_2809633,241,2023-09-04 11:29:30,2023-09-06,1,E05013713
ev_2809633,241,2023-09-04 11:52:37,2023-09-06,2,E05012047
ev_2809633,241,2023-09-04 12:06:48,2023-09-06,2,E05011401
ev_2809633,241,2023-09-04 12:29:55,2023-09-06,1,E05011388
ev_2809633,241,2023-09-04 12:32:36,2023-09-06,1,E05013713
ev_2809633,241,2023-09-04 12:35:38,2023-09-06,2,E05013713
ev_2809633,241,2023-09-04 12:36:46,2023-09-06,1,E05013713
ev_2809633,241,2023-09-04 12:37:54,2023-09-06,1,E05013713
ev_2809633,241,2023-09-04 12:47:54,2023-09-06,2,E05011390
ev_2809633,241,2023-09-04 12:56:48,2023-09-06,1,E05011397
ev_2809633,241,2023-09-04 13:03:29,2023-09-06,1,E05011397
ev_2809633,241,2023-09-04 13:04:30,2023-09-06,1,E05010517
ev_2809633,241,2023-09-04 13:27:50,2023-09-06,1,E05013831
ev_2809633,241,2023-09-04 13:46:54,2023-09-06,1,E05011380
ev_2809633,241,2023-09-04 14:07:47,2023-09-06,1,E05000936
ev_2809633,241,2023-09-04 14:08:01,2023-09-06,1,
ev_2809633,241,2023-09-04 14:08:12,2023-09-06,1,E05010869
ev_2809633,241,2023-09-04 14:09:29,2023-09-06,1,E05013573
ev_2809633,241,2023-09-04 14:22:58,2023-09-06,2,E05011411
ev_2809633,241,2023-09-04 14:23:07,2023-09-06,2,E05011385
ev_2809633,241,2023-09-04 14:25:03,2023-09-06,2,E05011387
ev_2809633,241,2023-09-04 14:25:19,2023-09-06,4,E05011401
ev_2809633,241,2023-09-04 14:32:21,2023-09-06,1,E05013831
ev_2809633,241,2023-09-04 14:36:57,2023-09-06,2,E05010073
ev_2809633,241,2023-09-04 15:05:18,2023-09-06,4,E05011411
ev_2809633,241,2023-09-04 15:25:47,2023-09-06,5,E05011402
ev_2809633,241,2023-09-04 15:26:22,2023-09-06,2,E05010044
ev_2809633,241,2023-09-04 15:32:07,2023-09-06,2,E05013831
ev_2809633,241,2023-09-05 10:38:42,2023-09-06,2,E05011403
ev_2809633,241,2023-09-06 10:08:11,2023-09-06,2,E05012647
ev_2809633,241,2023-09-06 12:39:42,2023-09-06,2,E05008818
ev_2809633,241,2023-09-06 12:40:41,2023-09-06,1,E05008818
ev_2809633,241,2023-09-06 12:51:35,2023-09-06,1,E05008818
ev_2809633,241,2023-09-06 12:56:21,2023-09-06,1,E05013713
ev_2809633,241,2023-09-06 14:02:32,2023-09-06,1,E05011399
ev_2809633,241,2023-09-06 14:29:09,2023-09-06,1,E05011411
ev_2809633,241,2023-09-06 14:50:52,2023-09-06,1,E05011411
ev_2809633,241,2023-09-06 16:09:28,2023-09-06,1,E05011380
ev_2809633,241,2023-09-06 18:33:02,2023-09-06,1,E05011390
ev_2809633,241,2023-09-06 18:37:41,2023-09-06,2,E05011390
ev_2809634,241,2023-07-11 17:07:33,2023-09-07,2,E05011410
ev_2809634,241,2023-07-13 09:37:35,2023-09-07,2,E05011411
ev_2809634,241,2023-07-13 12:35:23,2023-09-07,2,E05011410
ev_2809634,241,2023-07-14 18:35:44,2023-09-07,3,E05001409
ev_2809634,241,2023-07-24 08:40:13,2023-09-07,6,E05011401
ev_2809634,241,2023-07-26 08:56:57,2023-09-07,3,E05011395
ev_2809634,241,2023-07-27 17:16:10,2023-09-07,2,E05013830
ev_2809634,241,2023-07-28 13:47:05,2023-09-07,1,E05011399
ev_2809634,241,2023-07-28 13:58:09,2023-09-07,1,E05011413
ev_2809634,241,2023-07-28 14:28:51,2023-09-07,1,E05013730
ev_2809634,241,2023-07-28 14:53:50,2023-09-07,1,E05001461
ev_2809634,241,2023-07-28 16:07:17,2023-09-07,1,E05011411
ev_2809634,241,2023-07-30 12:36:55,2023-09-07,2,E05011396
ev_2809634,241,2023-08-01 09:30:14,2023-09-07,1,E05011390
ev_2809634,241,2023-08-03 16:10:53,2023-09-07,2,E05011396
ev_2809634,241,2023-08-04 13:33:59,2023-09-07,4,E05011385
ev_2809634,241,2023-08-07 19:16:21,2023-09-07,2,E05013830
ev_2809634,241,2023-08-08 09:14:27,2023-09-07,2,E05011329
ev_2809634,241,2023-08-10 07:04:07,2023-09-07,3,E05011410
ev_2809634,241,2023-08-11 09:36:57,2023-09-07,1,
ev_2809634,241,2023-08-12 14:12:02,2023-09-07,2,E05011405
ev_2809634,241,2023-08-12 16:44:41,2023-09-07,2,E05001365
ev_2809634,241,2023-08-13 10:21:55,2023-09-07,2,E05013831
ev_2809634,241,2023-08-13 15:56:45,2023-09-07,3,E05001454
ev_2809634,241,2023-08-14 13:37:14,2023-09-07,1,E05010739
ev_2809634,241,2023-08-15 08:37:23,2023-09-07,2,
ev_2809634,241,2023-08-15 17:11:58,2023-09-07,2,E05013830
ev_2809634,241,2023-08-16 12:26:32,2023-09-07,1,E05001446
ev_2809634,241,2023-08-17 08:20:59,2023-09-07,2,E05011400
ev_2809634,241,2023-08-18 18:54:48,2023-09-07,2,E05011402
ev_2809634,241,2023-08-19 09:23:46,2023-09-07,2,E05011547
ev_2809634,241,2023-08-19 10:27:37,2023-09-07,1,E05011389
ev_2809634,241,2023-08-19 16:08:39,2023-09-07,2,E05011405
ev_2809634,241,2023-08-19 16:47:07,2023-09-07,2,E05011399
ev_2809634,241,2023-08-20 06:23:04,2023-09-07,2,E05011410
ev_2809634,241,2023-08-20 09:27:07,2023-09-07,1,E05011409
ev_2809634,241,2023-08-20 19:07:23,2023-09-07,1,E05010861
ev_2809634,241,2023-08-21 10:39:52,2023-09-07,2,E05011397
ev_2809634,241,2023-08-21 12:35:43,2023-09-07,2,E05011401
ev_2809634,241,2023-08-21 16:23:46,2023-09-07,2,E05013830
ev_2809634,241,2023-08-21 19:27:09,2023-09-07,5,E05011410
ev_2809634,241,2023-08-23 09:54:55,2023-09-07,2,E05013831
ev_2809634,241,2023-08-23 09:56:04,2023-09-07,1,E05013831
ev_2809634,241,2023-08-24 11:19:44,2023-09-07,1,E05013830
ev_2809634,241,2023-08-24 14:24:36,2023-09-07,2,E05001445
ev_2809634,241,2023-08-24 15:39:46,2023-09-07,2,E05011410
ev_2809634,241,2023-08-26 14:10:41,2023-09-07,1,E05011389
ev_2809634,241,2023-08-27 13:17:35,2023-09-07,3,E05011549
ev_2809634,241,2023-08-27 15:58:02,2023-09-07,2,E05013398
ev_2809634,241,2023-08-27 18:19:22,2023-09-07,1,E05001362
ev_2809634,241,2023-08-28 06:54:26,2023-09-07,1,E05001354
ev_2809634,241,2023-08-28 09:55:18,2023-09-07,4,E05011396
ev_2809634,241,2023-08-28 13:54:02,2023-09-07,2,E05013831
ev_2809634,241,2023-08-28 19:35:36,2023-09-07,1,E05011547
ev_2809634,241,2023-08-28 20:29:16,2023-09-07,1,E05011401
ev_2809634,241,2023-08-29 17:53:07,2023-09-07,1,E05011389
ev_2809634,241,2023-08-29 20:34:16,2023-09-07,4,E05011411
ev_2809634,241,2023-08-30 07:05:18,2023-09-07,4,E05011401
ev_2809634,241,2023-08-30 08:17:43,2023-09-07,6,E05001449
ev_2809634,241,2023-08-30 10:08:40,2023-09-07,1,E05011399
ev_2809634,241,2023-08-30 10:14:32,2023-09-07,1,E05011402
ev_2809634,241,2023-08-30 12:38:38,2023-09-07,3,E05011402
ev_2809634,241,2023-08-30 13:00:13,2023-09-07,2,E05011390
ev_2809634,241,2023-08-30 19:52:14,2023-09-07,4,E05010873
ev_2809634,241,2023-08-30 20:04:02,2023-09-07,3,E05011389
ev_2809634,241,2023-08-31 10:56:29,2023-09-07,2,E05011399
ev_2809634,241,2023-08-31 12:38:45,2023-09-07,3,E05011410
ev_2809634,241,2023-08-31 12:45:38,2023-09-07,3,E05011401
ev_2809634,241,2023-08-31 13:56:35,2023-09-07,1,E05011549
ev_2809634,241,2023-08-31 15:33:58,2023-09-07,3,E05011389
ev_2809634,241,2023-08-31 15:43:09,2023-09-07,2,E05010046
ev_2809634,241,2023-08-31 19:01:21,2023-09-07,2,E05011394
ev_2809634,241,2023-09-01 05:46:48,2023-09-07,4,E05010053
ev_2809634,241,2023-09-01 06:57:26,2023-09-07,2,E05011401
ev_2809634,241,2023-09-01 08:01:18,2023-09-07,2,E05011388
ev_2809634,241,2023-09-01 08:51:14,2023-09-07,2,E05001375
ev_2809634,241,2023-09-01 10:14:37,2023-09-07,2,E05005492
ev_2809634,241,2023-09-01 10:29:56,2023-09-07,2,E05011397
ev_2809634,241,2023-09-01 10:32:05,2023-09-07,1,
ev_2809634,241,2023-09-01 12:01:21,2023-09-07,1,E05012842
ev_2809634,241,2023-09-01 12:15:18,2023-09-07,1,E05001341
ev_2809634,241,2023-09-01 13:28:33,2023-09-07,4,E05011407
ev_2809634,241,2023-09-01 15:10:48,2023-09-07,2,E05011547
ev_2809634,241,2023-09-01 18:42:48,2023-09-07,4,E05001362
ev_2809634,241,2023-09-01 19:53:43,2023-09-07,2,E05011401
ev_2809634,241,2023-09-02 09:11:26,2023-09-07,2,E05011388
ev_2809634,241,2023-09-02 09:32:46,2023-09-07,2,E05011411
ev_2809634,241,2023-09-02 10:09:00,2023-09-07,3,E05010060
ev_2809634,241,2023-09-02 10:34:26,2023-09-07,2,E05001383
ev_2809634,241,2023-09-02 12:00:09,2023-09-07,2,E05001699
ev_2809634,241,2023-09-02 12:07:41,2023-09-07,2,E05011389
ev_2809634,241,2023-09-02 12:12:30,2023-09-07,2,E05011384
ev_2809634,241,2023-09-02 14:37:47,2023-09-07,2,E05013830
ev_2809634,241,2023-09-02 15:25:11,2023-09-07,2,E05013830
ev_2809634,241,2023-09-02 16:01:50,2023-09-07,3,E05011413
ev_2809634,241,2023-09-02 17:42:45,2023-09-07,2,E05001446
