date,audience,net_audience_growth,audience_gained,sent_messages_total,published_posts_total,received_messages_total,impressions,video_views,engagements,engagement_rate_per_impression,reactions,comments,shares,post_link_clicks,other_post_clicks,sent_posts_facebook,sent_comments_facebook,sent_private_messages_facebook,received_wall_posts_facebook,received_comments_facebook,received_private_messages_facebook,sent_ad_posts_facebook,received_ad_comments_facebook,sent_ad_comments_facebook
2022-07-25,3893,5,0,2,2,3,1533,12,65,4.24,10,0,1,27,27,2,0,0,3,0,0,0,0,0
2022-07-26,3899,6,0,1,1,2,2748,18,55,2,6,0,4,17,28,1,0,0,2,0,0,0,0,0
2022-07-27,3904,5,0,0,0,4,489,6,9,1.84,0,0,0,2,7,0,0,0,4,0,0,0,0,0
2022-07-28,3907,3,0,2,2,1,1104,2,40,3.62,5,0,1,28,6,2,0,0,1,0,0,0,0,0
2022-07-29,3913,6,0,2,2,0,964,5,33,3.42,3,0,0,23,7,2,0,0,0,0,0,0,0,0
2022-07-30,3914,1,0,1,1,0,1018,4,31,3.05,2,1,4,18,6,1,0,0,0,0,0,0,0,0
2022-07-31,3914,0,0,0,0,0,419,4,14,3.34,2,0,1,9,2,0,0,0,0,0,0,0,0,0
2022-08-01,3915,1,0,1,1,1,903,2,17,1.88,3,1,1,6,6,1,0,0,0,1,0,0,0,0
2022-08-02,3918,3,0,0,0,2,384,2,8,2.08,2,0,0,4,2,0,0,0,2,0,0,0,0,0
2022-08-03,3921,3,0,0,0,1,217,2,6,2.76,2,0,0,1,3,0,0,0,1,0,0,0,0,0
2022-08-04,3921,0,0,0,0,2,163,3,1,0.61,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2022-08-05,3923,2,0,3,3,2,1543,2,55,3.56,14,1,9,19,12,3,0,0,2,0,0,0,0,0
2022-08-06,3923,0,0,0,0,2,543,4,18,3.31,7,1,1,4,5,0,0,0,1,1,0,0,0,0
2022-08-07,3926,3,0,0,0,1,343,5,17,4.96,1,0,1,12,3,0,0,0,1,0,0,0,0,0
2022-08-08,3927,1,0,0,0,1,399,4,43,10.78,5,0,2,29,7,0,0,0,1,0,0,0,0,0
2022-08-09,3929,2,0,1,1,1,301,30,12,3.99,4,0,0,1,7,1,0,0,1,0,0,0,0,0
2022-08-10,3930,1,0,1,1,2,352,17,13,3.69,6,0,0,2,5,1,0,0,2,0,0,0,0,0
2022-08-11,3934,4,0,1,1,2,1332,7,50,3.75,10,0,3,25,12,1,0,0,2,0,0,0,0,0
2022-08-12,3983,49,0,2,2,13,5424,12,328,6.05,150,13,16,39,110,2,0,0,7,6,0,0,0,0
2022-08-13,3989,6,0,1,1,2,2239,7,136,6.07,47,7,3,18,61,1,0,0,1,1,0,0,0,0
2022-08-14,3990,1,0,0,0,0,701,3,28,3.99,10,0,0,2,16,0,0,0,0,0,0,0,0,0
2022-08-15,4000,10,0,0,0,0,625,5,27,4.32,7,0,1,7,12,0,0,0,0,0,0,0,0,0
2022-08-16,4000,0,0,4,4,1,1317,6,25,1.9,5,0,5,7,8,4,0,0,0,0,1,0,0,0
2022-08-17,4002,2,0,0,0,0,558,2,8,1.43,2,0,0,4,2,0,0,0,0,0,0,0,0,0
2022-08-18,4003,1,0,0,0,0,232,2,2,0.86,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2022-08-19,4007,4,0,1,1,0,851,3,44,5.17,22,0,6,13,3,1,0,0,0,0,0,0,0,0
2022-08-20,4008,1,0,0,0,0,447,2,18,4.03,11,0,2,4,1,0,0,0,0,0,0,0,0,0
2022-08-21,4008,0,0,0,0,0,146,3,8,5.48,4,0,0,2,2,0,0,0,0,0,0,0,0,0
2022-08-22,4010,2,0,0,0,1,118,1,3,2.54,1,0,0,1,1,0,0,0,1,0,0,0,0,0
2022-08-23,4012,2,0,0,0,1,184,1,6,3.26,1,0,1,2,2,0,0,0,1,0,0,0,0,0
2022-08-24,4013,1,0,0,0,0,125,5,10,8,1,0,1,0,8,0,0,0,0,0,0,0,0,0
2022-08-25,4015,2,0,0,0,0,76,0,3,3.95,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-08-26,4017,2,0,0,0,0,94,1,1,1.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-08-27,4018,1,0,0,0,0,86,1,2,2.33,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2022-08-28,4018,0,0,0,0,0,137,6,1,0.73,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-08-29,4043,25,0,0,0,0,130,0,9,6.92,0,0,0,2,7,0,0,0,0,0,0,0,0,0
2022-08-30,4046,3,0,0,0,1,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-08-31,4056,10,0,0,0,1,88,3,1,1.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-09-01,4080,24,0,0,0,0,232,2,8,3.45,0,0,0,4,4,0,0,0,0,0,0,0,0,0
2022-09-02,4083,3,0,0,0,0,85,1,10,11.76,4,0,0,0,6,0,0,0,0,0,0,0,0,0
2022-09-03,4084,1,0,0,0,1,66,6,3,4.55,2,0,0,1,0,0,0,0,1,0,0,0,0,0
2022-09-04,4088,4,0,0,0,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-05,4092,4,0,0,0,1,210,1,8,3.81,1,0,1,0,6,0,0,0,1,0,0,0,0,0
2022-09-06,4115,23,0,0,0,1,143,2,3,2.1,0,0,0,0,3,0,0,0,1,0,0,0,0,0
2022-09-07,4120,5,0,0,0,2,104,7,2,1.92,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2022-09-08,4159,39,0,3,3,0,1148,3,41,3.57,23,0,1,1,16,3,0,0,0,0,0,0,0,0
2022-09-09,4174,15,0,0,0,0,423,1,13,3.07,9,0,0,0,4,0,0,0,0,0,0,0,0,0
2022-09-10,4175,1,0,0,0,0,116,1,3,2.59,1,0,0,0,2,0,0,0,0,0,0,0,0,0
2022-09-11,4175,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-12,4184,9,0,0,0,2,173,2,3,1.73,0,0,0,1,2,0,0,0,2,0,0,0,0,0
2022-09-13,4184,0,0,0,0,0,57,2,8,14.04,0,0,0,3,5,0,0,0,0,0,0,0,0,0
2022-09-14,4187,3,0,0,0,1,106,0,4,3.77,0,0,0,0,4,0,0,0,1,0,0,0,0,0
2022-09-15,4189,2,0,0,0,5,153,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2022-09-16,4190,1,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-17,4192,2,0,0,0,0,29,3,1,3.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-09-18,4192,0,0,0,0,0,50,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-19,4192,0,0,0,0,0,114,2,1,0.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-09-20,4196,4,0,1,1,2,570,60,34,5.96,10,0,1,0,23,1,0,0,2,0,0,0,0,0
2022-09-21,4202,6,0,2,2,1,602,100,38,6.31,14,0,2,2,20,2,0,0,1,0,0,0,0,0
2022-09-22,4208,6,0,1,1,1,448,109,29,6.47,5,0,1,0,23,1,0,0,1,0,0,0,0,0
2022-09-23,4248,40,0,6,4,26,13701,428,293,2.14,106,1,14,32,140,4,0,2,22,1,3,0,0,0
2022-09-24,4267,19,0,0,0,6,2554,263,94,3.68,26,5,9,12,42,0,0,0,5,1,0,0,0,0
2022-09-25,4276,9,0,0,0,5,1170,125,54,4.62,11,4,1,6,32,0,0,0,0,5,0,0,0,0
2022-09-26,4307,31,0,0,0,2,3198,570,166,5.19,32,4,11,26,93,0,0,0,1,1,0,0,0,0
2022-09-27,4332,25,0,0,0,2,765,124,20,2.61,6,0,0,3,11,0,0,0,2,0,0,0,0,0
2022-09-28,4355,23,0,1,1,1,1372,90,30,2.19,7,0,4,2,17,1,0,0,1,0,0,0,0,0
2022-09-29,4362,7,0,1,1,3,4884,53,169,3.46,27,2,6,0,134,1,0,0,1,2,0,0,0,0
2022-09-30,4365,3,0,0,0,0,6969,33,114,1.64,16,2,2,4,90,0,0,0,0,0,0,0,0,0
2022-10-01,4367,2,0,0,0,1,1616,65,49,3.03,10,1,3,1,34,0,0,0,1,0,0,0,0,0
2022-10-02,4367,0,0,0,0,0,668,21,5,0.75,1,0,0,0,4,0,0,0,0,0,0,0,0,0
2022-10-03,4377,10,0,1,1,4,1226,25,37,3.02,11,0,0,11,15,1,0,0,4,0,0,0,0,0
2022-10-04,4387,10,0,0,0,5,498,41,10,2.01,2,1,0,2,5,0,0,0,4,1,0,0,0,0
2022-10-05,4394,7,0,2,2,3,1361,179,82,6.02,18,0,11,10,43,2,0,0,1,0,2,0,0,0
2022-10-06,4395,1,0,1,1,2,1424,231,66,4.63,3,0,5,9,49,1,0,0,2,0,0,0,0,0
2022-10-07,4404,9,0,0,0,2,451,32,15,3.33,2,0,0,2,11,0,0,0,2,0,0,0,0,0
2022-10-08,4405,1,0,1,1,4,14176,2296,551,3.89,20,1,5,107,418,1,0,0,3,1,0,0,0,0
2022-10-09,4410,5,0,0,0,2,12597,2012,409,3.25,14,3,8,121,263,0,0,0,1,1,0,0,0,0
2022-10-10,4419,9,0,1,1,3,10530,1702,572,5.43,20,2,8,122,420,1,0,0,1,2,0,0,0,0
2022-10-11,4422,3,0,1,1,8,14646,2037,437,2.98,31,5,10,105,286,1,0,0,4,4,0,0,0,0
2022-10-12,4428,6,0,2,2,2,3146,95,160,5.09,38,3,22,17,80,2,0,0,0,2,0,0,0,0
2022-10-13,4435,7,0,1,1,4,2291,53,153,6.68,32,10,13,7,91,1,0,0,3,1,0,0,0,0
2022-10-14,4442,7,0,1,1,6,1060,82,38,3.58,7,1,3,5,22,1,0,0,6,0,0,0,0,0
2022-10-15,4444,2,0,0,0,1,955,54,88,9.21,8,7,3,2,68,0,0,0,0,1,0,0,0,0
2022-10-16,4449,5,0,0,0,3,694,39,20,2.88,4,0,0,3,13,0,0,0,3,0,0,0,0,0
2022-10-17,4459,10,0,1,1,2,680,94,31,4.56,8,0,3,4,16,1,0,0,2,0,0,0,0,0
2022-10-18,4461,2,0,0,0,0,306,41,6,1.96,1,0,0,2,3,0,0,0,0,0,0,0,0,0
2022-10-19,4464,3,0,0,0,2,380,70,22,5.79,4,3,3,4,8,0,0,0,2,0,0,0,0,0
2022-10-20,4469,5,0,1,1,2,2031,36,75,3.69,20,2,25,0,28,1,0,0,1,1,0,0,0,0
2022-10-21,4472,3,0,1,1,3,2381,47,75,3.15,15,2,14,7,37,1,0,0,2,1,0,0,0,0
2022-10-22,4475,3,0,0,0,1,4525,36,75,1.66,8,0,23,8,36,0,0,0,1,0,0,0,0,0
2022-10-23,4475,0,0,0,0,1,2113,23,33,1.56,3,1,2,5,22,0,0,0,1,0,0,0,0,0
2022-10-24,4482,7,0,0,0,3,1328,52,37,2.79,9,0,5,5,18,0,0,0,3,0,0,0,0,0
2022-10-25,4502,20,0,18,18,19,9507,55,1709,17.98,378,40,49,105,1137,18,0,0,5,14,0,0,0,0
2022-10-26,4530,28,0,0,0,23,10978,61,1743,15.88,326,84,31,75,1227,0,0,0,4,19,0,0,0,0
2022-10-27,4553,23,0,2,2,35,9423,56,1377,14.61,268,58,31,74,946,2,0,0,6,29,0,0,0,0
2022-10-28,4559,6,0,2,2,7,6267,44,506,8.07,81,11,28,34,352,2,0,0,1,6,0,0,0,0
2022-10-29,4570,11,0,0,0,1,3695,32,259,7.01,25,5,16,10,203,0,0,0,1,0,0,0,0,0
2022-10-30,4573,3,0,1,1,4,2954,25,185,6.26,22,8,13,7,135,1,0,0,2,2,0,0,0,0
2022-10-31,4574,1,0,2,2,6,2914,13,162,5.56,21,7,15,22,97,2,0,0,0,6,0,0,0,0
2022-11-01,4583,9,0,5,1,11,3571,58,357,10,62,16,5,39,235,1,4,0,3,8,0,0,0,0
2022-11-02,4590,7,0,1,1,13,2247,27,182,8.1,24,10,13,28,107,1,0,0,3,5,5,0,0,0
2022-11-03,4600,10,0,1,1,7,2553,50,200,7.83,36,8,19,20,117,1,0,0,3,4,0,0,0,0
2022-11-04,4606,6,0,0,0,7,2659,24,168,6.32,25,11,21,15,96,0,0,0,1,2,4,0,0,0
2022-11-05,4610,4,0,0,0,1,1621,23,101,6.23,10,4,4,11,72,0,0,0,1,0,0,0,0,0
2022-11-06,4613,3,0,0,0,1,1531,76,58,3.79,10,0,6,9,33,0,0,0,1,0,0,0,0,0
2022-11-07,4628,15,0,3,1,9,5523,82,201,3.64,32,2,15,18,134,1,0,2,6,2,1,0,0,0
2022-11-08,4632,4,0,0,0,4,2292,30,84,3.66,15,1,7,9,52,0,0,0,4,0,0,0,0,0
2022-11-09,4634,2,0,2,2,8,4239,52,246,5.8,43,6,24,37,136,2,0,0,4,4,0,0,0,0
2022-11-10,4644,10,0,2,2,6,5950,22,255,4.29,52,13,43,47,100,2,0,0,4,2,0,0,0,0
2022-11-11,4649,5,0,2,2,6,4815,15,188,3.9,20,6,15,33,114,2,0,0,5,1,0,0,0,0
2022-11-12,4651,2,0,1,1,2,3266,22,128,3.92,27,2,22,18,59,1,0,0,2,0,0,0,0,0
2022-11-13,4654,3,0,2,2,1,3103,16,111,3.58,24,11,8,28,40,2,0,0,1,0,0,0,0,0
2022-11-14,4657,3,0,2,2,3,3352,63,175,5.22,28,3,21,34,89,2,0,0,2,1,0,0,0,0
2022-11-15,4662,5,0,1,1,5,3859,103,184,4.77,32,9,25,39,79,1,0,0,5,0,0,0,0,0
2022-11-16,4667,5,0,1,1,8,24117,79,500,2.07,51,6,51,200,192,0,0,0,7,1,0,1,0,0
2022-11-17,4675,8,0,3,3,2,16623,351,466,2.8,23,3,7,202,231,1,0,0,2,0,0,2,0,0
2022-11-18,4680,5,0,2,2,5,12227,594,605,4.95,33,1,28,140,403,2,0,0,5,0,0,0,0,0
2022-11-19,4684,4,0,1,1,0,10769,490,521,4.84,55,4,13,175,274,1,0,0,0,0,0,0,0,0
2022-11-20,4688,4,0,0,0,2,13766,184,489,3.55,27,5,14,150,293,0,0,0,0,2,0,0,0,0
2022-11-21,4693,5,0,3,3,9,12403,446,609,4.91,46,14,19,177,353,2,0,0,5,2,2,1,0,0
2022-11-22,4699,6,0,2,2,3,13445,265,638,4.75,80,10,34,172,342,2,0,0,2,1,0,0,0,0
2022-11-23,4705,6,0,4,3,6,13671,1134,878,6.42,96,16,34,209,523,2,0,1,4,2,0,1,0,0
2022-11-24,4715,10,0,3,3,5,12543,777,851,6.78,71,12,29,124,615,3,0,0,3,1,0,0,1,0
2022-11-25,4724,9,0,6,6,12,10985,210,419,3.81,66,8,59,50,236,6,0,0,7,5,0,0,0,0
2022-11-26,4728,4,0,2,2,2,5894,236,283,4.8,31,9,19,57,167,2,0,0,0,1,0,0,1,0
2022-11-27,4730,2,0,1,1,3,4826,172,248,5.14,30,7,17,53,141,1,0,0,1,1,0,0,1,0
2022-11-28,4736,6,0,1,1,2,3075,82,140,4.55,15,2,6,40,77,1,0,0,2,0,0,0,0,0
2022-11-29,4738,2,0,1,1,8,1867,102,179,9.59,22,14,5,44,94,1,0,0,3,4,1,0,0,0
2022-11-30,4740,2,0,2,1,1,1597,42,107,6.7,17,0,7,9,74,1,0,1,0,0,1,0,0,0
2022-12-01,4744,4,0,3,3,0,3547,28,142,4,37,0,20,63,22,3,0,0,0,0,0,0,0,0
2022-12-02,4747,3,0,1,1,3,2052,20,65,3.17,25,0,6,17,17,1,0,0,3,0,0,0,0,0
2022-12-03,4747,0,0,1,1,2,1905,12,47,2.47,9,1,9,9,19,1,0,0,0,2,0,0,0,0
2022-12-04,4747,0,0,1,1,0,1971,11,63,3.2,16,0,9,21,17,1,0,0,0,0,0,0,0,0
2022-12-05,4752,5,0,2,2,4,3502,109,113,3.23,19,0,15,34,45,2,0,0,4,0,0,0,0,0
2022-12-06,4754,2,0,1,1,4,2803,59,131,4.67,44,4,10,24,49,1,0,0,2,2,0,0,0,0
2022-12-07,4759,5,0,2,2,6,3445,125,185,5.37,47,4,16,26,92,2,0,0,2,4,0,0,0,0
2022-12-08,4759,0,0,3,2,4,3510,34,209,5.95,29,6,8,11,155,2,1,0,1,3,0,0,0,0
2022-12-09,4765,6,0,0,0,3,1531,42,78,5.09,15,2,4,4,53,0,0,0,1,2,0,0,0,0
2022-12-10,4772,7,0,1,1,4,1880,21,68,3.62,12,1,11,7,37,1,0,0,2,0,2,0,0,0
2022-12-11,4774,2,0,0,0,1,1105,17,35,3.17,7,1,0,1,26,0,0,0,1,0,0,0,0,0
2022-12-12,4797,23,0,6,3,9,9597,31,622,6.48,133,8,41,175,265,3,0,3,4,2,3,0,0,0
2022-12-13,4808,11,0,4,4,4,6374,18,271,4.25,65,1,10,70,125,4,0,0,2,2,0,0,0,0
2022-12-14,4811,3,0,8,7,8,6126,4,315,5.14,59,8,16,57,175,7,1,0,1,7,0,0,0,0
2022-12-15,4818,7,0,0,0,2,3923,8,148,3.77,39,2,7,38,62,0,0,0,1,1,0,0,0,0
2022-12-16,4823,5,0,4,3,1,2701,4,84,3.11,21,0,10,28,25,3,0,1,1,0,0,0,0,0
2022-12-17,4834,11,0,0,0,0,1887,6,58,3.07,15,0,9,9,25,0,0,0,0,0,0,0,0,0
2022-12-18,4836,2,0,0,0,1,1642,4,79,4.81,26,3,6,21,23,0,0,0,1,0,0,0,0,0
2022-12-19,4837,1,0,5,2,5,1823,3,55,3.02,15,0,4,22,14,2,0,3,2,0,3,0,0,0
2022-12-20,4843,6,0,0,0,3,2338,1,81,3.46,14,2,4,27,34,0,0,0,0,3,0,0,0,0
2022-12-21,4843,0,0,0,0,2,1248,7,36,2.88,5,0,3,13,15,0,0,0,2,0,0,0,0,0
2022-12-22,4845,2,0,1,0,2,1277,5,25,1.96,2,2,0,9,12,0,1,0,2,0,0,0,0,0
2022-12-23,4846,1,0,1,1,2,1159,1,56,4.83,9,2,4,26,15,1,0,0,0,2,0,0,0,0
2022-12-24,4847,1,0,0,0,0,809,6,19,2.35,2,0,1,5,11,0,0,0,0,0,0,0,0,0
2022-12-25,4848,1,0,0,0,0,371,4,8,2.16,1,0,0,1,6,0,0,0,0,0,0,0,0,0
2022-12-26,4847,-1,0,0,0,0,335,3,16,4.78,4,0,0,6,6,0,0,0,0,0,0,0,0,0
2022-12-27,4847,0,0,0,0,0,482,7,12,2.49,1,0,3,3,5,0,0,0,0,0,0,0,0,0
2022-12-28,4861,14,0,1,1,9,12504,11,928,7.42,94,13,59,250,512,1,0,0,0,9,0,0,0,0
2022-12-29,4875,14,0,1,1,3,11392,15,733,6.43,90,7,27,198,411,1,0,0,0,3,0,0,0,0
2022-12-30,4891,16,0,3,2,3,7130,10,379,5.32,61,7,20,90,201,2,1,0,2,1,0,0,0,0
2022-12-31,4894,3,0,1,0,2,3177,13,155,4.88,13,3,1,40,98,0,0,1,1,0,1,0,0,0
2023-01-01,4908,14,0,4,4,7,5775,843,630,10.91,162,19,28,39,382,4,0,0,3,4,0,0,0,0
2023-01-02,4924,16,0,0,0,6,2327,397,166,7.13,61,4,4,14,83,0,0,0,4,2,0,0,0,0
2023-01-03,4938,14,0,4,4,7,6026,213,401,6.65,98,3,22,142,136,4,0,0,7,0,0,0,0,0
2023-01-04,4960,22,0,5,4,11,7633,178,669,8.76,178,26,33,102,330,4,1,0,6,5,0,0,0,0
2023-01-05,4979,19,0,3,2,9,4149,100,303,7.3,84,4,12,55,148,2,1,0,6,2,1,0,0,0
2023-01-06,5004,25,0,14,5,29,9610,123,926,9.64,189,31,29,155,522,5,2,7,12,10,7,0,0,0
2023-01-07,5150,146,0,14,5,87,27204,189,2656,9.76,541,98,78,385,1554,5,3,6,38,37,12,0,0,0
2023-01-08,5344,194,0,12,1,43,21243,2180,2131,10.03,357,62,72,331,1309,1,6,5,13,25,5,0,0,0
2023-01-09,5401,57,0,0,0,47,6922,1076,704,10.17,143,44,15,76,426,0,0,0,16,31,0,0,0,0
2023-01-10,5422,21,0,0,0,10,2810,288,170,6.05,36,4,4,16,110,0,0,0,8,2,0,0,0,0
2023-01-11,5434,12,0,3,3,9,6344,180,352,5.55,90,5,33,121,103,3,0,0,7,2,0,0,0,0
2023-01-12,5449,15,0,4,3,22,8721,164,642,7.36,154,26,35,85,342,3,1,0,11,11,0,0,0,0
2023-01-13,5460,11,0,3,3,17,7907,923,804,10.17,218,44,41,27,474,3,0,0,9,8,0,0,0,0
2023-01-14,5464,4,0,1,1,9,4938,486,364,7.37,91,8,18,55,192,1,0,0,5,4,0,0,0,0
2023-01-15,5470,6,0,1,1,4,4693,167,193,4.11,47,4,8,51,83,1,0,0,4,0,0,0,0,0
2023-01-16,5481,11,0,3,2,11,4792,104,262,5.47,51,9,20,69,113,2,1,0,6,5,0,0,0,0
2023-01-17,5492,11,0,1,1,8,6012,145,242,4.03,42,8,27,59,106,1,0,0,6,2,0,0,0,0
2023-01-18,5495,3,0,2,2,8,5675,72,332,5.85,59,5,14,53,201,2,0,0,6,2,0,0,0,0
2023-01-19,5503,8,0,1,1,5,3644,56,231,6.34,72,3,9,54,93,1,0,0,3,2,0,0,0,0
2023-01-20,5507,4,0,1,1,6,4318,34,162,3.75,46,3,9,11,93,1,0,0,6,0,0,0,0,0
2023-01-21,5516,9,0,1,1,3,6406,30,545,8.51,175,21,10,31,308,1,0,0,2,0,1,0,0,0
2023-01-22,5523,7,0,2,2,2,5350,40,189,3.53,43,4,21,33,88,2,0,0,2,0,0,0,0,0
2023-01-23,5530,7,0,0,0,1,1832,12,90,4.91,22,4,3,8,53,0,0,0,1,0,0,0,0,0
2023-01-24,5531,1,0,1,1,6,3716,31,180,4.84,16,3,3,27,131,1,0,0,5,0,0,0,1,0
2023-01-25,5625,94,0,1,1,8,9925,18,678,6.83,13,11,7,99,548,0,0,0,4,0,0,1,4,0
2023-01-26,5626,1,0,2,1,15,7685,15,703,9.15,33,15,1,130,524,1,0,0,3,0,0,0,12,1
2023-01-27,5627,1,0,2,1,18,8409,10,519,6.17,48,17,12,115,327,1,0,0,6,1,0,0,11,1
2023-01-28,5631,4,0,0,0,7,7557,17,343,4.54,17,4,6,104,212,0,0,0,4,0,0,0,3,0
2023-01-29,5633,2,0,0,0,6,8860,23,383,4.32,18,4,5,117,239,0,0,0,2,0,0,0,4,0
2023-01-30,5635,2,0,0,0,1,1669,22,54,3.24,5,0,3,16,30,0,0,0,1,0,0,0,0,0
2023-01-31,5640,5,0,1,1,3,1584,19,54,3.41,13,1,2,22,16,1,0,0,2,1,0,0,0,0
2023-02-01,5647,7,0,1,1,2,2236,4,69,3.09,18,0,4,19,28,1,0,0,1,0,1,0,0,0
2023-02-02,5655,8,0,1,1,4,3168,10,153,4.83,24,17,20,18,74,1,0,0,1,0,3,0,0,0
2023-02-03,5657,2,0,4,2,7,2768,8,131,4.73,27,1,17,48,38,2,1,1,6,0,1,0,0,0
2023-02-04,5662,5,0,1,1,7,2294,6,125,5.45,39,5,13,28,40,1,0,0,5,2,0,0,0,0
2023-02-05,5667,5,0,1,1,3,1838,19,58,3.16,23,0,2,22,11,1,0,0,3,0,0,0,0,0
2023-02-06,5668,1,0,1,1,6,4049,15,100,2.47,6,0,14,20,60,1,0,0,6,0,0,0,0,0
2023-02-07,5672,4,0,1,1,8,5824,21,166,2.85,28,0,28,33,77,1,0,0,8,0,0,0,0,0
2023-02-08,5672,0,0,2,2,2,2806,3,87,3.1,33,0,9,15,30,2,0,0,2,0,0,0,0,0
2023-02-09,5674,2,0,2,2,4,2226,5,46,2.07,15,0,6,7,18,2,0,0,4,0,0,0,0,0
2023-02-10,5675,1,0,1,1,7,2964,6,110,3.71,31,2,18,18,41,1,0,0,6,1,0,0,0,0
2023-02-11,5678,3,0,1,1,0,1433,8,22,1.54,11,0,3,2,6,1,0,0,0,0,0,0,0,0
2023-02-12,5680,2,0,1,1,1,1475,5,34,2.31,7,0,5,8,14,1,0,0,1,0,0,0,0,0
2023-02-13,5682,2,0,1,1,4,2221,7,114,5.13,30,1,19,21,43,1,0,0,3,1,0,0,0,0
2023-02-14,5683,1,0,1,1,4,1825,8,103,5.64,27,3,18,24,31,1,0,0,4,0,0,0,0,0
2023-02-15,5689,6,0,1,1,1,2508,7,138,5.5,22,0,8,5,103,1,0,0,1,0,0,0,0,0
2023-02-16,5692,3,0,0,0,9,4404,14,106,2.41,16,1,2,8,79,0,0,0,9,0,0,0,0,0
2023-02-17,5700,8,0,1,1,4,2284,9,130,5.69,24,4,19,6,77,1,0,0,4,0,0,0,0,0
2023-02-18,5708,8,0,1,1,9,4699,12,189,4.02,27,4,27,63,68,1,0,0,6,3,0,0,0,0
2023-02-19,5709,1,0,0,0,2,2062,3,67,3.25,14,2,7,15,29,0,0,0,2,0,0,0,0,0
2023-02-20,5713,4,0,0,0,5,1584,10,62,3.91,6,2,2,18,34,0,0,0,5,0,0,0,0,0
2023-02-21,5719,6,0,2,2,7,4302,3,235,5.46,51,5,33,20,126,2,0,0,7,0,0,0,0,0
2023-02-22,5726,7,0,2,2,11,3610,5,164,4.54,30,4,20,31,79,2,0,0,10,1,0,0,0,0
2023-02-23,5727,1,0,1,1,11,2985,5,122,4.09,30,4,17,24,47,1,0,0,7,4,0,0,0,0
2023-02-24,5731,4,0,1,1,14,2506,4,64,2.55,10,0,8,13,33,1,0,0,14,0,0,0,0,0
2023-02-25,5732,1,0,0,0,1,1102,7,19,1.72,3,0,3,3,10,0,0,0,1,0,0,0,0,0
2023-02-26,5735,3,0,0,0,3,723,3,4,0.55,2,0,0,0,2,0,0,0,3,0,0,0,0,0
2023-02-27,5736,1,0,1,1,8,3410,3,397,11.64,83,11,24,57,222,1,0,0,5,3,0,0,0,0
2023-02-28,5742,6,0,2,2,5,4368,5,381,8.72,65,3,16,62,235,2,0,0,4,1,0,0,0,0
2023-03-01,5743,1,0,1,1,5,1473,12,94,6.38,18,2,7,17,50,1,0,0,4,1,0,0,0,0
2023-03-02,5750,7,0,0,0,9,1879,3,65,3.46,6,3,4,11,41,0,0,0,9,0,0,0,0,0
2023-03-03,5753,3,0,1,1,7,2050,7,63,3.07,16,2,3,11,31,1,0,0,7,0,0,0,0,0
2023-03-04,5755,2,0,0,0,1,995,9,27,2.71,13,1,1,3,9,0,0,0,1,0,0,0,0,0
2023-03-05,5760,5,0,0,0,1,4550,2,89,1.96,20,0,11,9,49,0,0,0,1,0,0,0,0,0
2023-03-06,5761,1,0,2,2,6,4863,6,200,4.11,45,9,22,32,92,2,0,0,3,3,0,0,0,0
2023-03-07,5765,4,0,1,1,4,1542,4,36,2.33,8,0,4,4,20,0,0,0,4,0,0,1,0,0
2023-03-08,5770,5,0,2,1,6,5433,5,251,4.62,36,6,19,50,140,1,1,0,2,3,1,0,0,0
2023-03-09,5772,2,0,1,1,11,3859,9,164,4.25,25,1,8,45,85,1,0,0,10,0,0,0,1,0
2023-03-10,5775,3,0,1,1,6,4180,4,199,4.76,37,3,10,27,122,1,0,0,3,3,0,0,0,0
2023-03-11,5776,1,0,1,1,1,5525,5,148,2.68,14,0,14,41,79,1,0,0,1,0,0,0,0,0
2023-03-12,5778,2,0,0,0,0,3912,4,102,2.61,7,0,2,30,63,0,0,0,0,0,0,0,0,0
2023-03-13,5780,2,0,2,2,7,3929,4,113,2.88,15,1,7,30,60,2,0,0,7,0,0,0,0,0
2023-03-14,5785,5,0,2,1,8,3576,3,126,3.52,29,7,6,13,71,1,0,0,3,3,0,0,2,1
2023-03-15,5789,4,0,2,1,4,5280,5,225,4.26,44,2,39,59,81,1,0,0,2,2,0,0,0,1
2023-03-16,5790,1,0,1,1,5,7934,0,236,2.97,46,7,9,32,142,1,0,0,4,0,0,0,1,0
