date,audience,net_audience_growth,audience_gained,sent_messages_total,published_posts_total,received_messages_total,impressions,video_views,engagements,engagement_rate_per_impression,reactions,comments,shares,post_link_clicks,other_post_clicks,sent_posts_facebook,sent_comments_facebook,sent_private_messages_facebook,received_wall_posts_facebook,received_comments_facebook,received_private_messages_facebook,sent_ad_posts_facebook,received_ad_comments_facebook,sent_ad_comments_facebook
2021-01-01,2855,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-02,2855,0,0,1,1,0,258,0,9,3.49,0,0,1,7,1,1,0,0,0,0,0,0,0,0
2021-01-03,2855,0,0,0,0,0,69,0,2,2.9,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-05,2855,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,2855,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-01-07,2857,2,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-08,2857,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-09,2857,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,2857,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-11,2858,1,0,1,1,1,543,1,44,8.1,25,0,1,0,18,1,0,0,1,0,0,0,0,0
2021-01-12,2858,0,0,0,0,0,61,0,3,4.92,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2021-01-13,2858,0,0,0,0,1,43,0,1,2.33,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2021-01-14,2859,1,0,0,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-15,2859,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-16,2859,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-17,2858,-1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-18,2858,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-19,2858,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-20,2858,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-21,2858,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-22,2859,1,0,0,0,0,16,0,2,12.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2021-01-23,2859,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-24,2860,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-25,2860,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-26,2860,0,0,0,0,0,21,2,1,4.76,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-01-27,2861,1,0,0,0,1,37,1,2,5.41,0,0,0,2,0,0,0,0,1,0,0,0,0,0
2021-01-28,2860,-1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021-01-30,2859,0,0,0,0,0,47,0,1,2.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-01-31,2859,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-01,2859,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-02-02,2860,1,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-03,2860,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-04,2859,-1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-05,2859,0,0,1,1,0,129,11,3,2.33,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2021-02-06,2859,0,0,0,0,0,138,9,1,0.72,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-02-07,2860,1,0,0,0,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-08,2861,1,0,0,0,1,38,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-02-09,2861,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-10,2862,1,0,0,0,0,26,2,1,3.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-11,2863,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-12,2864,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-13,2865,1,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,2866,1,0,0,0,0,55,3,2,3.64,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2021-02-15,2866,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-16,2865,-1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,2865,0,0,1,1,0,667,1,43,6.45,17,0,4,20,2,1,0,0,0,0,0,0,0,0
2021-02-18,2865,0,0,0,0,0,122,0,32,26.23,24,1,3,4,0,0,0,0,0,0,0,0,0,0
2021-02-19,2865,0,0,0,0,0,19,0,6,31.58,5,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-02-20,2866,1,0,0,0,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,2866,0,0,0,0,0,26,1,1,3.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-22,2865,-1,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,2865,0,0,0,0,0,13,1,2,15.38,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2021-02-25,2864,-1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-02-26,2864,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-27,2863,-1,0,0,0,0,5,2,1,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-28,2863,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-01,2865,2,0,1,1,3,506,3,15,2.96,3,0,0,6,6,1,0,0,3,0,0,0,0,0
2021-03-02,2865,0,0,0,0,1,96,0,1,1.04,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-03-03,2864,-1,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-04,2863,-1,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-05,2863,0,0,0,0,1,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-03-06,2863,0,0,0,0,0,12,0,1,8.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-07,2863,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08,2863,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-09,2864,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-10,2864,0,0,0,0,0,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-11,2864,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-12,2864,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-13,2863,-1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-14,2862,-1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-15,2862,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-16,2861,-1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,2862,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-03-18,2861,-1,0,0,0,1,39,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-03-19,2861,0,0,0,0,4,24,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2021-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-21,2864,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-22,2865,1,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-23,2864,-1,0,0,0,2,34,2,1,2.94,0,0,0,0,1,0,0,0,2,0,0,0,0,0
2021-03-24,2864,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-03-25,2864,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-03-26,2864,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-27,2864,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-28,2864,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,2864,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,2864,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-03-31,2864,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-01,2864,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-04-02,2863,-1,0,0,0,0,88,0,2,2.27,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2021-04-03,2862,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-04,2862,0,0,0,0,0,26,2,1,3.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-05,2862,0,0,0,0,0,15,0,1,6.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-06,2860,-2,0,0,0,0,44,0,1,2.27,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-07,2863,3,0,0,0,1,118,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-04-08,2861,-2,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-04-09,2861,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-10,2860,-1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-11,2859,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-12,2860,1,0,0,0,3,9,0,2,22.22,0,0,0,0,2,0,0,0,3,0,0,0,0,0
2021-04-13,2860,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-04-14,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2021-04-15,2860,0,0,0,0,2,43,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2021-04-16,2861,1,0,0,0,3,30,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2021-04-17,2861,0,0,0,0,0,23,4,2,8.7,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2021-04-18,2860,-1,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-04-19,2860,0,0,0,0,1,27,2,2,7.41,0,0,0,0,2,0,0,0,1,0,0,0,0,0
2021-04-20,2863,3,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-04-21,2863,0,0,0,0,3,10,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2021-04-22,2863,0,0,0,0,0,1,1,8,800,0,0,0,0,8,0,0,0,0,0,0,0,0,0
2021-04-23,2863,0,0,1,1,1,181,2,4,2.21,0,0,1,1,2,1,0,0,1,0,0,0,0,0
2021-04-24,2862,-1,0,0,0,0,45,0,1,2.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-04-25,2862,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-26,2863,1,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-04-27,2865,2,0,0,0,2,36,0,13,36.11,0,0,0,0,13,0,0,0,2,0,0,0,0,0
2021-04-28,2865,0,0,0,0,1,22,0,4,18.18,0,0,0,1,3,0,0,0,1,0,0,0,0,0
2021-04-29,2866,1,0,0,0,1,7,0,4,57.14,0,0,0,0,4,0,0,0,1,0,0,0,0,0
2021-04-30,2867,1,0,0,0,0,22,0,4,18.18,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2021-05-01,2867,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-02,2867,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-05-03,2867,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-05-04,2866,-1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-05-05,2866,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-06,2867,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-07,2867,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-08,2866,-1,0,0,0,0,5,1,2,40,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2021-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-10,2869,0,0,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-05-11,2870,1,0,0,0,0,18,2,2,11.11,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2021-05-12,2871,1,0,0,0,0,38,3,2,5.26,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2021-05-13,2871,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-14,2872,1,0,0,0,0,16,0,1,6.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-15,2872,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-16,2872,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-17,2872,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-05-18,2873,1,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2021-05-19,2873,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-20,2874,1,0,0,0,1,94,4,3,3.19,0,0,0,3,0,0,0,0,1,0,0,0,0,0
2021-05-21,2874,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-22,2874,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-23,2874,0,0,0,0,0,17,1,1,5.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-24,2872,-2,0,2,2,0,315,3,6,1.9,0,0,0,0,6,2,0,0,0,0,0,0,0,0
2021-05-25,2911,39,0,2,2,3,16041,7305,1313,8.19,113,4,38,47,1111,2,0,0,3,0,0,0,0,0
2021-05-26,2962,51,0,2,1,6,11379,4723,577,5.07,71,8,13,44,441,1,1,0,1,5,0,0,0,0
2021-05-27,2977,15,0,2,2,3,10784,4545,510,4.73,69,2,12,40,387,2,0,0,3,0,0,0,0,0
2021-05-28,3000,23,0,1,1,1,9723,3835,314,3.23,69,0,5,50,190,1,0,0,1,0,0,0,0,0
2021-05-29,3017,17,0,0,0,2,5646,1152,196,3.47,44,7,11,48,86,0,0,0,2,0,0,0,0,0
2021-05-30,3031,14,0,0,0,3,5102,1493,209,4.1,33,2,4,30,140,0,0,0,3,0,0,0,0,0
2021-05-31,3048,17,0,0,0,1,5969,1653,206,3.45,40,0,4,40,122,0,0,0,1,0,0,0,0,0
2021-06-01,3060,12,0,1,1,1,6262,1191,190,3.03,38,1,6,48,97,1,0,0,1,0,0,0,0,0
2021-06-02,3079,19,0,1,1,3,6650,1677,160,2.41,35,1,2,33,89,1,0,0,2,1,0,0,0,0
2021-06-03,3111,32,0,1,1,4,8258,1770,171,2.07,44,1,7,23,96,1,0,0,3,1,0,0,0,0
2021-06-04,3139,28,0,1,1,2,9343,1652,324,3.47,82,2,10,74,156,1,0,0,1,1,0,0,0,0
2021-06-05,3169,30,0,1,1,1,9680,1799,302,3.12,78,3,11,33,177,1,0,0,1,0,0,0,0,0
2021-06-06,3194,25,0,0,0,3,11555,1750,297,2.57,73,4,9,42,169,0,0,0,0,3,0,0,0,0
2021-06-07,3222,28,0,1,1,2,11195,1621,403,3.6,85,3,12,33,270,1,0,0,0,2,0,0,0,0
2021-06-08,3250,28,0,2,1,6,8657,1212,234,2.7,66,8,6,25,129,1,1,0,1,5,0,0,0,0
2021-06-09,3275,25,0,4,4,0,7030,409,164,2.33,44,0,8,26,86,3,0,0,0,0,0,1,0,0
2021-06-10,3295,20,0,3,3,7,7093,339,204,2.88,68,6,10,29,91,2,0,0,5,2,0,1,0,0
2021-06-11,3303,8,0,0,0,6,5460,230,146,2.67,32,5,4,21,84,0,0,0,1,5,0,0,0,0
2021-06-12,3305,2,0,0,0,2,2062,11,61,2.96,18,2,3,13,25,0,0,0,0,2,0,0,0,0
2021-06-13,3308,3,0,0,0,0,276,6,9,3.26,1,0,0,2,6,0,0,0,0,0,0,0,0,0
2021-06-14,3308,0,0,1,1,2,611,7,23,3.76,4,0,0,18,1,1,0,0,2,0,0,0,0,0
2021-06-15,3310,2,0,2,1,3,506,28,56,11.07,10,2,4,26,14,1,1,0,2,1,0,0,0,0
2021-06-16,3312,2,0,0,0,1,152,10,14,9.21,4,0,1,5,4,0,0,0,1,0,0,0,0,0
2021-06-17,3313,1,0,0,0,0,108,11,5,4.63,0,0,0,2,3,0,0,0,0,0,0,0,0,0
2021-06-18,3313,0,0,2,2,2,1324,7,64,4.83,23,0,2,24,15,2,0,0,2,0,0,0,0,0
2021-06-19,3313,0,0,0,0,0,973,6,40,4.11,18,0,2,9,11,0,0,0,0,0,0,0,0,0
2021-06-20,3313,0,0,0,0,1,1360,6,65,4.78,26,2,0,13,24,0,0,0,1,0,0,0,0,0
2021-06-21,3313,0,0,0,0,0,1265,9,38,3,12,0,1,6,19,0,0,0,0,0,0,0,0,0
2021-06-22,3312,-1,0,1,1,2,765,4,15,1.96,5,0,2,3,5,1,0,0,2,0,0,0,0,0
2021-06-23,3313,1,0,0,0,1,122,17,16,13.11,4,0,1,4,7,0,0,0,1,0,0,0,0,0
2021-06-24,3312,-1,0,0,0,2,92,7,5,5.43,2,0,0,1,2,0,0,0,2,0,0,0,0,0
2021-06-25,3312,0,0,1,1,0,439,5,15,3.42,4,0,0,7,4,1,0,0,0,0,0,0,0,0
2021-06-26,3313,1,0,1,1,0,356,7,18,5.06,4,0,1,9,4,1,0,0,0,0,0,0,0,0
2021-06-27,3314,1,0,0,0,0,246,1,11,4.47,4,0,1,5,1,0,0,0,0,0,0,0,0,0
2021-06-28,3314,0,0,0,0,0,77,2,3,3.9,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2021-06-29,3314,0,0,1,1,0,277,2,5,1.81,3,0,0,1,1,1,0,0,0,0,0,0,0,0
2021-06-30,3315,1,0,1,1,0,304,5,14,4.61,4,0,0,8,2,1,0,0,0,0,0,0,0,0
2021-07-01,3315,0,0,0,0,1,260,5,19,7.31,8,1,3,5,2,0,0,0,0,1,0,0,0,0
2021-07-02,3315,0,0,1,1,0,405,6,26,6.42,5,0,1,19,1,1,0,0,0,0,0,0,0,0
2021-07-03,3315,0,0,0,0,0,116,0,7,6.03,0,0,1,5,1,0,0,0,0,0,0,0,0,0
2021-07-04,3315,0,0,0,0,0,114,1,5,4.39,2,0,1,2,0,0,0,0,0,0,0,0,0,0
2021-07-05,3315,0,0,0,0,0,62,1,1,1.61,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-07-06,3317,2,0,0,0,0,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-07,3318,1,0,1,1,1,279,3,10,3.58,5,0,0,4,1,1,0,0,1,0,0,0,0,0
2021-07-08,543,-2775,0,0,0,0,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-09,3317,2774,0,1,1,1,288,0,11,3.82,5,0,1,1,4,1,0,0,1,0,0,0,0,0
2021-07-10,3318,1,0,0,0,0,83,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-11,3318,0,0,1,1,1,251,7,2,0.8,0,0,0,2,0,1,0,0,1,0,0,0,0,0
2021-07-12,3317,-1,0,0,0,1,131,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-07-13,3318,1,0,0,0,1,47,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-07-14,3317,-1,0,0,0,3,62,6,2,3.23,1,0,0,1,0,0,0,0,3,0,0,0,0,0
2021-07-15,3318,1,0,0,0,4,42,10,24,57.14,0,0,0,0,24,0,0,0,4,0,0,0,0,0
2021-07-16,3318,0,0,0,0,1,17,1,1,5.88,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2021-07-17,3318,0,0,1,1,2,146,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
2021-07-18,3316,-2,0,0,0,0,71,4,5,7.04,1,0,2,1,1,0,0,0,0,0,0,0,0,0
2021-07-19,3316,0,0,1,1,2,225,3,8,3.56,0,0,1,4,3,1,0,0,2,0,0,0,0,0
2021-07-20,3316,0,0,0,0,0,227,6,6,2.64,2,0,0,4,0,0,0,0,0,0,0,0,0,0
2021-07-21,3316,0,0,0,0,1,58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-07-22,3317,1,0,0,0,0,53,5,6,11.32,1,0,0,0,5,0,0,0,0,0,0,0,0,0
2021-07-23,3317,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2021-07-24,3317,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-25,3317,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-26,3317,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-27,3318,1,0,0,0,1,30,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-07-28,3319,1,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-29,3318,-1,0,0,0,1,41,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-07-30,3319,1,0,0,0,0,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-31,3321,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-01,3321,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-02,3322,1,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-03,3324,2,0,1,1,1,523,6,21,4.02,8,0,0,0,13,1,0,0,1,0,0,0,0,0
2021-08-04,3324,0,0,1,1,1,279,1,8,2.87,0,0,0,6,2,1,0,0,1,0,0,0,0,0
2021-08-05,3325,1,0,0,0,0,76,3,6,7.89,1,0,1,4,0,0,0,0,0,0,0,0,0,0
2021-08-06,3327,2,0,1,1,1,800,1,114,14.25,15,2,5,87,5,1,0,0,1,0,0,0,0,0
2021-08-07,3327,0,0,0,0,0,224,1,23,10.27,10,1,2,10,0,0,0,0,0,0,0,0,0,0
2021-08-08,3325,-2,0,0,0,1,68,2,10,14.71,1,0,0,8,1,0,0,0,1,0,0,0,0,0
2021-08-09,3325,0,0,0,0,1,79,5,3,3.8,2,0,0,1,0,0,0,0,1,0,0,0,0,0
2021-08-10,3326,1,0,2,2,0,659,18,49,7.44,22,0,6,5,16,2,0,0,0,0,0,0,0,0
2021-08-11,3328,2,0,0,0,0,369,139,44,11.92,18,1,2,0,23,0,0,0,0,0,0,0,0,0
2021-08-12,3329,1,0,0,0,1,525,143,25,4.76,6,0,2,0,17,0,0,0,1,0,0,0,0,0
2021-08-13,3329,0,0,2,2,2,726,92,38,5.23,6,0,2,12,18,2,0,0,2,0,0,0,0,0
2021-08-14,3330,1,0,1,1,1,648,47,24,3.7,4,0,1,17,2,1,0,0,1,0,0,0,0,0
2021-08-15,3334,4,0,0,0,0,271,33,10,3.69,3,0,0,4,3,0,0,0,0,0,0,0,0,0
2021-08-16,3334,0,0,0,0,0,91,16,10,10.99,3,0,2,3,2,0,0,0,0,0,0,0,0,0
2021-08-17,3334,0,0,0,0,0,67,8,2,2.99,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-08-18,3334,0,0,0,0,0,48,6,4,8.33,0,0,0,3,1,0,0,0,0,0,0,0,0,0
2021-08-19,3335,1,0,1,1,0,399,7,6,1.5,3,0,0,3,0,1,0,0,0,0,0,0,0,0
2021-08-20,3335,0,0,1,1,3,645,2,34,5.27,11,3,2,0,18,1,0,0,0,3,0,0,0,0
2021-08-21,3335,0,0,1,1,0,329,2,28,8.51,10,0,0,13,5,1,0,0,0,0,0,0,0,0
2021-08-22,3336,1,0,0,0,0,147,3,2,1.36,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-08-23,3336,0,0,0,0,0,60,7,2,3.33,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2021-08-24,3335,-1,0,0,0,0,46,3,3,6.52,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2021-08-25,3335,0,0,0,0,1,30,2,1,3.33,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-08-26,3336,1,0,1,1,0,430,2,9,2.09,3,0,0,4,2,1,0,0,0,0,0,0,0,0
2021-08-27,3336,0,0,0,0,0,71,2,1,1.41,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-08-28,3337,1,0,1,1,0,365,3,12,3.29,3,0,0,6,3,1,0,0,0,0,0,0,0,0
2021-08-29,3337,0,0,1,1,0,408,3,11,2.7,1,0,0,8,2,1,0,0,0,0,0,0,0,0
