date,audience,net_audience_growth,audience_gained,sent_messages_total,published_posts_total,received_messages_total,impressions,video_views,engagements,engagement_rate_per_impression,reactions,comments,shares,post_link_clicks,other_post_clicks,other_engagements,sent_tweets_twitter,sent_quote_tweets_twitter,sent_@replies_twitter,sent_direct_messages_twitter,received_mentions_twitter,received_direct_messages_twitter,received_retweets_twitter,received_quote_tweets_twitter,received_new_follower_alerts_twitter
2022-03-30,15234,13,13,10,10,56,12606,98,279,2.21,62,1,25,51,0,140,6,1,3,0,17,0,25,6,8
2022-03-31,15238,4,4,8,8,23,4645,33,103,2.22,21,0,5,24,0,53,4,1,3,0,8,0,5,1,9
2022-04-01,15239,1,1,8,8,44,4934,18,125,2.53,29,1,17,24,0,54,4,1,3,0,12,0,18,3,11
2022-04-02,15242,3,3,6,6,47,9323,306,208,2.23,41,0,23,38,0,106,4,2,0,0,9,0,23,1,14
2022-04-03,15253,11,11,2,2,17,4867,81,118,2.42,22,0,7,36,0,53,2,0,0,0,1,0,7,0,9
2022-04-04,15259,6,6,3,3,16,6866,21,101,1.47,12,0,9,31,0,49,3,0,0,0,2,0,10,0,4
2022-04-05,15259,0,0,2,2,34,2394,23,86,3.59,17,1,7,34,0,27,2,0,0,0,12,0,8,4,10
2022-04-06,15267,8,8,4,4,38,10400,29,250,2.4,57,2,15,89,0,87,2,1,1,0,8,0,15,3,12
2022-04-07,15277,10,10,2,2,33,3073,45,86,2.8,17,0,9,22,0,38,1,1,0,0,10,0,9,3,11
2022-04-08,15286,9,9,4,4,42,6518,32,138,2.12,37,2,20,18,0,61,4,0,0,0,8,2,20,1,11
2022-04-09,15291,5,5,2,2,22,8054,12,70,0.87,12,0,5,20,0,33,1,1,0,0,4,2,5,0,11
2022-04-10,15293,2,2,4,4,22,4194,10,82,1.96,19,0,7,19,0,37,2,1,1,0,7,0,7,2,6
2022-04-11,15296,3,3,10,6,55,9977,31,226,2.27,48,0,20,94,0,64,3,2,1,4,18,4,19,5,9
2022-04-12,15302,6,6,5,5,49,9368,15,176,1.88,18,1,19,64,0,74,4,1,0,0,15,1,19,3,11
2022-04-13,15314,12,12,9,9,64,38589,16,589,1.53,48,2,36,176,0,327,5,0,4,0,17,0,31,5,11
2022-04-14,15321,7,7,3,2,32,7493,10,86,1.15,15,0,5,21,0,45,2,0,0,1,13,1,5,1,12
2022-04-15,15331,10,10,4,4,22,4732,6,86,1.82,16,1,8,8,0,53,2,0,2,0,2,0,8,3,9
2022-04-16,15336,5,5,2,2,17,8166,4,114,1.4,21,1,7,16,0,69,1,1,0,0,3,0,7,1,6
2022-04-17,15339,3,3,2,2,15,3389,3,66,1.95,11,0,4,17,0,34,2,0,0,0,1,0,4,0,10
2022-04-18,15347,8,8,1,1,21,9290,147,282,3.04,9,0,4,140,0,129,1,0,0,0,0,0,4,3,14
2022-04-19,15360,13,13,3,3,22,2851,15,72,2.53,10,0,5,18,0,39,2,0,1,0,10,0,5,1,6
2022-04-20,15362,2,2,1,1,20,1944,17,55,2.83,2,0,3,20,0,30,1,0,0,0,9,0,3,0,8
2022-04-21,15367,5,5,1,1,17,2045,7,45,2.2,7,0,2,11,0,25,1,0,0,0,5,0,2,2,8
2022-04-22,15373,6,6,8,8,26,6023,24,90,1.49,23,3,3,14,0,47,2,1,5,0,13,0,3,2,8
2022-04-23,15379,6,6,1,1,17,1569,10,23,1.47,5,0,1,3,0,14,1,0,0,0,7,0,1,2,7
2022-04-24,15381,2,2,1,1,10,646,12,20,3.1,2,0,1,5,0,12,0,0,1,0,5,0,1,0,4
2022-04-25,15380,-1,0,5,5,14,3201,16,74,2.31,26,0,2,15,0,31,2,0,3,0,3,0,2,1,8
2022-04-26,15391,11,11,9,9,53,14824,15,384,2.59,124,2,21,21,0,216,3,2,4,0,12,0,21,3,17
2022-04-27,15398,7,7,3,3,51,6786,15,201,2.96,61,2,23,13,0,102,0,1,2,0,13,0,23,7,8
2022-04-28,15400,2,2,8,5,42,5092,6,103,2.02,25,0,13,11,0,54,1,2,2,3,11,4,13,2,12
2022-04-29,15405,5,5,7,7,31,6596,9,159,2.41,20,5,9,33,0,92,1,1,5,0,12,0,8,2,9
2022-04-30,15408,3,3,1,1,18,1737,5,39,2.25,5,0,4,10,0,20,1,0,0,0,5,0,4,3,6
2022-05-01,15411,3,3,0,0,15,563,9,26,4.62,3,0,0,2,0,21,0,0,0,0,13,0,0,0,2
2022-05-02,15412,1,1,0,0,11,943,8,30,3.18,1,0,1,11,0,17,0,0,0,0,3,1,0,0,7
2022-05-03,15413,1,1,2,2,36,5522,5,85,1.54,18,0,5,20,0,42,1,0,1,0,22,1,5,0,8
2022-05-04,15417,4,4,5,2,40,18454,14,115,0.62,5,0,1,23,0,86,1,0,1,3,18,4,2,4,12
2022-05-05,15424,7,7,16,12,34,6189,6,97,1.57,27,3,3,12,0,52,4,2,6,4,13,4,4,3,10
2022-05-06,15434,10,10,3,2,21,2728,4,57,2.09,13,0,2,8,0,34,2,0,0,1,4,0,2,2,13
2022-05-07,15444,10,10,2,2,11,1716,7,36,2.1,2,0,2,7,0,25,2,0,0,0,3,0,2,1,5
2022-05-08,15450,6,6,1,1,12,1452,6,36,2.48,6,0,1,10,0,19,1,0,0,0,8,0,1,0,3
2022-05-09,15450,0,0,15,3,29,3212,3,78,2.43,25,0,8,2,0,43,1,2,0,12,6,0,7,6,10
2022-05-10,15453,3,3,3,3,35,9795,6,165,1.68,44,0,10,26,0,85,1,1,1,0,7,1,14,4,9
2022-05-11,15464,11,11,5,5,27,4647,16,95,2.04,15,1,9,23,0,47,3,0,2,0,11,0,9,2,5
2022-05-12,15461,-3,0,7,6,41,11928,7,193,1.62,34,2,14,6,0,137,2,0,4,1,13,1,11,5,11
2022-05-13,15471,10,10,9,8,36,8455,9,190,2.25,30,1,11,10,0,138,2,1,5,1,9,2,12,5,8
2022-05-14,15475,4,4,12,12,130,8990,25,161,1.79,46,4,9,11,0,91,1,4,7,0,82,0,9,4,35
2022-05-15,15512,37,37,2,2,78,4472,8,98,2.19,21,1,1,6,0,69,1,0,1,0,33,0,1,2,42
2022-05-16,15547,35,35,8,8,38,5757,11,156,2.71,26,1,14,9,0,106,5,1,2,0,14,0,13,3,8
2022-05-17,15549,2,2,7,7,38,8784,33,141,1.61,37,0,2,31,0,71,0,3,4,0,23,0,2,3,10
2022-05-18,15556,7,7,3,3,65,7217,2,125,1.73,34,1,12,14,0,64,3,0,0,0,33,1,12,8,11
2022-05-19,15566,10,10,5,4,49,6459,1,99,1.53,15,1,4,20,0,59,1,1,2,1,29,0,4,4,12
2022-05-20,15578,12,12,3,3,30,3956,0,48,1.21,9,0,3,12,0,24,3,0,0,0,11,1,4,3,11
2022-05-21,15587,9,9,1,1,40,2356,0,36,1.53,0,1,1,10,0,24,0,0,1,0,25,0,1,6,8
2022-05-22,15594,7,7,7,7,29,9880,0,140,1.42,55,1,7,3,0,74,1,3,3,0,13,0,6,3,7
2022-05-23,15597,3,3,2,2,32,8452,1,120,1.42,16,0,12,13,0,79,1,0,1,0,6,0,12,3,11
2022-05-24,15601,4,4,4,4,47,5563,1,84,1.51,20,0,10,2,0,52,2,0,2,0,14,1,10,5,17
2022-05-25,15619,18,18,5,3,31,4693,0,101,2.15,14,0,9,6,0,72,1,1,1,2,8,2,9,2,10
2022-05-26,15626,7,7,0,0,37,2605,1,47,1.8,6,0,3,3,0,35,0,0,0,0,22,1,3,2,9
2022-05-27,15635,9,9,12,10,63,9468,162,186,1.96,51,4,12,5,0,114,2,2,6,2,24,3,12,9,15
2022-05-28,15643,8,8,1,1,22,3541,26,51,1.44,6,1,2,0,0,42,0,0,1,0,7,0,2,0,13
2022-05-29,15652,9,9,1,1,7,796,1,17,2.14,7,0,0,1,0,9,0,0,1,0,3,0,0,1,3
2022-05-30,15651,-1,0,2,2,21,1278,3,21,1.64,3,0,0,0,0,18,1,0,1,0,9,0,0,1,11
2022-05-31,15659,8,8,13,13,241,58946,2156,3362,5.7,980,11,91,37,0,2243,5,1,7,0,46,1,87,14,93
2022-06-01,15756,97,97,5,4,121,39983,454,1227,3.07,320,3,32,15,0,857,1,0,3,1,22,1,33,6,59
2022-06-02,15805,49,49,1,1,53,8084,34,170,2.1,26,0,8,10,0,126,1,0,0,0,31,1,8,2,11
2022-06-03,15814,9,9,1,1,19,1847,8,41,2.22,5,0,2,18,0,16,1,0,0,0,12,0,2,0,5
2022-06-04,15816,2,2,1,1,13,1309,2,36,2.75,2,0,3,12,0,19,1,0,0,0,2,0,3,0,8
2022-06-05,15823,7,7,0,0,7,508,5,21,4.13,2,0,0,3,0,16,0,0,0,0,3,0,0,0,4
2022-06-06,15823,0,0,2,2,19,2959,5,30,1.01,1,0,4,4,0,21,1,0,1,0,6,0,4,1,8
2022-06-07,15829,6,6,0,0,12,595,3,8,1.34,0,0,0,4,0,4,0,0,0,0,5,0,0,1,6
2022-06-08,15831,2,2,4,4,49,5103,4,101,1.98,10,2,6,7,0,76,2,1,1,0,15,1,6,4,23
2022-06-09,15852,21,21,6,2,22,2348,5,47,2,6,0,2,3,0,36,0,0,2,4,8,6,2,0,6
2022-06-10,15857,5,5,2,2,16,1957,2,56,2.86,11,1,4,14,0,26,2,0,0,0,1,0,4,1,10
2022-06-11,15860,3,3,0,0,9,619,1,8,1.29,3,0,0,1,0,4,0,0,0,0,2,1,1,0,5
2022-06-12,15862,2,2,0,0,7,272,0,5,1.84,0,0,0,3,0,2,0,0,0,0,2,0,0,0,5
2022-06-13,15863,1,1,4,4,37,10724,2,137,1.28,26,0,13,30,0,68,2,0,2,0,9,2,13,5,8
2022-06-14,15866,3,3,3,2,30,5879,3,90,1.53,5,0,0,26,0,59,1,0,1,1,6,2,2,5,15
2022-06-15,15879,13,13,4,4,35,2605,1,70,2.69,13,0,3,34,0,20,2,0,2,0,18,0,2,1,14
2022-06-16,15891,12,12,6,6,49,2433,1,74,3.04,14,2,1,15,0,42,3,0,3,0,24,0,1,5,19
2022-06-17,15905,14,14,14,11,295,31233,260,809,2.59,150,5,50,37,0,567,4,2,5,3,150,3,51,14,77
2022-06-18,15980,75,75,2,2,71,14545,14,341,2.34,54,2,18,30,0,237,2,0,0,0,18,1,18,9,25
2022-06-19,16003,23,23,0,0,25,3082,2,69,2.24,7,0,2,5,0,55,0,0,0,0,3,0,2,1,19
2022-06-20,16017,14,14,6,6,60,21617,9,878,4.06,172,2,35,14,0,655,3,0,3,0,8,0,33,4,15
2022-06-21,16033,16,16,8,3,67,21571,6,720,3.34,131,3,25,29,0,532,2,0,1,5,10,6,22,4,25
2022-06-22,16052,19,19,8,4,33,13347,0,114,0.85,12,2,5,31,0,64,2,1,1,4,9,4,5,5,10
2022-06-23,16061,9,9,1,1,37,5765,0,76,1.32,10,0,3,6,0,57,1,0,0,0,20,0,3,7,7
2022-06-24,16066,5,5,2,2,28,3522,1,39,1.11,4,0,2,13,0,20,1,0,1,0,10,1,3,5,9
2022-06-25,16073,7,7,3,2,27,2839,1,58,2.04,12,1,6,16,0,23,2,0,0,1,5,1,8,2,11
2022-06-26,16083,10,10,0,0,12,585,0,24,4.1,1,0,0,5,0,18,0,0,0,0,3,0,2,0,7
2022-06-27,16092,9,9,1,1,24,1099,0,26,2.37,2,0,2,11,0,11,1,0,0,0,8,0,2,2,12
2022-06-28,16100,8,8,3,3,40,2487,0,42,1.69,10,0,4,11,0,17,3,0,0,0,19,0,4,2,15
2022-06-29,16117,17,17,3,3,106,41420,3,334,0.81,90,11,22,18,0,193,2,1,0,0,39,0,24,14,29
2022-06-30,16135,18,18,1,1,39,13166,2,125,0.95,36,4,6,4,0,75,1,0,0,0,11,2,8,1,17
2022-07-01,16151,16,16,2,2,21,2658,0,79,2.97,12,0,3,34,0,30,2,0,0,0,7,1,3,0,10
2022-07-02,16158,7,7,1,1,32,6287,1,167,2.66,12,0,9,89,0,57,1,0,0,0,10,0,9,6,7
2022-07-03,16164,6,6,1,1,30,4672,1,267,5.71,17,0,13,109,0,128,1,0,0,0,6,0,12,0,12
2022-07-04,16179,15,15,2,2,39,3954,0,123,3.11,12,1,12,41,0,57,2,0,0,0,8,1,12,0,18
2022-07-05,16192,13,13,2,2,28,2345,0,54,2.3,7,2,4,18,0,23,2,0,0,0,10,2,3,2,11
2022-07-06,16202,10,10,2,1,29,926,0,24,2.59,4,0,1,5,0,14,0,0,1,1,12,1,1,1,14
2022-07-07,16213,11,11,8,6,35,5868,1,194,3.31,22,3,13,61,0,95,3,0,3,2,11,0,13,0,11
2022-07-08,16223,10,10,2,2,42,10471,1239,282,2.69,39,1,12,56,0,174,1,0,1,0,11,4,9,6,12
2022-07-09,16231,8,8,1,1,23,4863,689,91,1.87,16,0,4,11,0,60,0,1,0,0,6,0,6,1,10
2022-07-10,16237,6,6,0,0,17,699,38,18,2.58,1,0,1,4,0,12,0,0,0,0,11,0,1,0,5
2022-07-11,16237,0,0,0,0,11,737,76,24,3.26,2,0,1,6,0,15,0,0,0,0,2,0,1,1,7
2022-07-12,16243,6,6,3,3,29,6316,34,62,0.98,8,0,6,13,0,35,1,2,0,0,8,0,6,2,13
2022-07-13,16257,14,14,0,0,11,1225,29,42,3.43,4,0,4,14,0,20,0,0,0,0,3,0,4,0,4
2022-07-14,16260,3,3,4,4,33,7918,10,142,1.79,48,1,8,8,0,77,2,1,1,0,6,0,8,3,16
2022-07-15,16275,15,15,2,2,37,6020,2,134,2.23,37,0,5,6,0,86,1,1,0,0,20,0,4,2,11
2022-07-16,16285,10,10,2,2,26,6317,2,235,3.72,36,1,11,6,0,181,1,0,1,0,4,1,11,1,9
2022-07-17,16294,9,9,0,0,15,1465,3,57,3.89,6,1,3,3,0,44,0,0,0,0,2,1,3,0,9
2022-07-18,16303,9,9,3,3,19,2539,3,54,2.13,7,2,3,1,0,41,1,0,2,0,5,1,3,2,8
2022-07-19,16310,7,7,1,1,23,5572,12,35,0.63,5,0,4,1,0,25,0,1,0,0,3,0,4,6,10
2022-07-20,16315,5,5,2,2,38,4041,1,111,2.75,14,0,12,40,0,45,2,0,0,0,10,0,16,2,10
2022-07-21,16323,8,8,2,2,54,4386,1,118,2.69,14,0,22,35,0,47,1,0,1,0,11,0,22,4,17
2022-07-22,16336,13,13,8,8,77,8401,0,141,1.68,45,0,6,9,0,81,3,4,1,0,40,1,8,4,24
2022-07-23,16361,25,25,1,1,62,9444,3,125,1.32,25,0,16,19,0,65,1,0,0,0,16,0,18,8,20
2022-07-24,16375,14,14,1,1,33,4908,0,141,2.87,11,2,15,42,0,71,1,0,0,0,8,0,14,3,8
2022-07-25,16380,5,5,5,5,100,6687,2,155,2.32,22,2,6,14,0,111,1,1,3,0,41,0,8,14,37
2022-07-26,16413,33,33,6,2,87,2763,1,86,3.11,9,1,10,26,0,40,1,0,1,4,42,4,9,6,26
2022-07-27,16440,27,27,3,3,38,1773,0,82,4.62,7,0,10,20,0,45,1,0,2,0,9,0,10,0,19
2022-07-28,16448,8,8,3,2,23,1262,1,40,3.17,5,0,1,11,0,23,2,0,0,1,7,2,1,0,13
2022-07-29,16465,17,17,3,3,32,1859,3,31,1.67,4,0,8,8,0,11,3,0,0,0,14,0,8,1,9
2022-07-30,16471,6,6,0,0,23,694,1,33,4.76,8,0,5,9,0,11,0,0,0,0,8,1,5,2,7
2022-07-31,16480,9,9,0,0,20,646,0,12,1.86,3,0,2,4,0,3,0,0,0,0,5,0,2,0,13
2022-08-01,16490,10,10,4,4,27,3910,0,37,0.95,4,2,3,6,0,22,1,0,3,0,3,0,4,4,16
2022-08-02,16505,15,15,0,0,16,1013,3,7,0.69,0,-1,0,1,0,7,0,0,0,0,4,0,0,0,12
2022-08-03,16508,3,3,0,0,16,314,1,4,1.27,1,0,0,2,0,1,0,0,0,0,9,0,0,0,7
2022-08-04,16510,2,2,2,2,35,541,1,28,5.18,5,1,2,4,0,16,0,0,2,0,20,0,2,2,11
2022-08-05,16523,13,13,6,6,55,3577,0,154,4.31,37,2,13,12,0,90,3,0,3,0,24,0,12,7,12
2022-08-06,16530,7,7,0,0,26,1221,0,45,3.69,10,1,8,4,0,22,0,0,0,0,5,0,8,3,10
2022-08-07,16537,7,7,0,0,15,358,0,17,4.75,3,0,0,1,0,13,0,0,0,0,2,0,0,0,13
2022-08-08,16548,11,11,1,1,21,346,0,12,3.47,5,0,2,3,0,2,1,0,0,0,9,0,2,0,10
2022-08-09,16560,12,12,5,5,74,7743,253,167,2.16,65,3,1,6,0,92,1,2,2,0,45,1,6,5,17
2022-08-10,16576,16,16,4,4,63,9554,105,204,2.14,56,3,25,22,0,98,1,1,2,0,15,0,24,7,17
2022-08-11,16585,9,9,5,5,39,6865,9,128,1.86,31,6,10,20,0,61,1,1,3,0,8,0,10,8,13
2022-08-12,16597,12,12,24,24,415,103795,15,3423,3.3,748,23,155,133,0,2364,5,5,14,0,116,0,157,38,104
2022-08-13,16695,98,98,0,0,34,8898,4,205,2.3,39,0,4,29,0,133,0,0,0,0,9,1,5,2,17
2022-08-14,16705,10,10,0,0,29,2565,0,68,2.65,4,2,3,12,0,47,0,0,0,0,12,1,3,1,12
2022-08-15,16714,9,9,0,0,30,3587,0,92,2.56,16,1,11,21,0,43,0,0,0,0,9,0,13,0,8
2022-08-16,16721,7,7,8,1,19,3105,0,52,1.67,9,1,6,12,0,24,1,0,0,7,2,5,6,0,6
2022-08-17,16725,4,4,1,1,22,3417,3,70,2.05,9,0,7,15,0,39,1,0,0,0,3,0,7,3,9
2022-08-18,16731,6,6,0,0,25,1470,1,38,2.59,5,0,4,7,0,22,0,0,0,0,3,0,4,0,18
2022-08-19,16745,14,14,1,1,15,2215,0,75,3.39,9,-1,4,17,0,46,1,0,0,0,1,0,4,0,10
2022-08-20,16755,10,10,0,0,15,1739,0,38,2.19,6,0,3,13,0,16,0,0,0,0,3,0,3,1,8
2022-08-21,16762,7,7,0,0,24,4152,0,222,5.35,8,0,6,7,0,201,0,0,0,0,3,0,8,3,10
2022-08-22,16771,9,9,0,0,22,2914,0,99,3.4,9,0,6,15,0,69,0,0,0,0,4,0,6,1,11
2022-08-23,16779,8,8,1,1,33,3948,0,152,3.85,20,1,18,36,0,77,1,0,0,0,5,0,18,1,9
2022-08-24,16784,5,5,7,5,31,5738,0,147,2.56,37,4,6,15,0,85,1,0,4,2,9,2,5,5,10
2022-08-25,16794,10,10,0,0,29,1703,0,41,2.41,5,0,3,3,0,30,0,0,0,0,12,0,3,1,13
2022-08-26,16799,5,5,3,1,26,2327,1,36,1.55,7,0,0,2,0,27,1,0,0,2,9,3,0,3,11
2022-08-27,16809,10,10,0,0,11,428,0,12,2.8,1,0,0,0,0,11,0,0,0,0,1,0,0,0,10
2022-08-28,16817,8,8,0,0,11,303,0,15,4.95,0,0,0,3,0,12,0,0,0,0,2,0,0,0,9
2022-08-29,16821,4,4,0,0,16,254,0,5,1.97,0,0,0,1,0,4,0,0,0,0,8,0,0,0,8
2022-08-30,16823,2,2,1,1,24,8550,0,67,0.78,9,0,5,2,0,51,0,1,0,0,6,1,4,2,11
2022-08-31,16831,8,8,0,0,21,1153,0,5,0.43,2,0,1,1,0,1,0,0,0,0,5,0,1,2,13
2022-09-01,16836,5,5,0,0,15,355,0,11,3.1,1,0,0,0,0,10,0,0,0,0,6,0,0,1,8
2022-09-02,16841,5,5,1,1,14,1321,0,6,0.45,0,0,0,0,0,6,0,1,0,0,8,0,0,2,4
2022-09-03,16841,0,0,0,0,17,366,0,13,3.55,3,0,2,0,0,8,0,0,0,0,7,0,2,1,7
2022-09-04,16848,7,7,0,0,5,182,0,1,0.55,-1,0,0,0,0,2,0,0,0,0,2,0,0,0,3
2022-09-05,16850,2,2,0,0,11,188,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,7
2022-09-06,16853,3,3,2,2,36,2111,0,59,2.79,29,1,8,12,0,9,1,0,1,0,18,1,8,3,6
2022-09-07,16857,4,4,1,1,30,1776,0,35,1.97,3,0,3,9,0,20,0,1,0,0,16,0,4,2,8
2022-09-08,16863,6,6,1,1,24,2998,0,75,2.5,22,0,4,0,0,49,1,0,0,0,1,0,3,3,17
2022-09-09,16877,14,14,0,0,9,416,1,8,1.92,1,0,0,1,0,6,0,0,0,0,1,0,0,0,8
2022-09-10,16883,6,6,0,0,11,183,0,1,0.55,0,0,0,0,0,1,0,0,0,0,2,0,0,0,9
2022-09-11,16885,2,2,0,0,6,143,0,2,1.4,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4
2022-09-12,16889,4,4,0,0,14,209,0,-4,-1.91,-5,0,0,0,0,1,0,0,0,0,5,1,0,0,8
2022-09-13,16895,6,6,0,0,10,128,0,5,3.91,0,0,0,0,0,5,0,0,0,0,4,0,0,0,6
2022-09-14,16899,4,4,0,0,16,124,0,3,2.42,2,0,1,0,0,0,0,0,0,0,8,1,1,0,6
2022-09-15,16901,2,2,0,0,13,155,0,3,1.94,0,0,0,0,0,3,0,0,0,0,1,0,0,1,11
2022-09-16,16912,11,11,0,0,16,175,0,1,0.57,0,0,0,1,0,0,0,0,0,0,7,0,0,3,6
2022-09-17,16917,5,5,0,0,9,56,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
2022-09-18,16919,2,2,0,0,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2022-09-19,16919,0,0,0,0,11,89,0,2,2.25,0,0,0,0,0,2,0,0,0,0,0,0,0,1,10
2022-09-20,16928,9,9,2,2,76,13597,3788,395,2.91,85,3,41,4,0,262,2,0,0,0,10,0,41,3,22
2022-09-21,16949,21,21,5,5,77,22436,4295,388,1.73,76,1,34,3,0,274,2,1,2,0,12,0,35,8,22
2022-09-22,16970,21,21,1,1,60,31486,6330,370,1.18,59,0,20,5,0,286,1,0,0,0,14,0,19,7,20
2022-09-23,16982,12,12,35,33,431,102096,7360,2533,2.48,401,16,161,176,0,1779,8,0,25,2,98,10,170,74,79
2022-09-24,17057,75,75,3,3,186,50267,1834,1000,1.99,134,3,48,49,0,766,0,2,1,0,62,0,55,22,47
2022-09-25,17098,41,41,1,1,64,8112,471,165,2.03,15,1,3,16,0,130,0,1,0,0,30,0,5,7,22
2022-09-26,17116,18,18,0,0,42,5141,527,107,2.08,16,0,4,11,0,76,0,0,0,0,17,1,7,2,15
2022-09-27,17126,10,10,3,3,75,37098,624,418,1.13,73,4,19,9,0,313,0,1,2,0,28,1,19,9,18
2022-09-28,17139,13,13,2,2,78,13977,1018,214,1.53,35,5,7,10,0,157,1,0,1,0,40,0,8,6,24
2022-09-29,17164,25,25,3,3,63,5093,252,134,2.63,18,1,8,11,0,96,3,0,0,0,22,0,8,5,28
2022-09-30,17186,22,22,1,1,51,3775,85,81,2.15,10,0,11,3,0,57,1,0,0,0,25,0,12,5,9
2022-10-01,17194,8,8,1,1,28,2634,53,80,3.04,5,1,8,17,0,49,1,0,0,0,10,0,8,0,10
2022-10-02,17196,2,2,0,0,72,2036,65,38,1.87,12,0,0,3,0,23,0,0,0,0,7,0,0,2,63
2022-10-03,17257,61,61,1,1,20,2925,256,33,1.13,0,0,0,2,0,31,1,0,0,0,5,1,0,1,13
2022-10-04,17256,-1,0,5,5,49,6339,90,135,2.13,22,0,11,8,0,94,1,2,2,0,13,0,12,3,21
2022-10-05,17260,4,4,2,2,43,5409,339,115,2.13,13,0,10,9,0,83,2,0,0,0,10,0,10,3,20
2022-10-06,17271,11,11,0,0,45,1217,144,49,4.03,3,0,2,3,0,41,0,0,0,0,26,0,3,3,13
2022-10-07,17286,15,15,2,2,48,3353,137,60,1.79,10,0,9,7,0,34,1,0,1,0,23,0,8,4,13
2022-10-08,17295,9,9,2,2,47,8860,48,179,2.02,35,0,22,37,0,85,2,0,0,0,8,0,23,2,14
2022-10-09,17294,-1,0,0,0,26,1592,26,30,1.88,3,0,2,5,0,20,0,0,0,0,7,0,2,0,17
2022-10-10,17305,11,11,3,3,66,9130,23,280,3.07,55,2,27,46,0,150,3,0,0,0,11,1,27,3,24
2022-10-11,17314,9,9,3,3,51,12721,23,221,1.74,49,4,16,24,0,128,2,0,1,0,13,1,17,4,16
2022-10-12,17311,-3,0,6,6,73,9665,45,216,2.23,44,2,24,18,0,128,2,2,2,0,7,0,24,4,38
2022-10-13,17350,39,39,9,9,91,21055,225,554,2.63,72,2,47,9,0,424,6,1,2,0,14,0,48,6,23
2022-10-14,17364,14,14,6,6,71,10991,631,475,4.32,69,3,28,6,0,369,4,1,1,0,25,0,31,7,8
2022-10-15,17369,5,5,4,4,42,6966,76,162,2.33,27,1,7,10,0,117,3,0,1,0,18,0,9,1,14
2022-10-16,17386,17,17,2,2,40,3862,33,116,3,18,0,15,10,0,73,2,0,0,0,5,0,15,2,18
2022-10-17,17394,8,8,3,3,44,7885,197,102,1.29,20,0,21,13,0,48,3,0,0,0,7,1,24,5,7
2022-10-18,17397,3,3,3,3,68,7245,85,214,2.95,43,2,26,15,0,128,1,1,1,0,12,1,26,5,24
2022-10-19,17432,35,35,1,1,85,5982,41,162,2.71,25,0,23,22,0,92,1,0,0,0,14,0,23,4,44
2022-10-20,17441,9,9,0,0,41,1330,33,65,4.89,8,0,11,8,0,38,0,0,0,0,12,0,11,3,15
2022-10-21,17420,-21,0,5,5,41,4280,340,121,2.83,15,3,13,9,0,81,3,0,2,0,12,1,13,2,13
2022-10-22,17429,9,9,1,1,19,2760,153,52,1.88,7,0,4,1,0,40,0,1,0,0,5,0,5,2,7
2022-10-23,17434,5,5,0,0,16,639,29,31,4.85,9,0,1,3,0,18,0,0,0,0,8,0,1,0,7
2022-10-24,17439,5,5,3,3,37,7959,46,263,3.3,20,2,9,61,0,171,2,0,1,0,8,0,9,3,17
2022-10-25,17458,19,19,5,5,51,11424,20,344,3.01,69,3,20,85,0,167,3,0,2,0,11,0,20,6,14
2022-10-26,17469,11,11,5,5,45,9799,254,291,2.97,54,0,22,33,0,182,5,0,0,0,7,0,22,5,11
2022-10-27,17476,7,7,6,6,69,11368,48,208,1.83,46,3,30,20,0,109,4,0,2,0,14,0,30,11,14
2022-10-28,17478,2,2,3,3,61,6570,203,161,2.45,25,1,21,17,0,97,1,1,1,0,24,0,21,5,11
2022-10-29,17480,2,2,1,1,32,4433,40,77,1.74,18,0,11,10,0,38,1,0,0,0,4,1,11,1,15
2022-10-30,17477,-3,0,0,0,35,763,16,29,3.8,5,1,0,4,0,19,0,0,0,0,6,0,0,1,28
2022-10-31,17509,32,32,2,2,65,3120,41,111,3.56,25,0,17,8,0,61,1,1,0,0,5,1,18,1,40
2022-11-01,17523,14,14,3,3,47,5218,22,170,3.26,38,3,14,8,0,107,1,0,2,0,7,0,14,1,25
2022-11-02,17507,-16,0,1,1,42,5565,13,110,1.98,16,0,8,4,0,82,1,0,0,0,20,0,8,5,9
2022-11-03,17506,-1,0,7,7,63,7976,1192,158,1.98,41,3,17,7,0,90,3,0,4,0,23,4,19,3,14
2022-11-04,17514,8,8,10,9,44,6533,495,182,2.79,42,5,16,20,0,99,4,0,5,1,12,1,16,6,9
2022-11-05,17511,-3,0,3,3,35,7726,25,97,1.26,18,1,13,6,0,59,2,1,0,0,8,0,13,2,12
2022-11-06,17510,-1,0,0,0,41,1153,7,42,3.64,13,0,2,1,0,26,0,0,0,0,4,0,2,1,34
