id,name,location,card_price,time,display,stage
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-12 09:00:00,True,['Published/Will be']
79686,Tiny Tigers - museum crafts for under 5s,Leeds City Museum,Free,2023-05-12 10:00:00,True,['Published/Will be']
80128,Meet & Make,Leeds Art Gallery,Free,2023-05-12 13:30:00,True,['Published/Will be']
81663,Circus Skills for All Ages & Abilities,Harehills Lane Baptist Church,From £9.50,2023-05-12 16:30:00,True,['Published/Will be']
77859,Lindy Fridays,Carriageworks Theatre,,2023-05-12 19:00:00,,
79690,Rory's Saturday Club - free crafts for families,Leeds City Museum,Free,2023-05-13 11:00:00,True,['Published/Will be']
79989,In Motion: Dance for Wheelchair Users,Northern Ballet,Free,2023-05-14 10:00:00,True,['Published/Will be']
79575,The Bad Mittens Sunday at Armley,Armley Leisure Centre,From £2.50,2023-05-14 12:00:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-05-15 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-15 09:00:00,True,['Published/Will be']
80715,Leeds International Organ Festival – Thomas Leech,Leeds Cathedral,Free,2023-05-15 13:15:00,True,['Published/Will be']
80929,Beginners Pilates Class,We Are Wellness,Free first beginner class,2023-05-15 17:30:00,True,['Published/Will be']
80978,Clubbercise ,New Farnley Community Centre,From £5,2023-05-15 19:10:00,,
76580,Library Socials,Various Locations,Free,2023-05-16 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-16 09:00:00,True,['Published/Will be']
79866,Opera North: The Pearl Fishers,Leeds Grand Theatre,From £15,2023-05-16 19:00:00,True,['Published/Will be']
80980,Clubbercise,Swinnow Community Centre,From £5,2023-05-16 19:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-17 09:00:00,True,['Published/Will be']
79768,Meditative Walks with Brahma Kumaris,Kirkstall Abbey,Free,2023-05-17 10:30:00,True,['Published/Will be']
80829,Wellbeing Wednesdays at Leeds Art Gallery ,Leeds Art Gallery,Free,2023-05-17 11:30:00,True,['Published/Will be']
79243,Lindy Hop Fundamentals,The Dance Studio Leeds,£32,2023-05-17 19:30:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-05-18 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-18 09:00:00,True,['Published/Will be']
81140,Overlooked Spotlight Tour,Leeds City Museum,Free,2023-05-18 12:00:00,True,['Published/Will be']
81153,BSL Overlooked Spotlight Tour,Leeds City Museum,Free,2023-05-18 14:00:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-05-19 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-19 09:00:00,True,['Published/Will be']
79686,Tiny Tigers - museum crafts for under 5s,Leeds City Museum,Free,2023-05-19 10:00:00,True,['Published/Will be']
80128,Meet & Make,Leeds Art Gallery,Free,2023-05-19 13:30:00,True,['Published/Will be']
81663,Circus Skills for All Ages & Abilities,Harehills Lane Baptist Church,From £9.50,2023-05-19 16:30:00,True,['Published/Will be']
77859,Lindy Fridays,Carriageworks Theatre,,2023-05-19 19:00:00,,
79690,Rory's Saturday Club - free crafts for families,Leeds City Museum,Free,2023-05-20 11:00:00,True,['Published/Will be']
79989,In Motion: Dance for Wheelchair Users,Northern Ballet,Free,2023-05-21 10:00:00,True,['Published/Will be']
79575,The Bad Mittens Sunday at Armley,Armley Leisure Centre,From £2.50,2023-05-21 12:00:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-05-22 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-22 09:00:00,True,['Published/Will be']
80716,Leeds International Organ Festival – Carlos Paterson,Leeds Cathedral,Free,2023-05-22 13:15:00,True,['Published/Will be']
80929,Beginners Pilates Class,We Are Wellness,Free first beginner class,2023-05-22 17:30:00,True,['Published/Will be']
80978,Clubbercise ,New Farnley Community Centre,From £5,2023-05-22 19:10:00,,
76580,Library Socials,Various Locations,Free,2023-05-23 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-23 09:00:00,True,['Published/Will be']
80980,Clubbercise,Swinnow Community Centre,From £5,2023-05-23 19:00:00,True,['Published/Will be']
80546,Leonkoro Quartet | Quartet in Residence,"The Venue, Leeds Conservatoire",,2023-05-23 19:30:00,,
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-24 09:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-05-24 09:00:00,True,['Published/Will be']
79768,Meditative Walks with Brahma Kumaris,Kirkstall Abbey,Free,2023-05-24 10:30:00,True,['Published/Will be']
80829,Wellbeing Wednesdays at Leeds Art Gallery ,Leeds Art Gallery,Free,2023-05-24 11:30:00,True,['Published/Will be']
82365,AcroYoga,Open Source Arts,Pay as you decide,2023-05-24 18:00:00,True,['Published/Will be']
79243,Lindy Hop Fundamentals,The Dance Studio Leeds,£32,2023-05-24 19:30:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-05-25 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-25 09:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-05-25 09:00:00,True,['Published/Will be']
79866,Opera North: The Pearl Fishers,Leeds Grand Theatre,From £15,2023-05-25 19:00:00,True,['Published/Will be']
81593,Lara Jones Ensō+ ,Leeds Train Station Concourse,Free,2023-05-26 06:00:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-05-26 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-26 09:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-05-26 09:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-05-26 10:00:00,,
79686,Tiny Tigers - museum crafts for under 5s,Leeds City Museum,Free,2023-05-26 10:00:00,True,['Published/Will be']
80128,Meet & Make,Leeds Art Gallery,Free,2023-05-26 13:30:00,True,['Published/Will be']
81663,Circus Skills for All Ages & Abilities,Harehills Lane Baptist Church,From £9.50,2023-05-26 16:30:00,True,['Published/Will be']
80214,World Island presents: Headlined and Curated by Gilles Peterson,Belgrave Music Hall and Canteen,,2023-05-26 17:00:00,,
77859,Lindy Fridays,Carriageworks Theatre,,2023-05-26 19:00:00,,
81593,Lara Jones Ensō+ ,Leeds Train Station Concourse,Free,2023-05-27 06:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-05-27 09:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-05-27 10:00:00,,
79690,Rory's Saturday Club - free crafts for families,Leeds City Museum,Free,2023-05-27 11:00:00,True,['Published/Will be']
81525,Kirkstall Abbey Markets,Kirkstall Abbey,Free,2023-05-27 11:00:00,True,['Published/Will be']
79866,Opera North: The Pearl Fishers,Leeds Grand Theatre,From £15,2023-05-27 19:00:00,True,['Published/Will be']
81625,Tom Remon,Northern Guitars,Free,2023-05-27 21:30:00,True,['Published/Will be']
81593,Lara Jones Ensō+ ,Leeds Train Station Concourse,Free,2023-05-28 06:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-05-28 09:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-05-28 10:00:00,,
79989,In Motion: Dance for Wheelchair Users,Northern Ballet,Free,2023-05-28 10:00:00,True,['Published/Will be']
78913,Slam Dunk Festival North 2023,Temple Newsam House and Estate,,2023-05-28 11:00:00,,
81525,Kirkstall Abbey Markets,Kirkstall Abbey,Free,2023-05-28 11:00:00,True,['Published/Will be']
79575,The Bad Mittens Sunday at Armley,Armley Leisure Centre,From £2.50,2023-05-28 12:00:00,True,['Published/Will be']
80218,Sunday Joint: Grifton Forbes Amos,The HiFi Club,,2023-05-28 19:30:00,,
76580,Library Socials,Various Locations,Free,2023-05-29 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-29 09:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-05-29 09:00:00,True,['Published/Will be']
81525,Kirkstall Abbey Markets,Kirkstall Abbey,Free,2023-05-29 11:00:00,True,['Published/Will be']
81335,JazzLeeds Takeover at the Welcome To Leeds Stage ,Welcome To Leeds Stage,Free,2023-05-29 13:00:00,True,
81596,"TANG Talks w/ Jasmine Myra, Fergus Quill, Ben Haskins & Olivia Cuttill",Headrow House,Free,2023-05-29 14:00:00,True,['Published/Will be']
80929,Beginners Pilates Class,We Are Wellness,Free first beginner class,2023-05-29 17:30:00,True,['Published/Will be']
80219,Vipertime Album Launch,Hyde Park Book Club,,2023-05-29 19:30:00,,['Already on']
76580,Library Socials,Various Locations,Free,2023-05-30 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-30 09:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-05-30 09:00:00,True,['Published/Will be']
79865,Opera North: Mozart's Requiem,Leeds Grand Theatre,,2023-05-30 19:00:00,,['Already on']
80980,Clubbercise,Swinnow Community Centre,From £5,2023-05-30 19:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-31 09:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-05-31 09:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-05-31 10:00:00,,
81460,Nature Reconnection with Forest School Plus,Herd Farm Residential and Activity Centre,From £18,2023-05-31 10:00:00,True,['Published/Will be']
79768,Meditative Walks with Brahma Kumaris,Kirkstall Abbey,Free,2023-05-31 10:30:00,True,['Published/Will be']
82365,AcroYoga,Open Source Arts,Pay as you decide,2023-05-31 18:00:00,True,['Published/Will be']
79866,Opera North: The Pearl Fishers,Leeds Grand Theatre,From £15,2023-05-31 19:00:00,True,['Published/Will be']
79243,Lindy Hop Fundamentals,The Dance Studio Leeds,£32,2023-05-31 19:30:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-06-01 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-06-01 09:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-06-01 09:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-06-01 10:00:00,,
81140,Overlooked Spotlight Tour,Leeds City Museum,Free,2023-06-01 12:00:00,True,['Published/Will be']
79865,Opera North: Mozart's Requiem,Leeds Grand Theatre,,2023-06-01 19:00:00,,['Already on']
76580,Library Socials,Various Locations,Free,2023-06-02 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-06-02 09:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-06-02 09:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-06-02 10:00:00,,
79686,Tiny Tigers - museum crafts for under 5s,Leeds City Museum,Free,2023-06-02 10:00:00,True,['Published/Will be']
80128,Meet & Make,Leeds Art Gallery,Free,2023-06-02 13:30:00,True,['Published/Will be']
77859,Lindy Fridays,Carriageworks Theatre,,2023-06-02 19:00:00,,
79866,Opera North: The Pearl Fishers,Leeds Grand Theatre,From £15,2023-06-02 19:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-06-03 09:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-06-03 10:00:00,,
79690,Rory's Saturday Club - free crafts for families,Leeds City Museum,Free,2023-06-03 11:00:00,True,['Published/Will be']
79865,Opera North: Mozart's Requiem,Leeds Grand Theatre,,2023-06-03 19:00:00,,['Already on']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-06-04 09:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-06-04 10:00:00,,
79989,In Motion: Dance for Wheelchair Users,Northern Ballet,Free,2023-06-04 10:00:00,True,['Published/Will be']
79575,The Bad Mittens Sunday at Armley,Armley Leisure Centre,From £2.50,2023-06-04 12:00:00,True,['Published/Will be']
81102,DeNada Dance - The Bull & the Moon,The Stanley & Audrey Burton Theatre,Free,2023-06-04 14:00:00,True,['Published/Will be']
81102,DeNada Dance - The Bull & the Moon,The Stanley & Audrey Burton Theatre,Free,2023-06-04 16:00:00,True,['Published/Will be']
79865,Opera North: Mozart's Requiem,Leeds Grand Theatre,,2023-06-04 19:00:00,,['Already on']
76580,Library Socials,Various Locations,Free,2023-06-05 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-06-05 09:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-06-05 09:00:00,True,['Published/Will be']
80717,Leeds International Organ Festival – Valerie Barr and Djordje Gajic,Leeds Cathedral,Free,2023-06-05 13:15:00,True,['Published/Will be']
80929,Beginners Pilates Class,We Are Wellness,Free first beginner class,2023-06-05 17:30:00,True,['Published/Will be']
80978,Clubbercise ,New Farnley Community Centre,From £5,2023-06-05 19:10:00,,
76580,Library Socials,Various Locations,Free,2023-06-06 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-06-06 09:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-06-06 09:00:00,True,['Published/Will be']
80980,Clubbercise,Swinnow Community Centre,From £5,2023-06-06 19:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-06-07 09:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-06-07 09:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-06-07 10:00:00,,
79768,Meditative Walks with Brahma Kumaris,Kirkstall Abbey,Free,2023-06-07 10:30:00,True,['Published/Will be']
80829,Wellbeing Wednesdays at Leeds Art Gallery ,Leeds Art Gallery,Free,2023-06-07 11:30:00,True,['Published/Will be']
79685,Keep Crafting - free adult crafts,Leeds City Museum,Free,2023-06-07 15:00:00,True,['Published/Will be']
82365,AcroYoga,Open Source Arts,Pay as you decide,2023-06-07 18:00:00,True,['Published/Will be']
79243,Lindy Hop Fundamentals,The Dance Studio Leeds,£32,2023-06-07 19:30:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-06-08 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-06-08 09:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-06-08 09:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-06-08 10:00:00,,
82356,The Buried Hoards and Ancient Archaeology around Lotherton,Lotherton Hall and Estate,From £5,2023-06-08 14:00:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-06-09 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-06-09 09:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-06-09 09:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-06-09 10:00:00,,
79686,Tiny Tigers - museum crafts for under 5s,Leeds City Museum,Free,2023-06-09 10:00:00,True,['Published/Will be']
82652,Soul Stitching,Space2,Free,2023-06-09 10:00:00,True,['Published/Will be']
80128,Meet & Make,Leeds Art Gallery,Free,2023-06-09 13:30:00,True,['Published/Will be']
81663,Circus Skills for All Ages & Abilities,Harehills Lane Baptist Church,From £9.50,2023-06-09 16:30:00,True,['Published/Will be']
77859,Lindy Fridays,Carriageworks Theatre,,2023-06-09 19:00:00,,
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-06-10 09:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-06-10 10:00:00,,
79690,Rory's Saturday Club - free crafts for families,Leeds City Museum,Free,2023-06-10 11:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-06-11 09:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-06-11 10:00:00,,
79989,In Motion: Dance for Wheelchair Users,Northern Ballet,Free,2023-06-11 10:00:00,True,['Published/Will be']
79575,The Bad Mittens Sunday at Armley,Armley Leisure Centre,From £2.50,2023-06-11 12:00:00,True,['Published/Will be']
82428,During Waking Hours - exhibition by Claire Oliver,Compact Contemporary,Free,2023-06-11 12:00:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-06-12 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-06-12 09:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-06-12 09:00:00,True,['Published/Will be']
82652,Soul Stitching,Space2,Free,2023-06-12 10:00:00,True,['Published/Will be']
80718,Leeds International Organ Festival – David Bendix Nielsen,Leeds Cathedral,Free,2023-06-12 13:15:00,True,['Published/Will be']
80929,Beginners Pilates Class,We Are Wellness,Free first beginner class,2023-06-12 17:30:00,True,['Published/Will be']
80978,Clubbercise ,New Farnley Community Centre,From £5,2023-06-12 19:10:00,,
76580,Library Socials,Various Locations,Free,2023-06-13 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-06-13 09:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-06-13 09:00:00,True,['Published/Will be']
82652,Soul Stitching,Space2,Free,2023-06-13 10:00:00,True,['Published/Will be']
80980,Clubbercise,Swinnow Community Centre,From £5,2023-06-13 19:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-06-14 09:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-06-14 09:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-06-14 10:00:00,,
82652,Soul Stitching,Space2,Free,2023-06-14 10:00:00,True,['Published/Will be']
79768,Meditative Walks with Brahma Kumaris,Kirkstall Abbey,Free,2023-06-14 10:30:00,True,['Published/Will be']
80829,Wellbeing Wednesdays at Leeds Art Gallery ,Leeds Art Gallery,Free,2023-06-14 11:30:00,True,['Published/Will be']
82428,During Waking Hours - exhibition by Claire Oliver,Compact Contemporary,Free,2023-06-14 14:00:00,True,['Published/Will be']
82320,Behind the Curtained Door,stage@leeds,from £5,2023-06-14 18:00:00,True,['Published/Will be']
82365,AcroYoga,Open Source Arts,Pay as you decide,2023-06-14 18:00:00,True,['Published/Will be']
80726,Leeds International Organ Festival – Kit Downes,Leeds Cathedral,Free,2023-06-14 19:00:00,True,['Published/Will be']
79243,Lindy Hop Fundamentals,The Dance Studio Leeds,£32,2023-06-14 19:30:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-06-15 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-06-15 09:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-06-15 09:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-06-15 10:00:00,,
82652,Soul Stitching,Space2,Free,2023-06-15 10:00:00,True,['Published/Will be']
81140,Overlooked Spotlight Tour,Leeds City Museum,Free,2023-06-15 12:00:00,True,['Published/Will be']
81153,BSL Overlooked Spotlight Tour,Leeds City Museum,Free,2023-06-15 14:00:00,True,['Published/Will be']
80567,Jess Gillam Ensemble,The Old Woollen,,2023-06-15 19:00:00,,
79029,Jess Gillam Ensemble,The Old Woollen,From £11,2023-06-15 20:00:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-06-16 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-06-16 09:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-06-16 09:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-06-16 10:00:00,,
79686,Tiny Tigers - museum crafts for under 5s,Leeds City Museum,Free,2023-06-16 10:00:00,True,['Published/Will be']
82652,Soul Stitching,Space2,Free,2023-06-16 10:00:00,True,['Published/Will be']
80128,Meet & Make,Leeds Art Gallery,Free,2023-06-16 13:30:00,True,['Published/Will be']
81663,Circus Skills for All Ages & Abilities,Harehills Lane Baptist Church,From £9.50,2023-06-16 16:30:00,True,['Published/Will be']
77859,Lindy Fridays,Carriageworks Theatre,,2023-06-16 19:00:00,,
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-06-17 09:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-06-17 10:00:00,,
79690,Rory's Saturday Club - free crafts for families,Leeds City Museum,Free,2023-06-17 11:00:00,True,['Published/Will be']
81256,Afrikan Market Leeds,Leeds West Indian Centre,Free,2023-06-17 11:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-06-18 09:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-06-18 10:00:00,,
82652,Soul Stitching,Space2,Free,2023-06-18 10:00:00,True,['Published/Will be']
79575,The Bad Mittens Sunday at Armley,Armley Leisure Centre,From £2.50,2023-06-18 12:00:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-06-19 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-06-19 09:00:00,True,['Published/Will be']
81971,Story of Leeds Jazz through the lens of Denis Dalby,Left Bank Leeds,Free,2023-06-19 09:00:00,True,['Published/Will be']
82261,Next Gen Undergraduate Show 2023,Leeds Arts University,Free,2023-06-19 10:00:00,True,['Published/Will be']
82652,Soul Stitching,Space2,Free,2023-06-19 10:00:00,True,['Published/Will be']
80720,Leeds International Organ Festival – Frederick Hohman,Leeds Cathedral,Free,2023-06-19 13:15:00,True,['Published/Will be']
80929,Beginners Pilates Class,We Are Wellness,Free first beginner class,2023-06-19 17:30:00,True,['Published/Will be']
80978,Clubbercise ,New Farnley Community Centre,From £5,2023-06-19 19:10:00,,
76580,Library Socials,Various Locations,Free,2023-06-20 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-06-20 09:00:00,True,['Published/Will be']
82261,Next Gen Undergraduate Show 2023,Leeds Arts University,Free,2023-06-20 10:00:00,True,['Published/Will be']
82652,Soul Stitching,Space2,Free,2023-06-20 10:00:00,True,['Published/Will be']
82583,Public Art Walk,The Stanley & Audrey Burton Gallery,Free,2023-06-20 17:30:00,True,['Published/Will be']
80980,Clubbercise,Swinnow Community Centre,From £5,2023-06-20 19:00:00,True,['Published/Will be']
80547,Leonkoro Quartet | Quartet in Residence,"The Venue, Leeds Conservatoire",,2023-06-20 19:30:00,,['Already on']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-06-21 09:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-06-21 10:00:00,,
82261,Next Gen Undergraduate Show 2023,Leeds Arts University,Free,2023-06-21 10:00:00,True,['Published/Will be']
82652,Soul Stitching,Space2,Free,2023-06-21 10:00:00,True,['Published/Will be']
79768,Meditative Walks with Brahma Kumaris,Kirkstall Abbey,Free,2023-06-21 10:30:00,True,['Published/Will be']
80829,Wellbeing Wednesdays at Leeds Art Gallery ,Leeds Art Gallery,Free,2023-06-21 11:30:00,True,['Published/Will be']
82365,AcroYoga,Open Source Arts,Pay as you decide,2023-06-21 18:00:00,True,['Published/Will be']
79243,Lindy Hop Fundamentals,The Dance Studio Leeds,£32,2023-06-21 19:30:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-06-22 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-06-22 09:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-06-22 10:00:00,,
82261,Next Gen Undergraduate Show 2023,Leeds Arts University,Free,2023-06-22 10:00:00,True,['Published/Will be']
82652,Soul Stitching,Space2,Free,2023-06-22 10:00:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-06-23 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-06-23 09:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-06-23 10:00:00,,
79686,Tiny Tigers - museum crafts for under 5s,Leeds City Museum,Free,2023-06-23 10:00:00,True,['Published/Will be']
82261,Next Gen Undergraduate Show 2023,Leeds Arts University,Free,2023-06-23 10:00:00,True,['Published/Will be']
82278,Beyond 2023: Exploring our collective ambition for culture to 2030,Left Bank Leeds,Free,2023-06-23 10:00:00,True,['Published/Will be']
82652,Soul Stitching,Space2,Free,2023-06-23 10:00:00,True,['Published/Will be']
80128,Meet & Make,Leeds Art Gallery,Free,2023-06-23 13:30:00,True,['Published/Will be']
81663,Circus Skills for All Ages & Abilities,Harehills Lane Baptist Church,From £9.50,2023-06-23 16:30:00,True,['Published/Will be']
77859,Lindy Fridays,Carriageworks Theatre,,2023-06-23 19:00:00,,
79389,Antibodies,The Tetley ,Free,2023-06-24 10:00:00,,
79558,Petal Power Print Exhibition,The Craft Centre and Design Gallery,Free,2023-06-24 10:00:00,True,['Published/Will be']
82261,Next Gen Undergraduate Show 2023,Leeds Arts University,Free,2023-06-24 10:00:00,True,['Published/Will be']
82652,Soul Stitching,Space2,Free,2023-06-24 10:00:00,True,['Published/Will be']
79690,Rory's Saturday Club - free crafts for families,Leeds City Museum,Free,2023-06-24 11:00:00,True,['Published/Will be']
81525,Kirkstall Abbey Markets,Kirkstall Abbey,Free,2023-06-24 11:00:00,True,['Published/Will be']
79389,Antibodies,The Tetley ,Free,2023-06-25 10:00:00,,
79558,Petal Power Print Exhibition,The Craft Centre and Design Gallery,Free,2023-06-25 10:00:00,True,['Published/Will be']
79989,In Motion: Dance for Wheelchair Users,Northern Ballet,Free,2023-06-25 10:00:00,True,['Published/Will be']
82652,Soul Stitching,Space2,Free,2023-06-25 10:00:00,True,['Published/Will be']
81525,Kirkstall Abbey Markets,Kirkstall Abbey,Free,2023-06-25 11:00:00,True,['Published/Will be']
82428,During Waking Hours - exhibition by Claire Oliver,Compact Contemporary,Free,2023-06-25 11:00:00,True,['Published/Will be']
