id,name,location,card_price,time,display,stage
77859,Lindy Fridays,Carriageworks Theatre,,2023-04-28 19:00:00,,
79690,Rory's Saturday Club - free crafts for families,Leeds City Museum,Free,2023-04-29 11:00:00,True,['Published/Will be']
81525,Kirkstall Abbey Markets,Kirkstall Abbey,Free,2023-04-29 11:00:00,True,['Published/Will be']
76447,Rothwell Temperance Band | Leeds Best of Brass 2022/2023,Morley Town Hall,From £10,2023-04-29 19:30:00,True,['Published/Will be']
79989,In Motion: Dance for Wheelchair Users,Northern Ballet,Free,2023-04-30 10:00:00,True,['Published/Will be']
81525,Kirkstall Abbey Markets,Kirkstall Abbey,Free,2023-04-30 11:00:00,True,['Published/Will be']
79575,The Bad Mittens Sunday at Armley,Armley Leisure Centre,From £2.50,2023-04-30 12:00:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-05-01 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-01 09:00:00,True,['Published/Will be']
81525,Kirkstall Abbey Markets,Kirkstall Abbey,Free,2023-05-01 11:00:00,True,['Published/Will be']
80929,Beginners Pilates Class,We Are Wellness,Free first beginner class,2023-05-01 17:30:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-05-02 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-02 09:00:00,True,['Published/Will be']
80980,Clubbercise,Swinnow Community Centre,From £5,2023-05-02 19:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-03 09:00:00,True,['Published/Will be']
79768,Meditative Walks with Brahma Kumaris,Kirkstall Abbey,Free,2023-05-03 10:30:00,True,['Published/Will be']
80829,Wellbeing Wednesdays at Leeds Art Gallery ,Leeds Art Gallery,Free,2023-05-03 11:30:00,True,['Published/Will be']
79685,Keep Crafting - free adult crafts,Leeds City Museum,Free,2023-05-03 15:00:00,True,['Published/Will be']
79223,Solem Quartet | LICS on Tour 2022/23,Mill Hill Chapel,,2023-05-03 19:30:00,,['Already on']
79243,Lindy Hop Fundamentals,The Dance Studio Leeds,£32,2023-05-03 19:30:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-05-04 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-04 09:00:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-05-05 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-05 09:00:00,True,['Published/Will be']
79686,Tiny Tigers - museum crafts for under 5s,Leeds City Museum,Free,2023-05-05 10:00:00,True,['Published/Will be']
80128,Meet & Make,Leeds Art Gallery,Free,2023-05-05 13:30:00,True,['Published/Will be']
81663,Circus Skills for All Ages & Abilities,Harehills Lane Baptist Church,From £9.50,2023-05-05 16:30:00,True,['Published/Will be']
77859,Lindy Fridays,Carriageworks Theatre,,2023-05-05 19:00:00,,
81096,Northern Ballet - Sketches,The Stanley & Audrey Burton Theatre,,2023-05-05 19:30:00,,['Already on']
79690,Rory's Saturday Club - free crafts for families,Leeds City Museum,Free,2023-05-06 11:00:00,True,['Published/Will be']
79989,In Motion: Dance for Wheelchair Users,Northern Ballet,Free,2023-05-07 10:00:00,True,['Published/Will be']
79575,The Bad Mittens Sunday at Armley,Armley Leisure Centre,From £2.50,2023-05-07 12:00:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-05-08 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-08 09:00:00,True,['Published/Will be']
80929,Beginners Pilates Class,We Are Wellness,Free first beginner class,2023-05-08 17:30:00,True,['Published/Will be']
80978,Clubbercise ,New Farnley Community Centre,From £5,2023-05-08 19:10:00,,
76580,Library Socials,Various Locations,Free,2023-05-09 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-09 09:00:00,True,['Published/Will be']
80714,Leeds International Organ Festival – Benjamin Saunders,Leeds Cathedral,Free,2023-05-09 13:15:00,True,['Published/Will be']
80980,Clubbercise,Swinnow Community Centre,From £5,2023-05-09 19:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-10 09:00:00,True,['Published/Will be']
79768,Meditative Walks with Brahma Kumaris,Kirkstall Abbey,Free,2023-05-10 10:30:00,True,['Published/Will be']
80829,Wellbeing Wednesdays at Leeds Art Gallery ,Leeds Art Gallery,Free,2023-05-10 11:30:00,True,['Published/Will be']
79243,Lindy Hop Fundamentals,The Dance Studio Leeds,£32,2023-05-10 19:30:00,True,['Published/Will be']
76802,Manchester Collective – Rosewood,Howard Assembly Room,From £16,2023-05-10 19:45:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-05-11 09:00:00,True,['Published/Will be']
80636,Wise Women ,"Leeds School of Arts Building, Leeds Beckett University",Free,2023-05-11 09:00:00,True,['Published/Will be']
76580,Library Socials,Various Locations,Free,2023-05-12 09:00:00,True,['Published/Will be']
