datetime,ward_code
2022-05-12 12:00:00,E05011390
2022-05-12 17:00:00,E05001357
2022-05-12 17:00:00,E05011387
2022-05-12 17:00:00,E05011402
2022-05-12 17:00:00,E05011403
2022-05-12 17:00:00,E05011403
2022-05-12 17:00:00,E05011403
2022-05-12 17:00:00,E05011409
2022-05-12 18:00:00,E05011402
2022-05-12 18:00:00,E05011403
2022-05-12 18:00:00,E05011403
2022-05-12 18:00:00,E05011407
2022-05-14 13:00:00,E05011395
2022-05-14 14:00:00,E05011395
2022-05-14 14:00:00,E05011395
2022-05-14 14:00:00,E05011395
2022-05-14 14:00:00,E05011395
2022-05-14 15:00:00,E05011395
2022-05-16 16:00:00,E05012842
2022-05-16 16:00:00,E05012842
2022-05-16 17:00:00,E05011390
2022-05-16 17:00:00,E05011390
2022-05-16 17:00:00,E05011390
2022-05-16 17:00:00,E05011397
2022-05-16 17:00:00,E05011399
2022-05-16 17:00:00,E05011411
2022-05-16 17:00:00,E05012842
2022-05-16 17:00:00,E05012842
2022-05-16 17:00:00,E05012842
2022-05-16 17:00:00,E05012842
2022-05-16 17:00:00,E05012842
2022-05-16 17:00:00,UNKNOWN
2022-05-18 17:00:00,E05001401
2022-05-18 17:00:00,E05011387
2022-05-18 17:00:00,E05011387
2022-05-18 17:00:00,E05011387
2022-05-18 17:00:00,E05011387
2022-05-18 17:00:00,E05011387
2022-05-18 17:00:00,E05011387
2022-05-18 17:00:00,E05011396
2022-05-18 17:00:00,E05011413
2022-05-18 17:00:00,E05011413
2022-05-18 18:00:00,UNKNOWN
2022-05-18 18:00:00,UNKNOWN
2022-05-20 17:00:00,E05010315
2022-05-20 17:00:00,E05011397
2022-05-20 17:00:00,E05011397
2022-05-20 17:00:00,E05011397
2022-05-20 17:00:00,E05011402
2022-05-20 17:00:00,E05011413
2022-05-20 17:00:00,E05011413
2022-05-20 17:00:00,E05011413
2022-05-20 17:00:00,E05011413
2022-05-20 17:00:00,E05011413
2022-05-20 17:00:00,E05011413
2022-05-20 18:00:00,E05011413
2022-05-20 18:00:00,E05011413
2022-05-24 17:00:00,E05011399
2022-05-24 17:00:00,E05011402
2022-05-24 17:00:00,E05011413
2022-05-24 18:00:00,E05011336
2022-05-24 18:00:00,E05011399
2022-05-24 18:00:00,E05011403
2022-05-24 18:00:00,E05011403
2022-05-24 18:00:00,E05011403
2022-05-24 19:00:00,E05011385
2022-05-24 19:00:00,E05011385
2022-05-24 19:00:00,E05011394
2022-05-24 19:00:00,E05011399
2022-05-24 19:00:00,E05011404
2022-05-24 19:00:00,E05011404
2022-05-24 19:00:00,E05011404
2022-05-24 19:00:00,E05011404
2022-05-24 19:00:00,E05011404
2022-05-24 19:00:00,E05011409
2022-05-24 19:00:00,E05011547
2022-05-24 19:00:00,E05012647
2022-05-27 17:00:00,E05011388
2022-05-27 17:00:00,E05011388
2022-05-27 17:00:00,E05011397
2022-05-27 17:00:00,E05011399
2022-05-30 16:00:00,E05011385
2022-05-30 16:00:00,E05011385
2022-05-30 16:00:00,E05011403
2022-05-30 16:00:00,UNKNOWN
2022-05-30 17:00:00,E05011385
