datetime,ward_code
2022-05-30 17:00:00,E05011413
2022-05-31 17:00:00,E05011390
2022-05-31 17:00:00,E05011390
2022-05-31 17:00:00,E05011390
2022-05-31 17:00:00,E05011390
2022-05-31 17:00:00,E05011390
2022-05-31 17:00:00,E05011390
2022-05-31 17:00:00,E05012842
2022-05-31 18:00:00,E05011385
2022-06-06 17:00:00,E05011547
2022-06-06 17:00:00,E05012841
2022-06-06 18:00:00,E05011413
2022-06-06 18:00:00,E05011413
2022-06-06 18:00:00,E05011547
2022-06-06 18:00:00,E05012841
2022-06-10 16:00:00,E05011403
2022-06-10 16:00:00,E05011549
2022-06-10 16:00:00,E05011549
2022-06-10 18:00:00,E05011549
2022-06-14 17:00:00,E05010060
2022-06-14 17:00:00,E05011387
2022-06-14 17:00:00,E05011387
2022-06-14 17:00:00,E05011387
2022-06-14 17:00:00,E05011387
2022-06-14 17:00:00,E05011387
2022-06-14 17:00:00,E05011389
2022-06-14 17:00:00,E05011389
2022-06-14 17:00:00,E05011389
2022-06-14 17:00:00,E05011389
2022-06-14 17:00:00,E05011389
2022-06-14 17:00:00,E05011389
2022-06-14 17:00:00,E05011389
2022-06-14 17:00:00,E05011389
2022-06-14 17:00:00,E05011389
2022-06-14 17:00:00,E05011389
2022-06-14 17:00:00,E05011389
2022-06-14 17:00:00,E05011389
2022-06-14 17:00:00,E05011389
2022-06-14 17:00:00,E05011389
2022-06-14 17:00:00,E05011405
2022-06-14 17:00:00,E05011407
2022-06-14 17:00:00,E05011409
2022-06-14 17:00:00,E05011409
2022-06-14 17:00:00,E05011547
2022-06-14 18:00:00,E05011389
2022-06-14 18:00:00,E05011389
2022-06-16 16:00:00,E05011390
2022-06-16 16:00:00,E05011394
2022-06-16 16:00:00,E05012841
2022-06-16 17:00:00,E05011413
2022-06-16 18:00:00,E05011400
2022-06-16 18:00:00,E05011406
2022-06-18 16:00:00,UNKNOWN
2022-06-18 17:00:00,E05011315
2022-06-18 17:00:00,E05011397
2022-06-18 17:00:00,E05011397
2022-06-18 17:00:00,E05011397
2022-06-18 17:00:00,E05011397
2022-06-18 17:00:00,E05011397
2022-06-18 17:00:00,E05011397
2022-06-18 17:00:00,E05011397
2022-06-18 17:00:00,E05011397
2022-06-18 17:00:00,E05011397
2022-06-18 17:00:00,E05011397
2022-06-18 17:00:00,E05011397
2022-06-18 17:00:00,E05011397
2022-06-18 17:00:00,E05011397
2022-06-18 17:00:00,E05011397
2022-06-18 17:00:00,E05011402
2022-06-18 17:00:00,E05011413
2022-06-18 17:00:00,E05011413
2022-06-18 17:00:00,E05011413
2022-06-18 17:00:00,E05011413
2022-06-18 17:00:00,E05011413
2022-06-18 17:00:00,E05011413
2022-06-18 17:00:00,E05011413
2022-06-18 17:00:00,E05011413
2022-06-18 17:00:00,E05012841
2022-06-18 17:00:00,UNKNOWN
2022-06-18 17:00:00,UNKNOWN
2022-06-18 17:00:00,UNKNOWN
2022-06-18 18:00:00,E05011397
2022-06-18 18:00:00,E05011397
2022-06-18 18:00:00,E05011402
2022-06-18 18:00:00,E05011403
2022-06-20 17:00:00,E05011390
2022-06-20 17:00:00,E05011391
2022-06-20 17:00:00,E05011391
2022-06-20 17:00:00,UNKNOWN
2022-06-20 18:00:00,E05011391
2022-06-20 18:00:00,E05011397
2022-06-22 17:00:00,E05011406
2022-06-22 17:00:00,E05011406
2022-06-22 17:00:00,E05011406
2022-06-22 17:00:00,E05011406
2022-06-22 17:00:00,E05011406
2022-06-22 17:00:00,E05011406
2022-06-22 17:00:00,E05011407
2022-06-22 17:00:00,E05011407
2022-06-22 17:00:00,E05011407
2022-06-22 17:00:00,E05011407
2022-06-22 17:00:00,E05011407
2022-06-22 17:00:00,E05011407
2022-06-22 18:00:00,E05011407
2022-06-24 17:00:00,E05011389
2022-06-24 17:00:00,E05011389
2022-06-24 17:00:00,E05011403
2022-06-24 17:00:00,E05011409
2022-06-24 17:00:00,E05011409
2022-06-24 17:00:00,E05011409
2022-06-24 17:00:00,E05011409
2022-06-24 17:00:00,E05011409
2022-06-24 17:00:00,E05011409
2022-06-24 17:00:00,E05011409
2022-06-24 17:00:00,E05011409
2022-06-24 17:00:00,E05011409
2022-06-24 18:00:00,E05011409
2022-06-28 17:00:00,E05011385
2022-06-28 17:00:00,E05011390
2022-06-28 17:00:00,E05011391
2022-06-28 17:00:00,E05011394
2022-06-28 17:00:00,E05011400
2022-06-28 17:00:00,E05011400
2022-06-28 17:00:00,E05013831
2022-06-28 17:00:00,E05013831
2022-06-28 17:00:00,E05013831
2022-06-28 17:00:00,UNKNOWN
2022-06-28 17:00:00,UNKNOWN
2022-06-28 18:00:00,E05011390
2022-06-28 18:00:00,E05011390
2022-06-28 18:00:00,E05011391
2022-06-28 18:00:00,E05011394
2022-06-28 18:00:00,E05011400
2022-06-28 18:00:00,E05011400
2022-06-28 18:00:00,E05011411
2022-06-28 18:00:00,E05011547
2022-06-30 17:00:00,E05011336
2022-06-30 17:00:00,E05011345
2022-06-30 17:00:00,E05011414
2022-06-30 17:00:00,E05011414
2022-06-30 17:00:00,E05011414
2022-07-03 14:00:00,E05011401
2022-07-03 14:00:00,E05011407
2022-07-03 14:00:00,E05013830
2022-07-06 17:00:00,E05011390
2022-07-06 17:00:00,E05011390
2022-07-06 17:00:00,E05011390
2022-07-06 17:00:00,E05011390
2022-07-06 17:00:00,E05011405
2022-07-06 17:00:00,E05011413
2022-07-06 17:00:00,UNKNOWN
2022-07-06 19:00:00,UNKNOWN
2022-07-08 17:00:00,E05011410
2022-07-08 17:00:00,E05011410
2022-07-08 17:00:00,E05011410
2022-07-13 17:00:00,E05001403
2022-07-13 17:00:00,E05001403
2022-07-13 17:00:00,E05011384
2022-07-13 17:00:00,E05011384
2022-07-13 17:00:00,E05011394
2022-07-13 17:00:00,E05011399
2022-07-13 17:00:00,E05011404
2022-07-13 17:00:00,E05011404
2022-07-13 17:00:00,E05011404
2022-07-13 17:00:00,E05011410
2022-07-13 17:00:00,E05012647
2022-07-13 17:00:00,E05013831
2022-07-14 17:00:00,E05001462
2022-07-14 17:00:00,E05012648
2022-07-14 17:00:00,E05012648
2022-07-14 17:00:00,UNKNOWN
2022-07-14 17:00:00,UNKNOWN
2022-07-20 17:00:00,E05011385
2022-07-20 17:00:00,E05011406
2022-07-20 17:00:00,E05011406
2022-07-20 17:00:00,E05011406
2022-07-20 17:00:00,E05011406
2022-07-20 17:00:00,E05011406
2022-07-20 17:00:00,E05011406
2022-07-20 17:00:00,E05011406
2022-07-20 17:00:00,E05011406
2022-07-20 17:00:00,E05011406
2022-07-21 16:00:00,E05011402
2022-07-21 16:00:00,E05011402
2022-07-21 16:00:00,E05011402
2022-07-21 16:00:00,E05011547
2022-07-21 16:00:00,E05011547
2022-07-21 16:00:00,E05011547
2022-07-21 16:00:00,E05012842
2022-07-21 18:00:00,E05001366
2022-07-21 18:00:00,E05001366
2022-07-21 18:00:00,E05001366
2022-07-21 18:00:00,E05010857
2022-07-21 18:00:00,E05011402
2022-07-21 18:00:00,E05011402
2022-07-21 18:00:00,E05011402
2022-07-21 18:00:00,E05011402
2022-07-21 18:00:00,E05011402
2022-07-21 18:00:00,E05011402
2022-07-21 18:00:00,E05011402
2022-07-21 18:00:00,E05011547
2022-07-21 18:00:00,UNKNOWN
2022-07-22 17:00:00,E05011391
2022-07-22 17:00:00,E05013831
2022-07-22 17:00:00,E05013831
2022-07-22 18:00:00,E05011401
2022-07-22 18:00:00,E05013830
2022-07-22 18:00:00,E05013831
2022-07-22 18:00:00,E05013831
2022-07-22 19:00:00,E05013831
2022-07-22 19:00:00,E05013831
2022-07-22 19:00:00,E05013831
2022-07-26 17:00:00,E05011396
2022-07-26 17:00:00,E05011396
2022-07-27 16:00:00,UNKNOWN
2022-07-27 16:00:00,UNKNOWN
2022-07-27 16:00:00,UNKNOWN
2022-07-27 16:00:00,UNKNOWN
2022-07-27 16:00:00,UNKNOWN
2022-07-27 16:00:00,UNKNOWN
2022-07-27 17:00:00,UNKNOWN
2022-08-02 17:00:00,E05001445
2022-08-02 17:00:00,E05001446
2022-08-02 17:00:00,E05011401
2022-08-02 17:00:00,E05011401
2022-08-02 17:00:00,E05011401
2022-08-02 17:00:00,E05011401
2022-08-02 17:00:00,E05011401
2022-08-02 17:00:00,E05011401
2022-08-02 17:00:00,E05011401
2022-08-02 17:00:00,E05011401
2022-08-02 17:00:00,E05011401
2022-08-02 17:00:00,E05011401
2022-08-02 17:00:00,E05011401
2022-08-02 17:00:00,E05011401
2022-08-02 17:00:00,E05011401
2022-08-02 17:00:00,E05011401
2022-08-02 17:00:00,E05011401
2022-08-02 17:00:00,E05011401
2022-08-02 17:00:00,E05011401
2022-08-03 17:00:00,E05001390
2022-08-03 17:00:00,E05011384
2022-08-03 17:00:00,E05011384
2022-08-03 17:00:00,E05011384
2022-08-03 17:00:00,E05011384
2022-08-03 17:00:00,E05011384
2022-08-03 17:00:00,E05011384
2022-08-03 17:00:00,E05011384
2022-08-03 17:00:00,E05011384
2022-08-03 17:00:00,E05011384
2022-08-03 17:00:00,E05011407
2022-08-03 17:00:00,E05011407
2022-08-03 17:00:00,E05011407
2022-08-08 17:00:00,E05011388
2022-08-08 18:00:00,E05011388
2022-08-08 18:00:00,E05011388
2022-08-30 17:00:00,E05011390
2022-08-30 17:00:00,E05011405
2022-08-30 17:00:00,E05011413
2022-08-30 17:00:00,E05011413
2022-08-30 17:00:00,E05011547
2022-08-30 17:00:00,E05011547
2022-08-30 17:00:00,E05012841
2022-08-30 17:00:00,E05012841
2022-08-30 17:00:00,E05012841
2022-08-30 17:00:00,E05012841
2022-08-30 17:00:00,E05012841
2022-08-30 17:00:00,E05012841
2022-08-30 17:00:00,E05012841
