date_submitted,la_code,ward_code,artist_age_group,artwork_medium,source
2022-10-31,E06000010,E05011536,under16,photo,leeds2023Event
2022-10-31,E06000010,E05011536,under16,photo,leeds2023Event
2022-10-31,E06000010,E05011542,under16,photo,leeds2023Event
2022-10-31,E06000010,E05011542,under16,photo,leeds2023Event
2022-10-31,E06000010,E05011542,under16,photo,leeds2023Event
2022-10-31,E06000010,E05011542,under16,photo,leeds2023Event
2022-10-31,E06000010,E05011542,under16,photo,leeds2023SocialMedia
2022-10-31,E07000169,E05010058,under16,photo,leeds2023Event
2022-10-31,E07000169,E05010058,under16,photo,leeds2023Event
2022-10-31,E07000173,E05009703,under16,photo,leeds2023Event
2022-10-31,E08000002,E05014165,under16,photo,leeds2023Event
2022-10-31,E08000032,E05001346,25-29,photo,leeds2023Event
2022-10-31,E08000032,E05001348,under16,photo,leeds2023Event
2022-10-31,E08000032,E05001348,under16,photo,leeds2023SocialMedia
2022-10-31,E08000032,E05001363,under16,photo,leeds2023Event
2022-10-31,E08000032,E05001365,under16,photo,leeds2023Event
2022-10-31,E08000032,E05001365,under16,photo,leeds2023Event
2022-10-31,E08000032,E05001366,under16,photo,leeds2023Event
2022-10-31,E08000032,E05001366,under16,photo,leeds2023Event
2022-10-31,E08000032,E05001366,under16,photo,leeds2023Event
2022-10-31,E08000034,E05001392,under16,photo,leeds2023Event
2022-10-31,E08000034,E05001393,under16,photo,leeds2023Event
2022-10-31,E08000034,E05001400,40-44,photo,leeds2023Event
2022-10-31,E08000034,E05001407,under16,photo,leeds2023Event
2022-10-31,E08000035,E05011387,under16,photo,leeds2023Event
2022-10-31,E08000035,E05011389,35-39,photo,media
2022-10-31,E08000035,E05011396,unspecified,photo,leeds2023Event
2022-10-31,E08000035,E05011399,under16,photo,leeds2023Event
2022-10-31,E08000035,E05011399,under16,photo,leeds2023Event
2022-10-31,E08000035,E05011401,under16,photo,leeds2023Event
2022-10-31,E08000035,E05011401,under16,photo,leeds2023Event
2022-10-31,E08000035,E05011402,45-49,photo,leeds2023Website
2022-10-31,E08000035,E05011403,under16,photo,leeds2023Event
2022-10-31,E08000035,E05011404,30-34,photo,leeds2023Event
2022-10-31,E08000035,E05011404,under16,photo,leeds2023Event
2022-10-31,E08000035,E05011404,under16,photo,leeds2023Event
2022-10-31,E08000035,E05011404,unspecified,photo,leeds2023Event
2022-10-31,E08000035,E05011407,under16,photo,leeds2023Event
2022-10-31,E08000035,E05011407,under16,photo,leeds2023Event
2022-10-31,E08000035,E05011407,unspecified,photo,leeds2023Event
2022-10-31,E08000035,E05011407,unspecified,photo,leeds2023Event
2022-10-31,E08000035,E05011407,unspecified,photo,leeds2023Event
2022-10-31,E08000035,E05011410,under16,photo,leeds2023Event
2022-10-31,E08000035,E05011411,40-44,photo,leeds2023SocialMedia
2022-10-31,E08000035,E05011411,under16,photo,leeds2023Event
2022-10-31,E08000035,E05011411,under16,photo,leeds2023Event
2022-10-31,E08000035,E05011411,under16,photo,leeds2023Event
2022-10-31,E08000035,E05011414,under16,photo,leeds2023Event
2022-10-31,E08000035,E05011547,under16,photo,leeds2023Event
2022-10-31,E08000035,E05012647,under16,photo,leeds2023Event
2022-10-31,E08000035,E05012647,under16,photo,leeds2023Event
2022-10-31,E08000035,E05012647,unspecified,photo,leeds2023Event
2022-10-31,E08000035,E05012842,under16,photo,leeds2023Event
2022-10-31,E08000036,E05001445,under16,photo,leeds2023Event
2022-10-31,E08000036,E05001460,unspecified,photo,leeds2023Event
2022-10-31,E08000036,E05001463,30-34,photo,throughCulturalOrArtsOrg
2022-10-31,E09000012,E05009386,35-39,photo,throughCollegeOrUniversity
2022-10-31,NOT_PROVIDED,NOT_PROVIDED,under16,photo,leeds2023Event
2022-10-31,NOT_PROVIDED,NOT_PROVIDED,under16,photo,leeds2023Event
2022-10-31,NOT_PROVIDED,NOT_PROVIDED,under16,photo,leeds2023Event
2022-10-31,NOT_PROVIDED,NOT_PROVIDED,under16,photo,leeds2023Event
2022-10-31,NOT_PROVIDED,NOT_PROVIDED,under16,photo,leeds2023Event
2022-10-31,NOT_PROVIDED,NOT_PROVIDED,under16,photo,leeds2023Event
2022-10-31,NOT_PROVIDED,NOT_PROVIDED,under16,photo,leeds2023Event
2022-10-31,NOT_PROVIDED,NOT_PROVIDED,under16,photo,leeds2023Event
2022-10-31,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-10-31,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-10-31,UNKNOWN,UNKNOWN,under16,photo,leeds2023Event
2022-11-01,E07000224,E05009802,65-69,photo,recommendedByFriendOrFamily
2022-11-01,E08000032,E05001349,40-44,photo,other
2022-11-01,E08000032,E05001362,16-19,photo,throughCollegeOrUniversity
2022-11-01,E08000035,E05011388,20-24,photo,recommendedByFriendOrFamily
2022-11-01,E08000035,E05011390,45-49,photo,throughCulturalOrArtsOrg
2022-11-01,E08000035,E05011400,25-29,photo,recommendedByFriendOrFamily
2022-11-01,E08000035,E05011402,30-34,photo,leeds2023SocialMedia
2022-11-01,E08000035,E05011402,under16,photo,leeds2023Event
2022-11-01,E08000035,E05011405,35-39,photo,leeds2023SocialMedia
2022-11-01,E08000035,E05011405,under16,photo,leeds2023SocialMedia
2022-11-01,E08000035,E05011406,under16,photo,leeds2023Event
2022-11-01,E08000035,E05011409,30-34,photo,leeds2023Event
2022-11-01,E08000035,E05011547,60-64,photo,media
2022-11-01,E08000035,E05013831,25-29,photo,leeds2023SocialMedia
2022-11-01,NOT_PROVIDED,NOT_PROVIDED,under16,photo,leeds2023Event
2022-11-01,UNKNOWN,UNKNOWN,unspecified,photo,leeds2023Event
2022-11-02,E08000034,E05001393,40-44,photo,media
2022-11-02,E08000035,E05011384,40-44,photo,leeds2023SocialMedia
2022-11-02,E08000035,E05011390,25-29,photo,leeds2023Event
2022-11-02,E08000035,E05011402,20-24,photo,leeds2023Website
2022-11-02,E08000035,E05011402,25-29,photo,leeds2023Website
2022-11-02,E08000035,E05011402,30-34,photo,communityEventOrOrg
2022-11-02,E08000035,E05011403,20-24,photo,leeds2023Event
2022-11-02,E08000035,E05011403,65-69,media,leeds2023SocialMedia
2022-11-02,E08000035,E05011407,70-74,photo,throughCollegeOrUniversity
2022-11-02,E08000035,E05011413,50-54,photo,workplace
2022-11-02,E08000035,E05011547,45-49,photo,communityEventOrOrg
2022-11-02,E08000035,E05012648,45-49,media,communityEventOrOrg
2022-11-02,E08000035,E05012648,45-49,media,communityEventOrOrg
2022-11-02,E08000035,E05012842,55-59,photo,recommendedByFriendOrFamily
2022-11-02,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,advertising
2022-11-02,UNKNOWN,UNKNOWN,unspecified,photo,
2022-11-03,E08000010,E05000859,under16,photo,throughCulturalOrArtsOrg
2022-11-03,E08000010,E05000859,under16,photo,throughCulturalOrArtsOrg
2022-11-03,E08000035,E05011390,20-24,photo,recommendedByFriendOrFamily
2022-11-03,E08000035,E05011397,25-29,photo,leeds2023Event
2022-11-03,E08000035,E05011404,under16,photo,throughSchool
2022-11-03,E08000035,E05011411,60-64,photo,leeds2023SocialMedia
2022-11-03,E08000035,E05011547,45-49,photo,communityEventOrOrg
2022-11-03,E08000035,E05011549,under16,photo,media
2022-11-03,E08000035,E05011549,under16,photo,media
2022-11-03,E08000035,E05012842,35-39,photo,recommendedByFriendOrFamily
2022-11-03,E08000035,E05013831,30-34,photo,recommendedByFriendOrFamily
2022-11-03,UNKNOWN,UNKNOWN,25-29,photo,workplace
2022-11-04,E08000032,E05001348,60-64,photo,recommendedByFriendOrFamily
2022-11-04,E08000032,E05001348,60-64,photo,recommendedByFriendOrFamily
2022-11-04,E08000035,E05011399,25-29,photo,communityEventOrOrg
2022-11-04,E08000035,E05011399,55-59,photo,advertising
2022-11-04,E08000035,E05011402,under16,photo,media
2022-11-04,E08000035,E05011405,50-54,photo,media
2022-11-04,E08000035,E05011413,45-49,photo,leeds2023SocialMedia
2022-11-04,E08000035,E05011413,under16,photo,communityEventOrOrg
2022-11-04,E08000035,E05011413,under16,photo,communityEventOrOrg
2022-11-04,E08000035,E05011413,under16,photo,communityEventOrOrg
2022-11-04,E08000035,E05011413,under16,photo,communityEventOrOrg
2022-11-05,E06000013,E05001744,16-19,photo,leeds2023SocialMedia
2022-11-05,E07000173,E05009703,under16,photo,leeds2023Event
2022-11-05,E08000035,E05011402,30-34,photo,recommendedByFriendOrFamily
2022-11-05,E08000035,E05011411,under16,photo,leeds2023Event
2022-11-05,E08000035,E05011411,under16,photo,leeds2023Event
2022-11-05,E08000035,E05011411,under16,photo,leeds2023Event
2022-11-05,E08000035,E05012647,under16,photo,leeds2023Event
2022-11-05,E08000035,E05012647,under16,photo,leeds2023Event
2022-11-05,E08000035,E05012842,under16,photo,other
2022-11-05,E08000035,E05012842,under16,photo,other
2022-11-05,E08000035,E05013831,50-54,photo,leeds2023Website
2022-11-06,E08000033,E05001375,under16,photo,leeds2023Event
2022-11-06,E08000033,E05001375,under16,photo,leeds2023Event
2022-11-06,E08000035,E05011389,70-74,photo,leeds2023Website
2022-11-06,E08000035,E05011390,50-54,photo,recommendedByFriendOrFamily
2022-11-06,E08000035,E05011391,35-39,photo,other
2022-11-06,E08000035,E05011399,30-34,photo,leeds2023Event
2022-11-06,E08000035,E05011399,55-59,photo,advertising
2022-11-06,E08000035,E05011402,20-24,photo,advertising
2022-11-06,E08000035,E05011402,70-74,photo,other
2022-11-06,E08000035,E05011405,25-29,photo,throughCollegeOrUniversity
2022-11-06,E08000035,E05011413,25-29,photo,workplace
2022-11-06,E08000035,E05011413,35-39,media,advertising
2022-11-06,E08000035,E05011547,25-29,photo,leeds2023Website
2022-11-06,E08000035,E05011547,under16,photo,communityEventOrOrg
2022-11-06,E08000035,E05012841,under16,photo,throughSchool
2022-11-06,E08000036,E05001463,under16,photo,other
2022-11-07,E06000007,E05011028,under16,photo,leeds2023Event
2022-11-07,E06000007,E05011028,under16,photo,leeds2023Event
2022-11-07,E06000014,E05010321,under16,photo,
2022-11-07,E07000165,E05011316,55-59,photo,leeds2023Event
2022-11-07,E07000165,E05011330,30-34,photo,leeds2023Event
2022-11-07,E07000165,E05011330,unspecified,photo,leeds2023Website
2022-11-07,E07000165,E05011346,30-34,photo,media
2022-11-07,E08000016,E05000992,under16,photo,leeds2023Event
2022-11-07,E08000032,E05001358,under16,photo,leeds2023Event
2022-11-07,E08000034,E05001390,unspecified,photo,leeds2023Event
2022-11-07,E08000034,E05001391,unspecified,photo,leeds2023Event
2022-11-07,E08000034,E05001392,under16,photo,leeds2023Website
2022-11-07,E08000034,E05001400,unspecified,photo,leeds2023Event
2022-11-07,E08000034,E05001403,under16,photo,leeds2023Event
2022-11-07,E08000034,E05001403,unspecified,photo,leeds2023Event
2022-11-07,E08000034,E05001408,under16,photo,leeds2023Event
2022-11-07,E08000034,E05001408,under16,photo,leeds2023Event
2022-11-07,E08000035,E05011384,unspecified,photo,leeds2023Event
2022-11-07,E08000035,E05011387,under16,photo,leeds2023Event
2022-11-07,E08000035,E05011387,under16,photo,leeds2023Event
2022-11-07,E08000035,E05011389,under16,photo,leeds2023Event
2022-11-07,E08000035,E05011390,35-39,photo,other
2022-11-07,E08000035,E05011390,55-59,photo,leeds2023Event
2022-11-07,E08000035,E05011390,55-59,photo,leeds2023Event
2022-11-07,E08000035,E05011390,unspecified,photo,other
2022-11-07,E08000035,E05011391,unspecified,photo,leeds2023Event
2022-11-07,E08000035,E05011397,20-24,photo,communityEventOrOrg
2022-11-07,E08000035,E05011397,30-34,photo,leeds2023SocialMedia
2022-11-07,E08000035,E05011397,30-34,photo,leeds2023SocialMedia
2022-11-07,E08000035,E05011397,50-54,photo,leeds2023SocialMedia
2022-11-07,E08000035,E05011399,under16,photo,leeds2023Event
2022-11-07,E08000035,E05011402,unspecified,photo,other
2022-11-07,E08000035,E05011402,unspecified,photo,other
2022-11-07,E08000035,E05011403,25-29,photo,leeds2023Website
2022-11-07,E08000035,E05011403,unspecified,photo,leeds2023Event
2022-11-07,E08000035,E05011403,unspecified,photo,leeds2023Event
2022-11-07,E08000035,E05011404,30-34,photo,throughCulturalOrArtsOrg
2022-11-07,E08000035,E05011404,under16,photo,leeds2023Event
2022-11-07,E08000035,E05011404,unspecified,photo,leeds2023Event
2022-11-07,E08000035,E05011404,unspecified,photo,leeds2023Event
2022-11-07,E08000035,E05011405,25-29,photo,media
2022-11-07,E08000035,E05011410,35-39,photo,leeds2023SocialMedia
2022-11-07,E08000035,E05011410,under16,photo,leeds2023Event
2022-11-07,E08000035,E05011411,under16,photo,leeds2023Event
2022-11-07,E08000035,E05011411,under16,photo,leeds2023Event
2022-11-07,E08000035,E05011411,under16,photo,leeds2023Event
2022-11-07,E08000035,E05011411,under16,photo,leeds2023Event
2022-11-07,E08000035,E05011413,30-34,photo,advertising
2022-11-07,E08000035,E05011414,under16,photo,leeds2023Event
2022-11-07,E08000035,E05011547,35-39,photo,leeds2023Event
2022-11-07,E08000035,E05011547,45-49,photo,recommendedByFriendOrFamily
2022-11-07,E08000035,E05011547,75-79,photo,recommendedByFriendOrFamily
2022-11-07,E08000035,E05011547,under16,photo,recommendedByFriendOrFamily
2022-11-07,E08000035,E05011549,35-39,photo,leeds2023SocialMedia
2022-11-07,E08000035,E05012647,under16,photo,leeds2023Event
2022-11-07,E08000035,E05012647,unspecified,photo,leeds2023Event
2022-11-07,E08000036,E05001454,under16,photo,leeds2023Event
2022-11-07,E08000036,E05001462,under16,photo,leeds2023Event
2022-11-07,E08000036,E05001462,under16,photo,leeds2023Event
2022-11-07,E08000036,E05001464,under16,photo,advertising
2022-11-07,E08000036,E05001464,under16,photo,leeds2023Event
2022-11-07,E08000036,E05001464,under16,photo,leeds2023Event
2022-11-07,NOT_PROVIDED,NOT_PROVIDED,under16,photo,leeds2023Event
2022-11-07,NOT_PROVIDED,NOT_PROVIDED,under16,photo,leeds2023Event
2022-11-07,NOT_PROVIDED,NOT_PROVIDED,under16,photo,leeds2023Event
2022-11-07,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-11-07,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-11-07,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-11-07,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-11-07,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-11-07,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-11-07,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-11-07,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-11-07,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Website
2022-11-07,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,media
2022-11-07,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,
2022-11-07,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,
2022-11-07,UNKNOWN,UNKNOWN,unspecified,photo,leeds2023Event
2022-11-08,E06000010,E05011538,30-34,photo,leeds2023Event
2022-11-08,E06000014,E05010318,under16,photo,leeds2023Event
2022-11-08,E06000014,E05010321,unspecified,photo,throughCulturalOrArtsOrg
2022-11-08,E06000014,E05010330,unspecified,photo,leeds2023Website
2022-11-08,E06000060,E05013145,unspecified,photo,recommendedByFriendOrFamily
2022-11-08,E07000165,E05011321,unspecified,photo,leeds2023Event
2022-11-08,E07000165,E05011326,50-54,photo,recommendedByFriendOrFamily
2022-11-08,E07000165,E05011339,unspecified,photo,throughCulturalOrArtsOrg
2022-11-08,E07000169,E05010058,unspecified,photo,leeds2023Event
2022-11-08,E07000169,E05010058,unspecified,photo,
2022-11-08,E07000169,E05010060,unspecified,photo,leeds2023Event
2022-11-08,E07000194,E05010664,65-69,photo,advertising
2022-11-08,E07000209,E05007298,under16,photo,
2022-11-08,E08000019,E05010884,unspecified,photo,recommendedByFriendOrFamily
2022-11-08,E08000032,E05001345,unspecified,photo,leeds2023Event
2022-11-08,E08000032,E05001346,unspecified,photo,leeds2023Event
2022-11-08,E08000032,E05001364,16-19,photo,leeds2023Event
2022-11-08,E08000032,E05001365,unspecified,photo,leeds2023Event
2022-11-08,E08000033,E05001371,30-34,photo,communityEventOrOrg
2022-11-08,E08000033,E05001376,unspecified,photo,leeds2023Event
2022-11-08,E08000033,E05001376,unspecified,photo,leeds2023Event
2022-11-08,E08000033,E05001376,unspecified,photo,leeds2023Event
2022-11-08,E08000033,E05001376,unspecified,photo,leeds2023Event
2022-11-08,E08000033,E05001384,30-34,photo,leeds2023Event
2022-11-08,E08000033,E05001384,unspecified,photo,leeds2023Event
2022-11-08,E08000033,E05001386,under16,photo,leeds2023Event
2022-11-08,E08000034,E05001390,unspecified,photo,leeds2023Event
2022-11-08,E08000034,E05001390,unspecified,photo,leeds2023Event
2022-11-08,E08000034,E05001390,unspecified,photo,leeds2023Event
2022-11-08,E08000034,E05001390,unspecified,photo,
2022-11-08,E08000034,E05001391,unspecified,photo,leeds2023Event
2022-11-08,E08000034,E05001391,unspecified,photo,leeds2023Event
2022-11-08,E08000034,E05001392,under16,photo,leeds2023Website
2022-11-08,E08000034,E05001392,unspecified,photo,leeds2023Event
2022-11-08,E08000034,E05001392,unspecified,photo,leeds2023Event
2022-11-08,E08000034,E05001396,unspecified,photo,leeds2023Event
2022-11-08,E08000034,E05001396,unspecified,photo,leeds2023Event
2022-11-08,E08000034,E05001399,25-29,photo,leeds2023Event
2022-11-08,E08000034,E05001399,unspecified,photo,leeds2023Event
2022-11-08,E08000034,E05001403,35-39,photo,leeds2023Event
2022-11-08,E08000034,E05001403,35-39,photo,leeds2023Event
2022-11-08,E08000034,E05001403,unspecified,photo,leeds2023Event
2022-11-08,E08000034,E05001405,16-19,photo,other
2022-11-08,E08000035,E05011384,under16,photo,recommendedByFriendOrFamily
2022-11-08,E08000035,E05011384,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011385,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011385,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011387,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011387,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011387,unspecified,photo,
2022-11-08,E08000035,E05011388,under16,photo,leeds2023Event
2022-11-08,E08000035,E05011388,under16,photo,leeds2023Event
2022-11-08,E08000035,E05011388,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011389,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011390,35-39,photo,leeds2023Event
2022-11-08,E08000035,E05011390,35-39,photo,leeds2023Event
2022-11-08,E08000035,E05011390,35-39,photo,leeds2023Event
2022-11-08,E08000035,E05011390,55-59,photo,other
2022-11-08,E08000035,E05011390,under16,photo,workplace
2022-11-08,E08000035,E05011390,under16,photo,workplace
2022-11-08,E08000035,E05011390,unspecified,photo,advertising
2022-11-08,E08000035,E05011390,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011390,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011394,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011395,under16,photo,throughCulturalOrArtsOrg
2022-11-08,E08000035,E05011396,unspecified,photo,communityEventOrOrg
2022-11-08,E08000035,E05011397,under16,photo,
2022-11-08,E08000035,E05011397,unspecified,photo,
2022-11-08,E08000035,E05011399,35-39,media,media
2022-11-08,E08000035,E05011399,under16,photo,leeds2023Event
2022-11-08,E08000035,E05011399,under16,photo,leeds2023Event
2022-11-08,E08000035,E05011399,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011399,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011399,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011399,unspecified,photo,throughCulturalOrArtsOrg
2022-11-08,E08000035,E05011400,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011400,unspecified,photo,recommendedByFriendOrFamily
2022-11-08,E08000035,E05011402,40-44,photo,leeds2023SocialMedia
2022-11-08,E08000035,E05011402,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011403,20-24,media,advertising
2022-11-08,E08000035,E05011403,20-24,media,recommendedByFriendOrFamily
2022-11-08,E08000035,E05011403,under16,photo,
2022-11-08,E08000035,E05011403,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011403,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011403,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011403,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011403,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011404,25-29,photo,leeds2023Event
2022-11-08,E08000035,E05011404,under16,photo,leeds2023Event
2022-11-08,E08000035,E05011404,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011405,25-29,photo,leeds2023SocialMedia
2022-11-08,E08000035,E05011405,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011406,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011407,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011407,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011409,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05011410,35-39,photo,leeds2023Event
2022-11-08,E08000035,E05011410,under16,photo,
2022-11-08,E08000035,E05011411,under16,photo,
2022-11-08,E08000035,E05011413,under16,photo,media
2022-11-08,E08000035,E05011414,25-29,photo,workplace
2022-11-08,E08000035,E05012647,under16,photo,leeds2023Event
2022-11-08,E08000035,E05012647,under16,photo,leeds2023Event
2022-11-08,E08000035,E05012647,under16,photo,leeds2023Event
2022-11-08,E08000035,E05012647,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05012647,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05012647,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05012647,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05012647,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05012647,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05012647,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05012648,30-34,photo,leeds2023Event
2022-11-08,E08000035,E05012648,55-59,photo,leeds2023SocialMedia
2022-11-08,E08000035,E05012648,under16,photo,leeds2023Event
2022-11-08,E08000035,E05012648,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05012841,under16,photo,throughSchool
2022-11-08,E08000035,E05012841,under16,photo,throughSchool
2022-11-08,E08000035,E05012842,30-34,photo,leeds2023Event
2022-11-08,E08000035,E05012842,under16,photo,leeds2023Event
2022-11-08,E08000035,E05012842,unspecified,photo,leeds2023Event
2022-11-08,E08000035,E05013830,unspecified,photo,leeds2023Event
2022-11-08,E08000036,E05001447,60-64,photo,leeds2023Event
2022-11-08,E08000036,E05001447,65-69,photo,leeds2023Event
2022-11-08,E08000036,E05001453,under16,photo,throughSchool
2022-11-08,E08000036,E05001460,unspecified,photo,leeds2023Event
2022-11-08,E08000036,E05001462,unspecified,photo,leeds2023Event
2022-11-08,E08000036,E05001463,under16,photo,leeds2023Event
2022-11-08,E08000036,E05001463,unspecified,photo,leeds2023Event
2022-11-08,E08000036,E05001463,unspecified,photo,leeds2023Event
2022-11-08,E08000036,E05001464,unspecified,photo,leeds2023Event
2022-11-08,E09000004,E05011220,under16,photo,leeds2023Event
2022-11-08,NOT_PROVIDED,NOT_PROVIDED,25-29,photo,leeds2023Event
2022-11-08,NOT_PROVIDED,NOT_PROVIDED,30-34,photo,communityEventOrOrg
2022-11-08,NOT_PROVIDED,NOT_PROVIDED,30-34,photo,leeds2023Event
2022-11-08,NOT_PROVIDED,NOT_PROVIDED,35-39,photo,communityEventOrOrg
2022-11-08,NOT_PROVIDED,NOT_PROVIDED,40-44,photo,leeds2023Event
2022-11-08,NOT_PROVIDED,NOT_PROVIDED,under16,photo,leeds2023Event
2022-11-08,NOT_PROVIDED,NOT_PROVIDED,under16,photo,
2022-11-08,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-11-08,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-11-08,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-11-08,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-11-08,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-11-08,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-11-08,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-11-08,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-11-08,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,leeds2023Event
2022-11-08,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,workplace
2022-11-08,NOT_PROVIDED,NOT_PROVIDED,unspecified,photo,
2022-11-08,UNKNOWN,UNKNOWN,35-39,photo,communityEventOrOrg
2022-11-08,UNKNOWN,UNKNOWN,unspecified,photo,leeds2023Event
2022-11-08,UNKNOWN,UNKNOWN,unspecified,photo,leeds2023Event
2022-11-08,UNKNOWN,UNKNOWN,unspecified,photo,leeds2023Event
2022-11-08,UNKNOWN,UNKNOWN,unspecified,photo,
2022-11-09,E07000165,E05011321,45-49,photo,other
2022-11-09,E07000165,E05011321,under16,photo,recommendedByFriendOrFamily
2022-11-09,E07000165,E05011331,45-49,photo,throughSchool
2022-11-09,E07000165,E05011331,under16,photo,recommendedByFriendOrFamily
2022-11-09,E08000032,E05001354,45-49,photo,media
2022-11-09,E08000032,E05001354,65-69,photo,leeds2023SocialMedia
2022-11-09,E08000032,E05001362,35-39,photo,leeds2023SocialMedia
2022-11-09,E08000033,E05001383,25-29,media,recommendedByFriendOrFamily
2022-11-09,E08000034,E05001402,60-64,media,advertising
2022-11-09,E08000034,E05001403,20-24,media,recommendedByFriendOrFamily
2022-11-09,E08000035,E05011389,45-49,media,advertising
2022-11-09,E08000035,E05011390,25-29,photo,leeds2023SocialMedia
2022-11-09,E08000035,E05011390,30-34,media,leeds2023SocialMedia
2022-11-09,E08000035,E05011390,30-34,photo,leeds2023Event
2022-11-09,E08000035,E05011391,75-79,photo,other
2022-11-09,E08000035,E05011399,20-24,media,advertising
2022-11-09,E08000035,E05011403,20-24,photo,advertising
2022-11-09,E08000035,E05011411,unspecified,media,leeds2023SocialMedia
2022-11-09,E08000035,E05012842,45-49,photo,advertising
2022-11-09,E08000035,E05012842,60-64,photo,leeds2023SocialMedia
2022-11-09,E08000035,E05013830,50-54,media,leeds2023SocialMedia
2022-11-09,E08000035,E05013831,25-29,photo,media
2022-11-10,E06000010,E05011533,unspecified,photo,leeds2023Event
2022-11-10,E06000010,E05011538,unspecified,photo,leeds2023Event
2022-11-10,E07000165,E05011317,under16,photo,recommendedByFriendOrFamily
2022-11-10,E08000003,E05011357,25-29,photo,throughCollegeOrUniversity
2022-11-10,E08000017,E05010732,unspecified,photo,leeds2023Event
2022-11-10,E08000032,E05001364,unspecified,photo,leeds2023Event
2022-11-10,E08000033,E05001371,unspecified,photo,leeds2023Event
2022-11-10,E08000033,E05001384,under16,photo,leeds2023Event
2022-11-10,E08000034,E05001390,unspecified,photo,leeds2023Event
2022-11-10,E08000034,E05001390,unspecified,photo,
2022-11-10,E08000034,E05001392,under16,photo,leeds2023Event
2022-11-10,E08000034,E05001392,under16,photo,leeds2023Event
2022-11-10,E08000034,E05001392,unspecified,photo,leeds2023Event
2022-11-10,E08000034,E05001392,unspecified,photo,leeds2023Event
