date_submitted,callout,la_code,ward_code
2022-11-03,meet_leeds_lab,UNKNOWN,UNKNOWN
2022-11-05,dancers_of_leeds,E08000035,E05011402
2022-11-05,early_career_music_promoters,E08000035,E05011397
2022-11-07,early_career_music_promoters,E08000035,E05011403
2022-11-07,leeds_on_wheels,E08000035,E05012647
2022-11-08,leeds_on_wheels,E08000035,E05012648
2022-11-10,become_a_wowser,UNKNOWN,UNKNOWN
2022-11-10,dancers_of_leeds,E08000035,E05011407
2022-11-10,dancers_of_leeds,E08000035,E05011414
2022-11-10,early_career_music_promoters,E08000035,E05011403
2022-11-11,dancers_of_leeds,E08000035,E05011549
2022-11-11,leeds_on_wheels,E08000035,E05011387
2022-11-11,leeds_on_wheels,E08000035,E05011389
2022-11-11,meet_leeds_lab,UNKNOWN,UNKNOWN
2022-11-13,leeds_on_wheels,E08000035,E05011409
2022-11-14,dancers_of_leeds,E08000035,E05011397
2022-11-14,dancers_of_leeds,E08000035,E05011397
2022-11-14,dancers_of_leeds,E08000035,E05012842
2022-11-14,early_career_music_promoters,E08000035,E05011397
2022-11-14,meet_leeds_lab,UNKNOWN,UNKNOWN
2022-11-15,dancers_of_leeds,E08000033,E05001373
2022-11-15,meet_leeds_lab,UNKNOWN,UNKNOWN
2022-11-15,off_the_curriculum,E08000035,E05011396
2022-11-16,dancers_of_leeds,E08000035,E05012648
2022-11-16,meet_leeds_lab,UNKNOWN,UNKNOWN
2022-11-16,off_the_curriculum,E08000035,E05011385
2022-11-16,off_the_curriculum,E08000035,E05012841
2022-11-16,off_the_curriculum,UNKNOWN,UNKNOWN
2022-11-17,authors_abroad,E08000035,E05011387
2022-11-17,authors_abroad,E08000035,E05011397
2022-11-17,authors_abroad,E08000035,E05011405
2022-11-17,authors_abroad,E08000035,E05011407
2022-11-17,authors_abroad,E08000035,E05011409
2022-11-17,dancers_of_leeds,UNKNOWN,UNKNOWN
2022-11-17,early_career_music_promoters,E08000035,E05011388
2022-11-17,leeds_on_wheels,E08000034,E05001409
2022-11-17,leeds_on_wheels,E08000035,E05011387
2022-11-17,leeds_on_wheels,E08000036,E05001463
2022-11-17,meet_leeds_lab,UNKNOWN,UNKNOWN
2022-11-17,meet_leeds_lab,UNKNOWN,UNKNOWN
2022-11-17,off_the_curriculum,E08000035,E05011385
2022-11-17,off_the_curriculum,E08000035,E05011401
2022-11-17,off_the_curriculum,E08000035,E05012842
2022-11-18,authors_abroad,E08000035,E05012842
2022-11-18,dancers_of_leeds,E07000165,E05011333
2022-11-18,early_career_music_promoters,E08000035,E05011403
2022-11-18,leeds_on_wheels,E08000035,E05011385
2022-11-18,leeds_on_wheels,E08000035,E05011385
2022-11-18,leeds_on_wheels,E08000035,E05011410
