la_code,ward_code,awakening_booked,awakening_attended
E08000035,E05011397,4,4
E08000035,E05011397,1,1
E08000035,E05011397,4,3
E08000035,E05011397,4,1
E08000035,E05011397,4,2
E08000035,E05011397,8,6
E08000035,E05011397,4,4
E08000035,E05011397,4,2
E08000035,E05011397,2,2
E08000035,E05011399,2,0
E08000035,E05011399,4,2
E08000035,E05011399,2,2
E08000035,E05011399,4,4
E08000035,E05011399,2,2
E08000035,E05011399,2,2
E08000035,E05011399,4,0
E08000035,E05011399,3,3
E08000035,E05011399,2,0
E08000035,E05011399,2,0
E08000035,E05011399,4,4
E08000035,E05011399,2,2
E08000035,E05011399,3,0
E08000035,E05011399,4,2
E08000035,E05011399,6,3
E08000035,E05011399,4,3
E08000035,E05011399,4,4
E08000035,E05011399,3,2
E08000035,E05011399,20,10
E08000035,E05011399,4,4
E08000035,E05011399,2,0
E08000035,E05011399,4,1
E08000035,E05011399,2,0
E08000035,E05011399,2,0
E08000035,E05011399,4,4
E08000035,E05011399,1,1
E08000035,E05011399,12,9
E08000035,E05011399,2,0
E08000035,E05011399,2,0
E08000035,E05011399,2,2
E08000035,E05011399,4,4
E08000035,E05011399,100,57
E08000035,E05011399,4,4
E08000035,E05011399,2,0
E08000035,E05011399,2,2
E08000035,E05011399,4,0
E08000035,E05011399,4,0
E08000035,E05011399,4,4
E08000035,E05011399,4,4
E08000035,E05011399,4,4
E08000035,E05011399,4,4
E08000035,E05011399,4,4
E08000035,E05011399,4,0
E08000035,E05011399,4,4
E08000035,E05011399,4,3
E08000035,E05011399,4,0
E08000035,E05011399,4,0
E08000035,E05011399,80,29
E08000035,E05011399,2,2
E08000035,E05011399,4,3
E08000035,E05011399,8,4
E08000035,E05011399,4,3
E08000035,E05011399,4,0
E08000035,E05011399,2,0
E08000035,E05011399,4,2
E08000035,E05011399,2,2
E08000035,E05011399,4,4
E08000035,E05011400,10,8
E08000035,E05011400,40,0
E08000035,E05011400,3,0
E08000035,E05011400,4,0
E08000035,E05011400,4,0
E08000035,E05011400,4,4
E08000035,E05011400,4,4
E08000035,E05011400,4,3
E08000035,E05011400,4,0
E08000035,E05011400,3,3
E08000035,E05011400,4,4
E08000035,E05011400,4,4
E08000035,E05011400,4,0
E08000035,E05011400,4,3
E08000035,E05011400,4,0
E08000035,E05011400,4,1
E08000035,E05011400,3,0
E08000035,E05011400,2,0
E08000035,E05011400,4,4
E08000035,E05011400,2,0
E08000035,E05011400,4,3
E08000035,E05011400,2,0
E08000035,E05011401,4,2
E08000035,E05011401,4,4
E08000035,E05011401,2,2
E08000035,E05011401,4,3
E08000035,E05011401,4,0
E08000035,E05011401,4,3
E08000035,E05011401,4,0
E08000035,E05011401,4,1
E08000035,E05011401,4,4
E08000035,E05011401,4,4
E08000035,E05011401,4,0
E08000035,E05011401,4,0
E08000035,E05011402,3,2
E08000035,E05011402,2,2
E08000035,E05011402,4,0
E08000035,E05011402,4,2
E08000035,E05011402,2,2
E08000035,E05011402,4,3
E08000035,E05011402,4,3
E08000035,E05011402,4,4
E08000035,E05011402,2,2
E08000035,E05011402,4,4
E08000035,E05011402,4,4
E08000035,E05011402,4,0
E08000035,E05011402,2,2
E08000035,E05011402,4,0
E08000035,E05011402,4,3
E08000035,E05011402,2,0
E08000035,E05011402,4,4
E08000035,E05011402,2,0
E08000035,E05011402,2,2
E08000035,E05011402,8,8
E08000035,E05011402,2,2
E08000035,E05011402,4,4
E08000035,E05011402,2,0
E08000035,E05011402,2,2
E08000035,E05011402,4,4
E08000035,E05011402,2,2
E08000035,E05011402,4,4
E08000035,E05011402,10,5
E08000035,E05011402,12,12
E08000035,E05011402,2,2
E08000035,E05011402,4,0
E08000035,E05011402,2,0
E08000035,E05011402,3,3
E08000035,E05011402,1,1
E08000035,E05011402,4,0
E08000035,E05011402,2,0
E08000035,E05011402,4,0
E08000035,E05011402,2,2
E08000035,E05011402,2,2
E08000035,E05011402,2,2
E08000035,E05011402,4,4
E08000035,E05011402,4,3
E08000035,E05011402,4,4
E08000035,E05011402,3,3
E08000035,E05011402,2,1
E08000035,E05011402,2,2
E08000035,E05011402,3,3
E08000035,E05011402,2,0
E08000035,E05011402,4,4
E08000035,E05011402,2,2
E08000035,E05011402,8,4
E08000035,E05011402,2,0
E08000035,E05011402,4,4
E08000035,E05011402,4,4
E08000035,E05011402,4,4
E08000035,E05011402,4,2
E08000035,E05011402,4,4
E08000035,E05011402,4,4
E08000035,E05011402,2,0
E08000035,E05011402,4,4
E08000035,E05011402,4,0
E08000035,E05011402,4,3
E08000035,E05011402,4,0
E08000035,E05011402,4,4
E08000035,E05011402,4,3
E08000035,E05011402,4,2
E08000035,E05011402,2,0
E08000035,E05011402,4,0
E08000035,E05011402,4,4
E08000035,E05011402,4,2
E08000035,E05011402,4,4
E08000035,E05011402,4,4
E08000035,E05011402,4,0
E08000035,E05011402,3,2
E08000035,E05011402,4,1
E08000035,E05011402,4,2
E08000035,E05011402,4,4
E08000035,E05011402,2,2
E08000035,E05011402,12,12
E08000035,E05011402,2,0
E08000035,E05011402,4,4
E08000035,E05011402,4,4
E08000035,E05011402,4,4
E08000035,E05011402,4,3
E08000035,E05011402,4,4
E08000035,E05011402,4,4
E08000035,E05011402,4,3
E08000035,E05011402,4,3
E08000035,E05011402,4,4
E08000035,E05011402,2,2
E08000035,E05011402,2,2
E08000035,E05011402,4,3
E08000035,E05011402,2,2
E08000035,E05011402,2,0
E08000035,E05011402,2,2
E08000035,E05011402,2,0
E08000035,E05011402,4,0
E08000035,E05011402,1,1
E08000035,E05011402,2,2
E08000035,E05011402,4,4
E08000035,E05011403,8,8
E08000035,E05011403,2,1
E08000035,E05011403,2,2
E08000035,E05011403,4,0
E08000035,E05011403,5,3
E08000035,E05011403,4,0
E08000035,E05011403,2,2
E08000035,E05011403,2,2
E08000035,E05011403,4,2
E08000035,E05011403,4,0
E08000035,E05011403,2,2
E08000035,E05011403,4,0
E08000035,E05011403,4,4
E08000035,E05011403,3,2
E08000035,E05011403,6,0
E08000035,E05011403,2,0
E08000035,E05011403,4,4
E08000035,E05011403,2,2
E08000035,E05011403,4,3
E08000035,E05011403,4,0
E08000035,E05011403,4,4
E08000035,E05011403,4,3
E08000035,E05011403,4,3
E08000035,E05011403,2,2
E08000035,E05011403,3,2
E08000035,E05011403,2,1
E08000035,E05011403,4,0
E08000035,E05011403,4,2
E08000035,E05011403,4,1
E08000035,E05011403,4,0
E08000035,E05011403,2,2
E08000035,E05011403,1,0
E08000035,E05011403,2,2
E08000035,E05011403,4,3
E08000035,E05011403,2,0
E08000035,E05011403,2,2
E08000035,E05011403,4,0
E08000035,E05011403,4,3
E08000035,E05011403,4,3
E08000035,E05011403,4,0
E08000035,E05011403,5,0
E08000035,E05011403,2,0
E08000035,E05011403,4,2
E08000035,E05011403,4,4
E08000035,E05011403,2,0
E08000035,E05011403,4,4
E08000035,E05011403,4,2
E08000035,E05011403,4,0
E08000035,E05011403,1,0
E08000035,E05011403,4,0
E08000035,E05011403,4,3
E08000035,E05011403,1,1
E08000035,E05011403,4,3
E08000035,E05011403,4,4
E08000035,E05011403,4,2
E08000035,E05011403,2,0
E08000035,E05011403,20,14
E08000035,E05011403,2,0
E08000035,E05011403,2,0
E08000035,E05011403,2,2
E08000035,E05011403,4,2
E08000035,E05011403,4,3
E08000035,E05011403,4,4
E08000035,E05011403,4,4
E08000035,E05011403,4,3
E08000035,E05011403,50,13
E08000035,E05011403,2,0
E08000035,E05011403,20,10
E08000035,E05011403,4,0
E08000035,E05011403,2,0
E08000035,E05011403,2,0
E08000035,E05011403,4,0
E08000035,E05011403,2,0
E08000035,E05011403,4,1
E08000035,E05011403,4,3
E08000035,E05011403,4,0
E08000035,E05011403,4,2
E08000035,E05011403,4,3
E08000035,E05011403,2,0
E08000035,E05011403,4,4
E08000035,E05011403,3,0
E08000035,E05011404,4,2
E08000035,E05011404,4,4
E08000035,E05011404,4,0
E08000035,E05011404,4,4
E08000035,E05011404,4,0
E08000035,E05011404,4,3
E08000035,E05011404,7,7
E08000035,E05011404,2,0
E08000035,E05011404,4,0
E08000035,E05011404,4,0
E08000035,E05011404,4,0
E08000035,E05011404,2,0
E08000035,E05011404,2,0
E08000035,E05011404,1,0
E08000035,E05011404,4,0
E08000035,E05011404,3,3
E08000035,E05011404,4,2
E08000035,E05011404,4,4
E08000035,E05011404,3,0
E08000035,E05011404,4,4
E08000035,E05011404,4,0
E08000035,E05011404,4,3
E08000035,E05011404,4,0
E08000035,E05011405,4,3
E08000035,E05011405,4,4
E08000035,E05011405,4,2
E08000035,E05011405,4,3
E08000035,E05011405,4,4
E08000035,E05011405,3,3
E08000035,E05011405,4,4
E08000035,E05011405,2,0
E08000035,E05011405,4,4
E08000035,E05011405,3,3
E08000035,E05011405,4,4
E08000035,E05011405,10,9
E08000035,E05011405,2,0
E08000035,E05011405,4,0
E08000035,E05011405,4,3
E08000035,E05011405,4,0
E08000035,E05011405,3,3
E08000035,E05011405,2,2
E08000035,E05011405,4,4
E08000035,E05011405,4,0
E08000035,E05011405,4,3
E08000035,E05011405,4,2
E08000035,E05011405,4,4
E08000035,E05011405,6,4
E08000035,E05011405,2,1
E08000035,E05011405,2,2
E08000035,E05011405,2,2
E08000035,E05011405,4,2
E08000035,E05011405,4,0
E08000035,E05011405,4,3
E08000035,E05011405,4,2
E08000035,E05011405,2,2
E08000035,E05011405,2,2
E08000035,E05011405,4,0
E08000035,E05011405,3,2
E08000035,E05011405,4,0
E08000035,E05011405,4,4
E08000035,E05011405,2,0
E08000035,E05011405,2,2
E08000035,E05011405,4,4
E08000035,E05011405,8,7
E08000035,E05011405,4,0
E08000035,E05011405,3,3
E08000035,E05011405,4,3
E08000035,E05011405,4,0
E08000035,E05011405,4,4
E08000035,E05011405,4,4
E08000035,E05011405,4,3
E08000035,E05011405,2,2
E08000035,E05011405,2,0
E08000035,E05011405,2,2
E08000035,E05011405,4,4
E08000035,E05011405,3,2
E08000035,E05011405,4,3
E08000035,E05011405,40,34
E08000035,E05011405,4,0
E08000035,E05011405,2,2
E08000035,E05011405,4,3
E08000035,E05011405,8,7
E08000035,E05011405,6,4
E08000035,E05011405,2,2
E08000035,E05011405,2,2
E08000035,E05011405,4,2
E08000035,E05011405,4,4
E08000035,E05011405,4,2
E08000035,E05011405,4,4
E08000035,E05011405,4,2
E08000035,E05011405,4,2
E08000035,E05011405,2,0
E08000035,E05011405,4,4
E08000035,E05011405,2,2
E08000035,E05011405,4,4
E08000035,E05011405,4,3
E08000035,E05011405,4,3
E08000035,E05011405,2,2
E08000035,E05011405,3,3
E08000035,E05011405,2,2
E08000035,E05011405,4,3
E08000035,E05011405,4,4
E08000035,E05011405,4,0
E08000035,E05011405,4,4
E08000035,E05011405,2,0
E08000035,E05011405,8,0
E08000035,E05011405,2,2
E08000035,E05011405,4,2
E08000035,E05011405,4,0
E08000035,E05011405,4,3
E08000035,E05011405,4,0
E08000035,E05011405,2,2
E08000035,E05011405,4,0
E08000035,E05011405,4,2
E08000035,E05011405,4,4
E08000035,E05011405,4,2
E08000035,E05011406,2,1
E08000035,E05011406,4,4
E08000035,E05011406,4,0
E08000035,E05011406,4,0
E08000035,E05011406,1,0
E08000035,E05011406,4,0
E08000035,E05011406,4,0
E08000035,E05011406,3,3
E08000035,E05011406,4,2
E08000035,E05011406,7,6
E08000035,E05011406,4,2
E08000035,E05011406,4,0
E08000035,E05011406,3,0
E08000035,E05011406,8,5
E08000035,E05011406,4,4
E08000035,E05011406,4,4
E08000035,E05011406,3,3
E08000035,E05011406,4,4
E08000035,E05011406,4,0
E08000035,E05011406,4,0
E08000035,E05011406,4,0
E08000035,E05011407,4,4
E08000035,E05011407,4,2
E08000035,E05011407,2,0
E08000035,E05011407,4,0
E08000035,E05011407,4,0
E08000035,E05011407,2,2
E08000035,E05011407,4,3
E08000035,E05011407,3,0
E08000035,E05011407,8,3
E08000035,E05011407,2,0
E08000035,E05011407,4,0
E08000035,E05011407,4,0
E08000035,E05011407,4,4
E08000035,E05011407,4,4
E08000035,E05011407,2,0
E08000035,E05011407,4,0
E08000035,E05011407,4,2
E08000035,E05011407,4,0
E08000035,E05011407,4,0
E08000035,E05011407,4,3
E08000035,E05011407,4,3
E08000035,E05011407,4,0
E08000035,E05011407,2,2
E08000035,E05011407,4,2
E08000035,E05011407,4,3
E08000035,E05011407,4,0
E08000035,E05011407,4,3
E08000035,E05011407,4,0
E08000035,E05011407,3,0
E08000035,E05011407,4,3
E08000035,E05011407,2,2
E08000035,E05011409,4,3
E08000035,E05011409,2,2
E08000035,E05011409,2,0
E08000035,E05011409,4,4
E08000035,E05011409,4,4
E08000035,E05011409,2,2
E08000035,E05011409,4,4
E08000035,E05011409,12,11
E08000035,E05011409,7,3
E08000035,E05011409,4,0
E08000035,E05011409,4,0
E08000035,E05011409,4,0
E08000035,E05011409,4,2
E08000035,E05011409,4,4
E08000035,E05011409,2,2
E08000035,E05011409,2,0
E08000035,E05011409,4,0
E08000035,E05011410,2,2
E08000035,E05011410,8,2
E08000035,E05011410,4,4
E08000035,E05011410,2,0
E08000035,E05011410,4,4
E08000035,E05011410,2,0
E08000035,E05011410,2,2
E08000035,E05011410,4,0
E08000035,E05011410,2,1
E08000035,E05011410,4,4
E08000035,E05011410,4,4
E08000035,E05011410,4,3
E08000035,E05011410,4,0
E08000035,E05011410,4,0
E08000035,E05011410,4,3
E08000035,E05011410,4,3
E08000035,E05011410,4,4
E08000035,E05011410,4,3
E08000035,E05011410,3,3
E08000035,E05011410,3,0
E08000035,E05011411,4,4
E08000035,E05011411,4,4
E08000035,E05011411,5,4
E08000035,E05011411,2,0
E08000035,E05011411,8,6
E08000035,E05011411,2,2
E08000035,E05011411,4,4
E08000035,E05011411,4,4
E08000035,E05011411,4,0
E08000035,E05011411,4,3
E08000035,E05011411,4,3
E08000035,E05011411,2,2
E08000035,E05011411,4,4
E08000035,E05011411,6,4
E08000035,E05011411,4,4
E08000035,E05011411,2,2
E08000035,E05011411,8,6
E08000035,E05011411,2,2
E08000035,E05011411,4,2
E08000035,E05011411,4,4
E08000035,E05011411,4,4
E08000035,E05011411,4,3
E08000035,E05011411,8,4
E08000035,E05011411,10,0
E08000035,E05011411,4,0
E08000035,E05011411,4,2
E08000035,E05011411,2,1
E08000035,E05011411,4,4
E08000035,E05011411,4,4
E08000035,E05011411,2,2
E08000035,E05011411,4,4
E08000035,E05011411,2,2
E08000035,E05011411,4,3
E08000035,E05011411,2,0
E08000035,E05011411,4,4
E08000035,E05011411,4,0
E08000035,E05011411,4,0
E08000035,E05011411,4,0
E08000035,E05011411,4,0
E08000035,E05011411,4,2
E08000035,E05011411,4,2
E08000035,E05011411,4,0
E08000035,E05011411,4,0
E08000035,E05011411,4,0
E08000035,E05011411,4,1
E08000035,E05011411,4,0
E08000035,E05011411,6,0
E08000035,E05011411,4,0
E08000035,E05011411,4,4
E08000035,E05011411,8,0
E08000035,E05011411,4,0
E08000035,E05011411,4,1
E08000035,E05011411,2,0
E08000035,E05011411,4,4
E08000035,E05011411,2,0
E08000035,E05011411,2,0
E08000035,E05011411,3,0
E08000035,E05011411,4,4
E08000035,E05011411,4,0
E08000035,E05011411,4,2
E08000035,E05011411,4,3
E08000035,E05011411,4,4
E08000035,E05011411,1,0
E08000035,E05011411,4,4
E08000035,E05011411,4,3
E08000035,E05011411,4,4
E08000035,E05011411,4,4
E08000035,E05011411,4,2
E08000035,E05011411,8,7
E08000035,E05011411,4,4
E08000035,E05011411,4,0
E08000035,E05011411,4,3
E08000035,E05011411,6,2
E08000035,E05011413,4,2
E08000035,E05011413,4,3
E08000035,E05011413,4,4
E08000035,E05011413,4,0
E08000035,E05011413,4,3
E08000035,E05011413,4,0
E08000035,E05011413,3,3
E08000035,E05011413,4,4
E08000035,E05011413,8,8
E08000035,E05011413,4,4
E08000035,E05011413,2,2
E08000035,E05011413,4,4
E08000035,E05011413,4,2
E08000035,E05011413,4,4
E08000035,E05011413,4,4
E08000035,E05011413,4,4
E08000035,E05011413,2,2
E08000035,E05011413,4,1
E08000035,E05011413,4,4
E08000035,E05011413,4,4
E08000035,E05011413,4,4
E08000035,E05011413,4,4
E08000035,E05011413,4,0
E08000035,E05011413,2,2
E08000035,E05011413,2,2
E08000035,E05011413,3,1
E08000035,E05011413,4,4
E08000035,E05011413,4,4
E08000035,E05011413,4,2
E08000035,E05011413,4,3
E08000035,E05011413,4,4
E08000035,E05011413,4,4
E08000035,E05011413,4,2
E08000035,E05011413,4,4
E08000035,E05011413,4,0
E08000035,E05011413,2,2
E08000035,E05011413,4,0
E08000035,E05011413,4,4
E08000035,E05011413,4,3
E08000035,E05011413,4,4
E08000035,E05011413,4,3
E08000035,E05011413,2,2
E08000035,E05011413,2,2
E08000035,E05011413,4,0
E08000035,E05011413,4,1
E08000035,E05011413,4,4
E08000035,E05011413,4,0
E08000035,E05011413,3,3
E08000035,E05011413,4,4
E08000035,E05011413,2,2
E08000035,E05011413,4,0
E08000035,E05011413,4,4
E08000035,E05011413,4,4
E08000035,E05011413,4,3
E08000035,E05011413,4,0
E08000035,E05011413,2,2
E08000035,E05011413,4,4
E08000035,E05011413,2,2
E08000035,E05011413,4,0
E08000035,E05011413,4,4
E08000035,E05011413,4,0
E08000035,E05011413,4,0
E08000035,E05011413,4,3
E08000035,E05011413,4,4
E08000035,E05011413,3,3
E08000035,E05011413,4,4
E08000035,E05011413,4,4
E08000035,E05011413,4,4
E08000035,E05011413,4,3
E08000035,E05011413,2,2
E08000035,E05011413,4,4
E08000035,E05011413,4,4
E08000035,E05011413,2,0
E08000035,E05011413,4,0
E08000035,E05011413,2,2
E08000035,E05011413,4,0
E08000035,E05011413,10,5
E08000035,E05011413,2,2
E08000035,E05011413,3,0
E08000035,E05011413,4,0
E08000035,E05011413,4,4
E08000035,E05011413,4,4
E08000035,E05011413,4,0
E08000035,E05011413,4,4
E08000035,E05011413,2,0
E08000035,E05011413,2,0
E08000035,E05011413,4,0
E08000035,E05011413,10,10
E08000035,E05011413,4,4
E08000035,E05011413,2,1
E08000035,E05011413,4,4
E08000035,E05011413,4,0
E08000035,E05011413,2,2
E08000035,E05011413,2,0
E08000035,E05011413,2,0
E08000035,E05011413,4,0
E08000035,E05011413,4,3
E08000035,E05011413,4,2
E08000035,E05011413,4,0
E08000035,E05011413,4,0
E08000035,E05011413,2,2
E08000035,E05011413,2,2
E08000035,E05011413,2,2
E08000035,E05011414,4,0
E08000035,E05011414,2,0
E08000035,E05011414,3,2
E08000035,E05011414,4,0
E08000035,E05011414,3,2
E08000035,E05011414,4,4
E08000035,E05011414,2,0
E08000035,E05011414,8,0
E08000035,E05011414,3,3
E08000035,E05011414,2,0
E08000035,E05011414,4,2
E08000035,E05011414,4,0
E08000035,E05011414,4,3
E08000035,E05011414,4,2
E08000035,E05011414,4,4
E08000035,E05011414,4,4
E08000035,E05011414,2,2
E08000035,E05011414,3,3
E08000035,E05011414,4,3
E08000035,E05011414,2,2
E08000035,E05011547,2,2
E08000035,E05011547,2,2
E08000035,E05011547,4,2
E08000035,E05011547,2,0
E08000035,E05011547,4,0
E08000035,E05011547,4,2
E08000035,E05011547,2,0
E08000035,E05011547,4,0
E08000035,E05011547,4,4
E08000035,E05011547,3,0
E08000035,E05011547,4,0
E08000035,E05011547,4,2
E08000035,E05011547,4,0
E08000035,E05011547,4,4
E08000035,E05011547,4,4
E08000035,E05011547,4,4
E08000035,E05011547,4,4
E08000035,E05011547,4,0
E08000035,E05011547,2,2
E08000035,E05011547,4,4
E08000035,E05011547,4,4
E08000035,E05011547,4,0
E08000035,E05011547,4,4
E08000035,E05011547,4,4
E08000035,E05011547,4,4
E08000035,E05011547,30,0
E08000035,E05011547,10,4
E08000035,E05011547,4,0
E08000035,E05011547,4,4
E08000035,E05011547,4,0
E08000035,E05011547,3,2
E08000035,E05011547,4,4
E08000035,E05011547,4,2
E08000035,E05011547,2,2
E08000035,E05011547,4,0
E08000035,E05011547,4,4
E08000035,E05011547,4,0
E08000035,E05011547,4,0
E08000035,E05011547,4,0
E08000035,E05011547,4,0
E08000035,E05011547,4,4
E08000035,E05011547,4,2
E08000035,E05011547,4,0
E08000035,E05011547,4,4
E08000035,E05011547,4,4
E08000035,E05011547,4,4
E08000035,E05011547,4,2
E08000035,E05011547,4,3
E08000035,E05011547,4,3
E08000035,E05011547,7,2
E08000035,E05011547,4,4
E08000035,E05011547,4,4
E08000035,E05011547,4,0
E08000035,E05011547,4,4
E08000035,E05011547,4,4
E08000035,E05011547,8,4
E08000035,E05011547,4,0
E08000035,E05011547,4,4
E08000035,E05011547,4,4
E08000035,E05011547,4,4
E08000035,E05011547,4,4
E08000035,E05011547,4,4
E08000035,E05011547,4,4
E08000035,E05011547,4,2
E08000035,E05011547,4,4
E08000035,E05011547,4,0
E08000035,E05011547,54,45
E08000035,E05011547,4,3
E08000035,E05011547,2,0
E08000035,E05011547,4,2
E08000035,E05011547,4,0
E08000035,E05011547,4,4
E08000035,E05011547,8,8
E08000035,E05011547,4,4
E08000035,E05011547,3,3
E08000035,E05011547,3,3
E08000035,E05011547,4,3
E08000035,E05011547,2,2
E08000035,E05011547,1,0
E08000035,E05011547,4,4
E08000035,E05011547,3,0
E08000035,E05011547,4,0
E08000035,E05011547,4,0
E08000035,E05011547,4,4
E08000035,E05011547,4,0
E08000035,E05011547,4,4
E08000035,E05011547,4,3
E08000035,E05011547,2,2
E08000035,E05011547,4,3
E08000035,E05011547,4,0
E08000035,E05011547,4,4
E08000035,E05011547,8,8
E08000035,E05011547,4,2
E08000035,E05011547,4,4
E08000035,E05011547,4,4
E08000035,E05011547,3,1
E08000035,E05011547,4,4
E08000035,E05011547,4,1
E08000035,E05011547,4,0
E08000035,E05011547,4,4
E08000035,E05011547,4,0
E08000035,E05011547,2,2
E08000035,E05011547,4,4
E08000035,E05011547,2,2
E08000035,E05011547,4,0
E08000035,E05011547,8,7
E08000035,E05011549,4,4
E08000035,E05011549,4,4
E08000035,E05011549,2,0
E08000035,E05011549,4,4
E08000035,E05011549,4,0
E08000035,E05011549,2,0
E08000035,E05011549,4,0
E08000035,E05011549,4,4
E08000035,E05011549,6,4
E08000035,E05011549,4,4
E08000035,E05011549,4,4
E08000035,E05011549,4,0
E08000035,E05011549,4,0
E08000035,E05011549,2,0
E08000035,E05011549,4,0
E08000035,E05011549,4,0
E08000035,E05011549,2,0
E08000035,E05011549,4,2
E08000035,E05011549,4,0
E08000035,E05011549,2,0
E08000035,E05012647,4,0
E08000035,E05012647,4,4
E08000035,E05012647,4,4
E08000035,E05012647,4,0
E08000035,E05012647,2,2
E08000035,E05012647,12,7
E08000035,E05012647,4,0
E08000035,E05012647,4,4
E08000035,E05012647,4,3
E08000035,E05012647,4,3
E08000035,E05012647,4,0
E08000035,E05012647,4,0
E08000035,E05012647,4,3
E08000035,E05012647,4,0
E08000035,E05012647,4,4
E08000035,E05012647,4,2
E08000035,E05012647,4,0
E08000035,E05012647,4,4
E08000035,E05012647,4,3
E08000035,E05012647,4,4
E08000035,E05012647,4,0
E08000035,E05012647,2,0
E08000035,E05012647,4,3
E08000035,E05012647,4,4
E08000035,E05012647,2,2
E08000035,E05012647,4,0
E08000035,E05012647,3,3
E08000035,E05012647,4,0
E08000035,E05012647,4,4
E08000035,E05012647,4,2
E08000035,E05012647,2,0
E08000035,E05012647,4,0
E08000035,E05012647,2,0
E08000035,E05012647,4,2
E08000035,E05012647,4,1
E08000035,E05012647,4,4
E08000035,E05012647,4,0
E08000035,E05012647,4,4
E08000035,E05012647,2,0
E08000035,E05012647,4,4
E08000035,E05012647,4,4
E08000035,E05012647,4,0
E08000035,E05012647,2,2
E08000035,E05012647,4,4
E08000035,E05012648,4,4
E08000035,E05012648,2,0
E08000035,E05012648,4,4
E08000035,E05012648,3,2
E08000035,E05012648,3,3
E08000035,E05012648,4,3
E08000035,E05012648,2,1
E08000035,E05012648,4,0
E08000035,E05012648,4,3
E08000035,E05012648,4,4
E08000035,E05012648,20,12
E08000035,E05012648,4,0
E08000035,E05012648,2,0
E08000035,E05012648,2,2
E08000035,E05012648,4,4
E08000035,E05012648,4,4
E08000035,E05012648,3,0
E08000035,E05012648,4,1
E08000035,E05012648,3,2
E08000035,E05012648,4,4
E08000035,E05012648,2,0
E08000035,E05012648,3,3
E08000035,E05012648,4,2
E08000035,E05012648,4,4
E08000035,E05012648,3,3
E08000035,E05012648,4,0
E08000035,E05012648,4,1
E08000035,E05012648,4,3
E08000035,E05012648,4,0
E08000035,E05012648,2,0
E08000035,E05012841,4,2
E08000035,E05012841,4,2
E08000035,E05012841,4,4
E08000035,E05012841,10,0
E08000035,E05012841,3,0
E08000035,E05012841,2,0
E08000035,E05012841,4,4
E08000035,E05012841,4,3
E08000035,E05012841,2,1
E08000035,E05012841,4,3
E08000035,E05012841,4,4
E08000035,E05012841,3,3
E08000035,E05012841,4,0
E08000035,E05012841,4,0
E08000035,E05012841,4,3
E08000035,E05012841,4,2
E08000035,E05012841,4,0
E08000035,E05012841,2,2
E08000035,E05012841,3,0
E08000035,E05012841,4,4
E08000035,E05012841,3,3
E08000035,E05012841,4,0
E08000035,E05012841,8,4
E08000035,E05012841,3,3
E08000035,E05012841,4,3
E08000035,E05012841,4,0
E08000035,E05012841,4,0
E08000035,E05012841,4,3
E08000035,E05012841,4,3
E08000035,E05012841,4,3
E08000035,E05012841,2,2
E08000035,E05012841,4,4
E08000035,E05012841,2,0
E08000035,E05012841,4,0
E08000035,E05012841,4,2
E08000035,E05012841,3,2
E08000035,E05012841,8,4
E08000035,E05012841,2,0
E08000035,E05012841,4,0
E08000035,E05012841,4,2
E08000035,E05012841,4,4
E08000035,E05012841,4,0
E08000035,E05012841,4,2
E08000035,E05012841,2,0
E08000035,E05012841,4,4
E08000035,E05012841,2,2
E08000035,E05012841,4,3
E08000035,E05012841,3,1
E08000035,E05012841,4,4
E08000035,E05012842,2,0
E08000035,E05012842,4,3
E08000035,E05012842,4,0
E08000035,E05012842,4,0
E08000035,E05012842,50,30
E08000035,E05012842,3,0
E08000035,E05012842,2,0
E08000035,E05012842,4,4
E08000035,E05012842,4,0
E08000035,E05012842,4,4
E08000035,E05012842,2,0
E08000035,E05012842,4,4
E08000035,E05012842,4,0
E08000035,E05012842,4,3
E08000035,E05012842,4,4
E08000035,E05012842,4,0
E08000035,E05012842,4,0
E08000035,E05012842,4,2
E08000035,E05012842,2,0
E08000035,E05012842,4,4
E08000035,E05012842,4,0
E08000035,E05012842,4,4
E08000035,E05012842,4,0
E08000035,E05012842,4,4
E08000035,E05012842,4,0
E08000035,E05012842,4,3
E08000035,E05012842,4,4
E08000035,E05012842,4,4
E08000035,E05012842,2,1
E08000035,E05012842,4,2
E08000035,E05012842,4,0
E08000035,E05012842,4,2
E08000035,E05012842,4,3
E08000035,E05012842,4,2
E08000035,E05012842,4,0
E08000035,E05012842,4,4
E08000035,E05012842,4,0
E08000035,E05012842,2,0
E08000035,E05012842,2,2
E08000035,E05012842,4,4
E08000035,E05012842,2,2
E08000035,E05012842,2,2
E08000035,E05012842,8,6
E08000035,E05012842,4,0
E08000035,E05012842,3,0
E08000035,E05013830,3,3
E08000035,E05013830,4,3
E08000035,E05013830,4,4
E08000035,E05013830,4,4
E08000035,E05013830,4,0
E08000035,E05013830,2,2
E08000035,E05013830,20,3
E08000035,E05013830,4,2
E08000035,E05013830,4,4
E08000035,E05013830,4,2
E08000035,E05013830,4,4
E08000035,E05013830,2,2
E08000035,E05013830,4,0
E08000035,E05013830,4,0
E08000035,E05013831,4,4
E08000035,E05013831,3,3
E08000035,E05013831,4,4
E08000035,E05013831,2,0
E08000035,E05013831,8,2
E08000035,E05013831,4,4
E08000035,E05013831,6,0
E08000035,E05013831,4,1
