la_code,ward_code,awakening_booked,awakening_attended
E08000035,E05013831,2,0
E08000035,E05013831,4,4
E08000035,E05013831,8,6
E08000035,E05013831,4,2
E08000035,E05013831,4,2
E08000035,E05013831,4,4
E08000035,E05013831,30,18
E08000035,E05013831,4,2
E08000035,E05013831,4,3
E08000035,E05013831,3,3
E08000035,E05013831,4,4
E08000035,E05013831,4,0
E08000035,E05013831,2,2
E08000035,E05013831,4,0
E08000035,E05013831,4,3
E08000035,E05013831,4,2
E08000035,E05013831,4,0
E08000035,E05013831,4,0
E08000035,E05013831,2,0
E08000036,E05001444,2,2
E08000036,E05001445,1,1
E08000036,E05001446,4,0
E08000036,E05001446,2,0
E08000036,E05001446,4,0
E08000036,E05001446,4,4
E08000036,E05001448,4,2
E08000036,E05001448,4,0
E08000036,E05001448,4,0
E08000036,E05001449,10,7
E08000036,E05001451,2,2
E08000036,E05001452,2,2
E08000036,E05001452,4,0
E08000036,E05001453,8,3
E08000036,E05001454,4,4
E08000036,E05001454,2,2
E08000036,E05001455,3,0
E08000036,E05001455,4,2
E08000036,E05001456,4,4
E08000036,E05001457,4,0
E08000036,E05001457,2,2
E08000036,E05001458,8,5
E08000036,E05001458,4,3
E08000036,E05001458,4,4
E08000036,E05001458,2,2
E08000036,E05001459,4,4
E08000036,E05001460,4,4
E08000036,E05001460,4,4
E08000036,E05001460,4,3
E08000036,E05001461,8,5
E08000036,E05001461,2,0
E08000036,E05001461,2,1
E08000036,E05001462,4,4
E08000036,E05001462,4,3
E08000036,E05001462,2,0
E08000036,E05001462,4,2
E08000036,E05001463,2,0
E08000036,E05001463,4,4
E08000036,E05001463,4,4
E08000036,E05001463,4,0
E08000036,E05001464,4,2
E08000036,E05001464,2,0
E08000036,E05001464,4,3
E08000036,E05001464,4,3
E08000036,E05001464,2,0
E08000036,E05001464,4,4
E08000036,E05001464,4,4
E08000036,E05001464,4,0
E08000036,E05001464,4,0
E08000037,E05001083,4,0
E09000004,E05011220,4,0
E09000006,E05013988,4,0
E09000006,E05014002,20,6
E09000007,E05013660,4,0
E09000010,E05013688,2,0
E09000012,E05009373,4,3
E09000012,E05009377,4,0
E09000012,E05009380,2,0
E09000012,E05009386,4,0
E09000018,E05013609,2,0
E09000019,E05013697,4,4
E09000019,E05013700,2,0
E09000019,E05013708,2,1
E09000020,E05009404,4,3
E09000022,E05014102,4,0
E09000022,E05014104,2,1
E09000022,E05014105,3,3
E09000023,E05013730,2,0
E09000023,E05013732,2,0
E09000024,E05013829,2,0
E09000026,E05011243,4,4
E09000027,E05013776,4,3
E09000028,E05011099,4,4
E09000028,E05011101,2,0
E09000031,E05013902,4,3
E09000032,E05014027,2,0
E09000033,E05013795,4,4
E09000033,E05013798,4,0
S12000014,S13002940,1,0
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,4,4
UNKNOWN,UNKNOWN,4,0
UNKNOWN,UNKNOWN,4,4
UNKNOWN,UNKNOWN,1,1
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,1,0
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,4,4
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,50,29
UNKNOWN,UNKNOWN,50,30
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,1,1
UNKNOWN,UNKNOWN,4,0
UNKNOWN,UNKNOWN,4,4
UNKNOWN,UNKNOWN,1,1
UNKNOWN,UNKNOWN,23,16
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,1
UNKNOWN,UNKNOWN,5,0
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,1,1
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,4,4
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,3,2
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,3,3
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,4,0
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,1,0
UNKNOWN,UNKNOWN,0,0
UNKNOWN,UNKNOWN,3,2
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,4,2
UNKNOWN,UNKNOWN,1,1
UNKNOWN,UNKNOWN,4,0
UNKNOWN,UNKNOWN,2,1
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,3,1
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,3,3
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,4,0
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,3,3
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,60,17
UNKNOWN,UNKNOWN,3,0
UNKNOWN,UNKNOWN,1,1
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,1
UNKNOWN,UNKNOWN,84,57
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,4,3
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,98,42
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,4,4
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,4,0
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,3,3
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,1,0
UNKNOWN,UNKNOWN,1,1
UNKNOWN,UNKNOWN,4,0
UNKNOWN,UNKNOWN,5,3
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,4,0
UNKNOWN,UNKNOWN,4,4
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,3,3
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,4,0
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,3,0
UNKNOWN,UNKNOWN,4,4
UNKNOWN,UNKNOWN,4,3
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,2,1
UNKNOWN,UNKNOWN,4,3
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,1,1
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,1,1
UNKNOWN,UNKNOWN,4,2
UNKNOWN,UNKNOWN,4,4
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,2,0
UNKNOWN,UNKNOWN,4,4
UNKNOWN,UNKNOWN,3,3
UNKNOWN,UNKNOWN,2,2
UNKNOWN,UNKNOWN,1,1
UNKNOWN,UNKNOWN,2,1
W06000015,W05001278,4,2
