week_ending,events,audience,cumulative_events,cumulative_audience
2023-11-10,23,2254,23,2254
2023-11-17,0,0,23,2254
2023-11-24,0,0,23,2254
2023-12-01,0,0,23,2254
2023-12-08,0,0,23,2254
2023-12-15,1,90,24,2344
